"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","hours/6/3/close","hours/6/3/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Avenue Charles Albert 11, Watermael-Boitsfort, Brussels 1170 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","European",,,,,,,,"info@aureposdeschasseurs.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"969088","false","false","50.802124","4.431015","Au Repos des Chasseurs","275","+32 2 660 46 72","$$ - $$$","3533","1811","#1,681 of 3,627 Restaurants in Brussels","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g947638-d969088-Reviews-Au_Repos_des_Chasseurs-Watermael_Boitsfort_Brussels.html","http://www.au-repos-des-chasseurs.be"
"rue Belliard 189, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,"shakhawatrafi91@gmail.com","1380","1050",,,,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,,,"21235092","false","false",,,"Indian Royal Spicy","8","+32 465 40 10 28","$$ - $$$","3533","1885","#1,753 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d21235092-Reviews-Indian_Royal_Spicy-Brussels.html","http://indianroyalspicy.be"
"Rue du Progres 37, Brussels 1210 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Greek","French","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8517129","false","false","50.85776","4.35912","Taverne Omega","19","+32 2 203 24 30","$$ - $$$","3533","1890","#1,757 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8517129-Reviews-Taverne_Omega-Brussels.html","http://www.taverneomega.be"
"Rue Dela Digue 33, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Street Food","Asian","Vegetarian Friendly",,,,,,,"gyozaria@gmail.com","1350","1110",,,,,,,,,,,,,,,,,"1320","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,,,"12712200","false","false","50.82833","4.37452","Gyozaria - Harry Suzuki (Takeaway)","22","+32 2 569 27 23","$$ - $$$","3533","1882","#1,750 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12712200-Reviews-Gyozaria_Harry_Suzuki_Takeaway-Brussels.html","http://www.facebook.com/gyozariabxl"
"Rue de l'Aqueduc 103, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Bar",,,,,,,,,,"stoeferbxl@gmail.com",,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","960",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,,,"5017876","false","false","50.824173","4.359326","Le Stoefer","44","+32 2 851 70 09","$$ - $$$","3533","1816","#1,686 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d5017876-Reviews-Le_Stoefer-Ixelles_Brussels.html","http://www.facebook.com/LeStoefer/timeline"
"Boulevard Sylvain Dupuis 433 Westland Shopping, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","French","Bar","European","Pub",,,,,,"info@legrandcafe.be",,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,,,"7607545","false","false","50.83851","4.28738","La Brasserie Alsacienne","37","+32 2 520 11 66","$$ - $$$","3533","1889","#1,756 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d7607545-Reviews-La_Brasserie_Alsacienne-Anderlecht_Brussels.html","http://www.legrandcafe.be/brasseriealsacienne/"
"Chaussee de Louvain 225, Saint-Josse-ten-Noode, Brussels 1210 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,"1350","1080",,,,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"1350","1080",,,,,,,"16761165","false","false","50.85111","4.38227","Spicy House","16","+32 2 347 56 64","$$ - $$$","3533","1886","#1,754 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1891930-d16761165-Reviews-Spicy_House-Saint_Josse_ten_Noode_Brussels.html","http://www.spicyhouse.be"
"Passage Linthout 39 Galleria, Brussels 1200 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,"vini_sapori@yahoo.be",,,,,,,,,,,,,"1080","660",,,,,"1080","660",,,,,"1110","660",,,,,"1110","660",,,,,"1140","675",,,,,,,"7999796","false","false","50.840446","4.402208","Vini & Sapori","17","+32 2 736 95 69","$$ - $$$","3533","1820","#1,690 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d7999796-Reviews-Vini_Sapori-Brussels.html","https://www.facebook.com/ViniSaporiAfterwork/"
"Rue Defacqz 27, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@dreamandfood.com","900","690",,,,,"900","690","1290","1080",,,"900","690","1290","1080",,,"900","690","1290","1080",,,"900","690","1290","1080",,,"900","690","1290","1080",,,"900","690","1290","1080",,,,,"12924078","false","false","50.828","4.35927","Dream & Food","11","+32 2 343 44 72","$$ - $$$","3533","1883","#1,751 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d12924078-Reviews-Dream_Food-Ixelles_Brussels.html","http://dreamandfood.com"
"Rue Francois Gay 356, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","French","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6989503","false","false","50.83726","4.41597","Brasserie Gribaumont","33","+32 2 772 22 57","$$ - $$$","3533","1817","#1,687 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6989503-Reviews-Brasserie_Gribaumont-Brussels.html","http://www.brasseriegribaumont.be"
"Rue Middelbourg 4, Brussels 1170 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8778937","false","false","50.797573","4.417812","Clover Bar","14",,"$$ - $$$","3533","1818","#1,688 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8778937-Reviews-Clover_Bar-Brussels.html","http://cloverbar.be"
"Place General Meiser 12, Schaerbeek, Brussels 1030 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill","Fusion",,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,,,"10478255","false","false","50.85497","4.39733","Loulou Brussels","41","+32 2 311 83 76","$$ - $$$","3533","1813","#1,683 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950786-d10478255-Reviews-Loulou_Brussels-Schaerbeek_Brussels.html","https://www.facebook.com/louloubrussels"
"Chaussee de Wavre 1225A, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,"info@chinaexpress.be","840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,,,"12115875","false","false","50.822","4.40438","China Express","7","326754334","$","3533","1881","#1,749 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12115875-Reviews-China_Express-Brussels.html","http://www.chinaexpress.be"
"Rue Osseghem 198, Brussels 1080 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,"social@laqueuedevache.be","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,,,"2704918","false","false","50.85231","4.311463","La queue de vache","88","+32 2 410 15 29","$$ - $$$","3533","1815","#1,685 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2704918-Reviews-La_queue_de_vache-Brussels.html","http://www.laqueuedevache.be"
"Rue Leon Lepage 53, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","French","Mediterranean","European","Albanian",,,,,,"dansaert@winery.be",,,,,,,,,,,,,,,,,,,,,,,,,"1140","960",,,,,"1140","960",,,,,"1380","840",,,,,,,"15548309","false","false","50.852425","4.345449","le comptoir I Winery - Dansaert","12","+32 2 895 77 74","$$ - $$$","3533","1814","#1,684 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d15548309-Reviews-Le_comptoir_I_Winery_Dansaert-Brussels.html","http://www.winery.be"
"Chaussee de Waterloo 214, Saint-Gilles, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4772025","false","false","50.82668","4.34553","O Castico","37","+32 2 538 65 33","$$ - $$$","3533","1812","#1,682 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136501-d4772025-Reviews-O_Castico-Saint_Gilles_Brussels.html",
"Avenue du Onze Novembre 15, Etterbeek, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7217569","false","false","50.83278","4.3929","Taverne Avenida","21","+32 2 308 61 80","$","3533","1888","#1,755 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950780-d7217569-Reviews-Taverne_Avenida-Etterbeek_Brussels.html","http://www.taverneavenida.be/"
"Chaussee de Louvain 936, Evere, Brussels 1140 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Bar","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3378597","false","false","50.859028","4.414717","New Paduwa","62",,"$$ - $$$","3533","1819","#1,689 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950781-d3378597-Reviews-New_Paduwa-Evere_Brussels.html",
"Place du Jeu de Balle 62, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Bar","European",,,,,,,,"1410","480",,,,,,,,,,,,,,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,,,"5247596","false","false","50.83694","4.346319","Pin Pon","199","+32 2 540 89 99","$$ - $$$","3533","1821","#1,691 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d5247596-Reviews-Pin_Pon-Brussels.html","https://www.facebook.com/apero.pinpon?fref=ts"
"Place Marcel Broodthaers 3 Park Inn by Radisson Brussels Midi Hotel, Saint-Gilles, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Bar","European","Grill",,,,,,,"info.brussels-midi@parkinn.com","1350","1110",,,,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720",,,,,,,,,,,,,"11923449","false","false","50.83538","4.33839","RBG Grill Bar & Terrace","22","+32 2 535 14 00","$$ - $$$","3533","1827","#1,697 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136501-d11923449-Reviews-RBG_Grill_Bar_Terrace-Saint_Gilles_Brussels.html","http://www.parkinn.com/hotel-brussels/restaurants-and-bars"
"Avenue Emmanuel Mounier 87, Woluwe-Saint-Lambert, Brussels 1200 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8707550","false","false","50.85059","4.45831","Le Mounier","34","+32 477 52 50 96","$$ - $$$","3533","1825","#1,695 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136495-d8707550-Reviews-Le_Mounier-Woluwe_Saint_Lambert_Brussels.html","http://lawoluwe.be/fr/cafeterias-restaurant"
"17 Rue des Chapeliers, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"barfossill@gmail.com","1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,,,"17748808","false","false","50.845764","4.352448","Bar Fossil","9","+32 478 10 27 10","$$$$","3533","1829","#1,699 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d17748808-Reviews-Bar_Fossil-Brussels.html","https://www.facebook.com/Bar-Fossil-1954424091325902/"
"Chaussee de Wavre 1670, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8132624","false","false","50.81632","4.42814","Sushinet","17","+32 494 77 19 50","$$ - $$$","3533","1828","#1,698 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8132624-Reviews-Sushinet-Brussels.html",
"Chaussee de Mons 1106, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","European",,,,,,,,,,,,,,,"870","720",,,,,"870","720",,,,,"870","720","1290","1080",,,"870","720","1290","1080",,,"870","720","1290","1080",,,"870","720","1290","1080",,,,,"5305592","false","false","50.82118","4.2942","Rustic","14","+32 2 523 80 58","$$ - $$$","3533","1823","#1,693 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d5305592-Reviews-Rustic-Anderlecht_Brussels.html","http://www.lerustic.be"
"Place Cardinal Mercier, Brussels 1090 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,,,"969118","false","false","50.88","4.329722","Les P'tits Os","91","+32 2 427 63 31","$$ - $$$","3533","1824","#1,694 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d969118-Reviews-Les_P_tits_Os-Brussels.html","http://www.restaurant-petits-os-jette.be"
"Rue des Chapeliers 30, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19851050","false","false","50.845562","4.352539","Restaurant Persia","5","+32 468 06 46 76","","3533","1822","#1,692 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d19851050-Reviews-Restaurant_Persia-Brussels.html","https://restopersia.business.site/"
"Rue Antoine Dansaert 208 Porte De Flandre, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Seafood","European","Pub","Healthy","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15043844","false","false","50.85289","4.34146","Bar du Canal","7","+32 2 355 53 73","","3533","1830","#1,700 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d15043844-Reviews-Bar_du_Canal-Brussels.html","https://www.facebook.com/barducanal/"
"Avenue Fonsny 47b, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9873729","false","false","50.83678","4.335758","Sam's Cafe Gare du Midi","46","+32 494 52 11 62","$","3533","1826","#1,696 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d9873729-Reviews-Sam_s_Cafe_Gare_du_Midi-Brussels.html","http://www.samscafe.be"
"Rue du Nord 1, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Vegetarian Friendly",,,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,,,,,,,,,"3464421","false","false","50.848248","4.368341","Kumquat","24","+32 2 514 14 80","$$ - $$$","3533","1836","#1,706 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3464421-Reviews-Kumquat-Brussels.html","http://www.facebook.com/pages/Kumquat/208954532466995"
"Rue de l'Eglise 96A Stockel Square, Woluwe-St-Pierre, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"Info@lecafecreme.be",,,,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,,,"9830911","false","false","50.841324","4.46481","Cafe Creme","9","+32 2 772 88 47","$$ - $$$","3533","1840","#1,710 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136497-d9830911-Reviews-Cafe_Creme-Woluwe_St_Pierre_Brussels.html","http://www.lecafecreme.be"
"Rue Stevin 160 Rue Stevin 160, 1000, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly",,,,,,,,,"adnanfaruk@gmail.com",,,,,,,"840","690","1410","1110",,,"840","690","1410","1110",,,"840","690","1410","1110",,,"840","690","1410","1110",,,"840","690","1410","1110",,,"840","690","1410","1110",,,,,"4371354","false","false","50.844315","4.383156","Darjeeling","85","+32 2 230 13 61","$$ - $$$","3533","1837","#1,707 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4371354-Reviews-Darjeeling-Brussels.html","http://www.darjeeling.be"
"Rue Haute 233, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Cafe","Brew Pub","Diner","Vegetarian Friendly",,,,,,"sprl.renardnoir@gmail.com","660","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,,,"9706701","false","false","50.836773","4.348234","Wiel's Renard Noir","18","+32 2 512 36 02","$","3533","1839","#1,709 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d9706701-Reviews-Wiel_s_Renard_Noir-Brussels.html","http://www.facebook.com/wielsrenardnoir"
"Rue Jean Stas 26, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3686669","false","false","50.83378","4.35515","Deli Trautier","14",,"$","3533","1838","#1,708 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3686669-Reviews-Deli_Trautier-Brussels.html",
"Rue de la Victoire 9 Saint-Gilles, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Peruvian","Latin","Spanish","South American","Colombian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12656426","false","false","50.83216","4.3457","Sabor Latino","20","+32 2 538 10 56","$$ - $$$","3533","1834","#1,704 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12656426-Reviews-Sabor_Latino-Brussels.html","http://www.saborlatinoresto.be/"
"Rue Du Marche Aux Fromages 26 Grand Place, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,,,"1381158","false","false","50.845562","4.353499","Ristorante Giannino","325","+32 2 513 24 87","$$ - $$$","3533","1835","#1,705 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1381158-Reviews-Ristorante_Giannino-Brussels.html","http://www.facebook.com/pages/Ristorante%20Giannino/165380410903803/"
"Avenue Fonsny 64, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6278049","false","false","50.83381","4.33586","L'inconnu","14","+32 488 60 70 71","$$ - $$$","3533","1831","#1,701 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6278049-Reviews-L_inconnu-Brussels.html",
"Rue d'Arlon 2, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish","Middle Eastern",,,,,,,,,,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1440","690",,,,,"1320","690",,,,,"1320","720",,,,,,,"8609113","false","false","50.838364","4.371528","Chez Bal","45","+32 489 87 80 56","$","3533","1833","#1,703 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d8609113-Reviews-Chez_Bal-Ixelles_Brussels.html",
"Place Saint-Gery 28, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,"chilibarbruxelles@gmail.com","1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,,,"6022408","false","false","50.8478","4.34766","Chili Bar","33","+32 487 56 46 14","$$ - $$$","3533","1832","#1,702 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6022408-Reviews-Chili_Bar-Brussels.html","http://www.brusselslife.be/fr/adresse/chili-bar"
"Avenue de la Couronne 231, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16657948","false","false","50.82181","4.38862","Couronne Du Rail","6","+32 2 751 54 62","$$ - $$$","3533","1884","#1,752 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d16657948-Reviews-Couronne_Du_Rail-Ixelles_Brussels.html",
"Boulevard Emile Jacqmain 54, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,,,,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,"900","720","1380","1080",,,,,"2206701","false","false","50.8533","4.35345","Thai Bangkok","58","+32 2 217 59 03","$$ - $$$","3533","1844","#1,713 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2206701-Reviews-Thai_Bangkok-Brussels.html","http://www.thai-bangkok-brussel.be"
"Petite rue des Bouchers 6, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Bar","Wine Bar",,,,,,,,,"1560","1020",,,,,,,,,,,,,,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,,,"11908168","false","false","50.84766","4.35311","Benelux","25","+32 2 511 56 46","$","3533","1845","#1,714 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d11908168-Reviews-Benelux-Brussels.html","http://www.facebook.com/barbenelux/"
"Place Dailly, Schaerbeek, Brussels 1030 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Grill",,,,,,,,,"olivier-roland1234@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10096401","false","false","50.85197","4.38782","Friterie 't Wit Madammeke","8","+32 468 22 94 97","$","3533","1841","#1,711 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950786-d10096401-Reviews-Friterie_t_Wit_Madammeke-Schaerbeek_Brussels.html","http://www.twitmadammeke.be/index.php"
"Chaussee de Saint-Job 668, Uccle, Brussels 1180 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14110214","false","false","50.79483","4.36468","Le Refuge","29","+32 2 850 36 17","$$ - $$$","3533","1849","#1,718 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136488-d14110214-Reviews-Le_Refuge-Uccle_Brussels.html","http://cafelerefuge.be/en"
