"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Elaintarhantie 12, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Italian","Vegetarian Friendly",,,,,,,,,,"piritta@ursula.fi","1200","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","660",,,,,"1320","720",,,,,"3493494","false","false","60.180164","24.941301","Cafe Piritta","72","+358 9 7531732","$$ - $$$","1558","1104","#934 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3493494-Reviews-Cafe_Piritta-Helsinki_Uusimaa.html","http://ursula.fi/piritta/"
"Kauppakartanonkatu 3, Helsinki 00930 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vegetarian Friendly",,,,,,,,,,,"info@wokwok.fi","1140","720",,,"1200","630",,,,,"1200","630",,,,,"1200","630",,,,,"1200","630",,,,,"1200","630",,,,,"1200","660",,,,,"15034252","false","false","60.20982","25.0845","Wok Wok","13","+358 50 5126568","$","1558","1005","#96 of 111 Quick Bites in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15034252-Reviews-Wok_Wok-Helsinki_Uusimaa.html","https://www.facebook.com/wokwokfinland.fi/"
"Asemapaeaellikoenkatu 3, Helsinki 00520 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,"1320","660",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","660",,,,,"3387854","false","false","60.19941","24.94185","Pasilan Pizzapalvelu","9",,"","1558","1007","#841 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3387854-Reviews-Pasilan_Pizzapalvelu-Helsinki_Uusimaa.html","http://pasilanpizzapalvelu.fi/fi/"
"Kustaankatu 4, Helsinki 00500 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12385192","false","false","60.18798","24.95587","Vivian's Kitchen & Bar","2","+358 45 8971388","","1558","1418","#1,226 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12385192-Reviews-Vivian_s_Kitchen_Bar-Helsinki_Uusimaa.html","http://www.vivians.fi/"
"Linnanrakentajantie 5, Helsinki 00810 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,"1320","540",,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1320","540",,,,,"1320","540",,,,,"1204081","false","false","60.19242","25.03622","Ravintola Hertta 5","1",,"","1558","1415","#1,223 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1204081-Reviews-Ravintola_Hertta_5-Helsinki_Uusimaa.html",
"Mustikkamaantie 5, Helsinki 00570 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Pub",,,,,,,,,,,"1080","660",,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1320","660",,,,,"1320","660",,,,,"12688857","false","false","60.18223","24.99313","Cafe Torpedo","9","+358 40 5347301","$$ - $$$","1558","1006","#840 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12688857-Reviews-Cafe_Torpedo-Helsinki_Uusimaa.html","http://www.facebook.com/cafetorpedo/?fref=ts"
"Haapaniemenkatu 14 A Merihaka, Level 1, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Fusion","Indonesian",,,,,,,,,,"balibagushelsinki@gmail.com","1320","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"15198790","false","false","60.179718","24.961266","Bali Bagus Helsinki","2","+358 9 6947318","$$ - $$$","1558","1107","#937 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15198790-Reviews-Bali_Bagus_Helsinki-Helsinki_Uusimaa.html","http://bali-bagus-helsinki.webflow.io"
"Mannerheimintie 10, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"marski@scandichotels.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19806217","false","false","60.16752","24.941439","Cafe 7:01","2","+358 9 68061","","1558","1154","#96 of 108 Coffee & Tea in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19806217-Reviews-Cafe_7_01-Helsinki_Uusimaa.html","http://www.scandichotels.com/hotels/finland/helsinki/marski-by-scandic/restaurant-bar/cafe"
"Mannerheimintie 130, Helsinki 00270 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1204139","false","false","60.19306","24.90667","Bar High Level","1","+358 9 5879889","","1558","1414","#1,222 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1204139-Reviews-Bar_High_Level-Helsinki_Uusimaa.html",
"Viipurinkatu 7, Helsinki 00510 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13195827","false","false","60.19132","24.94378","2nd Taste","1",,"","1558","1416","#1,224 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13195827-Reviews-2nd_Taste-Helsinki_Uusimaa.html",
"Neitsytpolku 10, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Romanian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23009144","false","false","60.158176","24.94886","Rams Rosters","1","+358 40 6764577","","1558","1158","#982 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d23009144-Reviews-Rams_Rosters-Helsinki_Uusimaa.html",
"Sandelsinkatu 6, Helsinki 00260 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@relove.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22938645","false","false","60.17882","24.923092","Relove Toolo","20","+358 46 9226960","","1558","1002","#837 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d22938645-Reviews-Relove_Toolo-Helsinki_Uusimaa.html","https://www.relove.fi/yhteystiedot"
"Veturitori 2, Helsinki 00520 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Nepali","Indian",,,,,,,,,,,"1320","720",,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","720",,,,,"8782677","false","false","60.1998","24.93753","Ravintola Mero-Himal","20","+358 40 2535127","$$ - $$$","1558","1003","#838 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8782677-Reviews-Ravintola_Mero_Himal-Helsinki_Uusimaa.html","http://merohimal.fi/"
"Merikannontie 1, Helsinki 00260 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21202900","false","false","60.177197","24.914013","Kahvila Airo","1",,"","1558","1417","#1,225 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21202900-Reviews-Kahvila_Airo-Helsinki_Uusimaa.html","http://fi-fi.facebook.com/pages/Kahvila-Airo/190171464389387"
"Haemeentie 19, Helsinki 00500 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3746368","false","false","60.18558","24.9621","Bambu","2",,"","1558","1420","#1,228 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3746368-Reviews-Bambu-Helsinki_Uusimaa.html","http://www.ravintolamaailma.fi/bambu/ravintolat"
"Ratsukatu 3, Helsinki 02600 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,"sello@bowlcircus.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8744315","false","false","60.21838","24.80836","BowlCircus Ruusula","7","+358 10 8418851","$$ - $$$","1558","1310","#1,129 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d8744315-Reviews-BowlCircus_Ruusula-Helsinki_Uusimaa.html","http://bowlcircus.com"
"Kaivokatu 8 Kauppakeskus Citykaytava, Helsinki 00101 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Moroccan","Mediterranean","Middle Eastern","Tunisian","Egyptian",,,,,,,"bookings@sandro.fi",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","660",,,,,"1320","660",,,,,"18941341","false","false","60.1702","24.94146","Sandro Citykaytava","3","+358 29 1702251","$$ - $$$","1558","1009","#843 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d18941341-Reviews-Sandro_Citykaytava-Helsinki_Uusimaa.html","http://www.sandro.fi/sandro-citykaytava-2/"
"Iso robertinkatu 20-22, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Soups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17548781","false","false","60.16296","24.94142","Nom Vietnamese Kitchen","2","+358 50 3578765","$$ - $$$","1558","1102","#932 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17548781-Reviews-Nom_Vietnamese_Kitchen-Helsinki_Uusimaa.html","http://nomvietnamesekitchen.fi"
"Mannerheimintie 50, Helsinki 00260 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23026572","false","false","60.179787","24.927824","Hesperia Restaurant & Bar","1","+358 9 25212132","","1558","1153","#978 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d23026572-Reviews-Hesperia_Restaurant_Bar-Helsinki_Uusimaa.html","http://helsinki.crowneplaza.com/en/restaurants/hesperia-restaurant"
"Cygnaeuksenkatu 5 C, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21363372","false","false","60.175003","24.92891","Authentic Vietnamese Restaurant Song","2","+358 46 9581878","","1558","1163","#987 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21363372-Reviews-Authentic_Vietnamese_Restaurant_Song-Helsinki_Uusimaa.html","http://www.facebook.com/AuthenticVietnameseRestaurant.SONG.Helsinki"
"Yliskylan Puistokatu 4 Kauppakeskus Saari, Helsinki 00840 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19946819","false","false","60.180035","25.051662","Kotipizza Laajasalo","2","+358 50 4642977","","1558","1170","#994 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19946819-Reviews-Kotipizza_Laajasalo-Helsinki_Uusimaa.html","http://kotipizza.fi/"
"Fredrikinkatu 49, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1380","720",,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1380","630",,,,,"1380","720",,,,,"12869417","false","false","60.1666","24.93426","Luckiefun's Restaurant","8","+358 45 2184480","$$ - $$$","1558","1162","#986 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12869417-Reviews-Luckiefun_s_Restaurant-Helsinki_Uusimaa.html","http://www.luckiefun.com/contact-us"
"Korkeavuorenkatu 23, Helsinki 00560 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,"myynti@taitocafe.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19466937","false","false","60.1631","24.94661","Taito Cafe","2","+358 45 77503022","$$ - $$$","1558","1161","#985 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19466937-Reviews-Taito_Cafe-Helsinki_Uusimaa.html","http://taitocafe.fi"
"Toolonkatu 27, Helsinki 00260 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21313281","false","false",,,"Ravintola GIANT","1","+358 44 9277454","","1558","1169","#993 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21313281-Reviews-Ravintola_GIANT-Helsinki_Uusimaa.html","http://www.giant.rest/"
"Mannerheimintie 109, Helsinki 00280 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,,"1260","840",,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1500","840",,,,,"1500","720",,,,,"21260349","false","false","60.205746","24.899952","Lounge & Bar Suo","1",,"$$ - $$$","1558","1166","#990 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21260349-Reviews-Lounge_Bar_Suo-Helsinki_Uusimaa.html","http://bistroelo.fi/bar-suo/"
"Vanha Viertotie 18, Helsinki 00320 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10445027","false","false","60.21009","24.88321","Chinese Restaurant Ren He","7","+358 2 48026068","","1558","1164","#988 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10445027-Reviews-Chinese_Restaurant_Ren_He-Helsinki_Uusimaa.html","http://www.ravintolarenhe.fi/"
"Urho Kekkosenkatu 1 5th Floor, Kamppi Shopping Centre, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Scandinavian",,,,,,,,,,"kamppi@story-restaurants.fi","1080","660",,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","540",,,,,"15237981","false","false","60.169308","24.933928","Story Kamppi","28","+358 10 6668461","$$ - $$$","1558","1165","#989 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15237981-Reviews-Story_Kamppi-Helsinki_Uusimaa.html","http://www.story-restaurants.fi/kamppi"
"Konalantie 6-8, Helsinki 00370 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13153677","false","false","60.22637","24.852745","Sports Bar & Grill Penninki","11","+358 50 5284554","$","1558","1168","#992 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13153677-Reviews-Sports_Bar_Grill_Penninki-Helsinki_Uusimaa.html","http://www.penninki.fi/"
"Kajaaninkatu 2, Helsinki 00510 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Nepali",,,,,,,,,,,"info@yarsa.fi","1320","660",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1380","600",,,,,"1380","660",,,,,"16863793","false","false","60.19123","24.945103","Yarsa","3","+358 45 6663039","$$ - $$$","1558","1001","#836 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d16863793-Reviews-Yarsa-Helsinki_Uusimaa.html","http://www.yarsa.fi"
"Salomonkatu 15, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4757352","false","false","60.16969","24.93037","Take Sushi","7",,"","1558","1101","#931 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d4757352-Reviews-Take_Sushi-Helsinki_Uusimaa.html","http://www.suomenravintolat.com/take-sushi.html"
"Iso Roobertinkatu 17-19, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian",,,,,,,,,,,"ravintola.yamato@gmail.com","1200","720",,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","720",,,,,"10520230","false","false","60.162918","24.940884","Yamato Restaurant","14","+358 50 3873989","$$ - $$$","1558","1110","#940 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10520230-Reviews-Yamato_Restaurant-Helsinki_Uusimaa.html","http://www.yamatorestaurant.fi/"
"Meritullinkatu 5, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"814016","false","false","60.17124","24.95896","Azoros","4","+358 9 625514","","1558","1305","#1,124 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d814016-Reviews-Azoros-Helsinki_Uusimaa.html",
"Maurinkatu 6, Helsinki 00170 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,"svenskaklubben@therongroup.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19323263","false","false","60.17408","24.959667","Svenska Klubben","2","+358 20 7879730","$$$$","1558","1008","#842 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19323263-Reviews-Svenska_Klubben-Helsinki_Uusimaa.html","http://www.svenskaklubben-helsinki.fi/"
"Kluuvikatu 1, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21338840","false","false","60.16834","24.947884","Bardot","23","+358 50 5422099","$$$$","1558","1015","#849 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21338840-Reviews-Bardot-Helsinki_Uusimaa.html","http://www.bardot.fi"
"Valimerenkatu 8, Helsinki 00220 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@fafas.fi","1320","660",,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1380","630",,,,,"1380","630",,,,,"17348102","false","false","60.1596","24.91839","Fafa's Jatkasaari","1","+358 44 2359002","","1558","1412","#1,220 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17348102-Reviews-Fafa_s_Jatkasaari-Helsinki_Uusimaa.html","http://www.fafas.fi"
"Hiekkarannantie 2, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21204859","false","false",,,"Sportbar & Cafe Tennis Club Taivallahti","1","+358 9 4770490","","1558","1411","#1,219 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d21204859-Reviews-Sportbar_Cafe_Tennis_Club_Taivallahti-Helsinki_Uusimaa.html","http://teamtapsa.fi/"
"Vanha Talvitie 11B, Helsinki 00580 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@fafas.fi","1200","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1740","660",,,,,"1740","660",,,,,"15252883","false","false","60.191086","24.976545","Fafa's","1","+358 44 2313288","","1558","1413","#1,221 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15252883-Reviews-Fafa_s-Helsinki_Uusimaa.html","http://www.fafas.fi"
"Helsingin Rautatieasema, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"helsinginrautatieasema.burgerking@restel.fi","1440","600",,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1530","480",,,,,"1530","480",,,,,"15250357","false","false","60.170956","24.942059","Burger King Helsinki, Rautatieasema","1","+358 40 6314070","","1558","1419","#1,227 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15250357-Reviews-Burger_King_Helsinki_Rautatieasema-Helsinki_Uusimaa.html","http://www.burgerking.fi"
"Elimaenkatu 26, Helsinki 00520 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,"bistrovallila@ravintolafactory.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13350206","false","false","60.19669","24.947416","Bistro Lunch Factory","1","+358 10 2053213","","1558","1319","#1,137 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13350206-Reviews-Bistro_Lunch_Factory-Helsinki_Uusimaa.html","http://www.ravintolafactory.com/lounasravintolat/ravintolat/bistro/"
"Toinen Linja 31, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,"camellia.vegancafe@gmail.com",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,"1110","660",,,,,"990","720",,,,,"17436473","false","false","60.18407","24.94281","Camellia Cafe","2","+358 44 9748838","$$ - $$$","1558","1013","#847 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17436473-Reviews-Camellia_Cafe-Helsinki_Uusimaa.html","http://www.facebook.com/CamelliaCafe/"
"Elaintarhantie 12 on the shore of the former Cafe Piritta, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European",,,,,,,,,,,"tokoinranta@ilgabbiano.fi","1200","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","660",,,,,"1320","720",,,,,"15065743","false","false","60.18026","24.94092","IL Gabbiano","32","+358 9 7531732","$$ - $$$","1558","1014","#848 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15065743-Reviews-IL_Gabbiano-Helsinki_Uusimaa.html","https://www.ilgabbiano.fi/"
"Yliskylanpuistokatu 4 Saari Shopping Center, Helsinki 00840 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Grill","Pub","Gastropub","Soups",,,,,,,"ballgamegrill@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19946806","false","false","60.179073","25.052298","Ravintola Pallogrilli","1","+358 40 1281727","","1558","1315","#1,133 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19946806-Reviews-Ravintola_Pallogrilli-Helsinki_Uusimaa.html","http://www.ravintolapallogrilli.fi/"
"Pohjoinen Rautatienkatu 21, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1514691","false","false","60.1702","24.92793","Backstage Bar","8",,"","1558","1113","#943 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1514691-Reviews-Backstage_Bar-Helsinki_Uusimaa.html",
"Mannerheimintie 12, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,"bakers.olearys@restel.fi","1425","720",,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1680","660",,,,,"1680","660",,,,,"10030076","false","false","60.16824","24.940527","O'Learys Bakers","103","+358 20 7701444","$$ - $$$","1558","1116","#945 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10030076-Reviews-O_Learys_Bakers-Helsinki_Uusimaa.html","http://www.olearys.fi/bakers"
"Mannerheimintie 72, Helsinki 00250 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19408987","false","false","60.18352","24.92355","William K. Mannerheimintie","1","+358 10 7664440","","1558","1314","#1,132 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19408987-Reviews-William_K_Mannerheimintie-Helsinki_Uusimaa.html",
