"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Dluga 58, Krakow 31-146 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12976443","false","false","50.07067","19.93627","Pierogi Szwedzkie Svensson","7","+48 501 777 798","$","1750","1058","#846 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12976443-Reviews-Pierogi_Szwedzkie_Svensson-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/svensson.bis/"
"Pawia 5a Krakow Main Railway Station, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Fast Food",,,,,,,,,,"franczyza@makarun.pl","1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"19944971","false","false","50.06804","19.94558","Makarun","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19944971-Reviews-Makarun-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://makarun.pl/"
"Czysta 5, Krakow 31-121 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10901200","false","false","50.06389","19.926945","Bar Uniwersytecki - uni canteen","19","+48 12 357 50 88","$","1750","1051","#841 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10901200-Reviews-Bar_Uniwersytecki_uni_canteen-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Bratyslawska 4, Krakow 31-201 Poland",,,,,,,,,,,,,,,,,,,,,,"Fast Food",,,,,,,,,,,"biuro@kurczepieczone.pl",,,,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"20921019","false","false","50.08408","19.936443","Kurcze Pieczone","0","+48 606 180 749","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20921019-Reviews-Kurcze_Pieczone-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.kurczepieczone.pl/"
"ul. Karmelicka 7 Przystanek Teatr Bagatela, Krakow 31-133 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Grill","Pub","Gastropub","Eastern European","Central European","Polish",,,,,"kufelpub@gmail.com","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1440","720",,,"1440","720",,,"10588365","false","false","50.063984","19.932474","Kufel Gastropub","14","+48 12 430 07 70","$","1750","1053","#843 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10588365-Reviews-Kufel_Gastropub-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/KUFEL-Gastropub-1157235844328396/"
"Swietego Filipa 18, Krakow 31-150 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500","540",,,"1500","900",,,"1500","900",,,"1500","900",,,"1500","900",,,"1500","900",,,"1500","540",,,"21074734","false","false","50.067764","19.941809","Unity Bar","0","+48 12 300 30 30","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21074734-Reviews-Unity_Bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://unitybar.business.site/?utm_source=gmb&utm_medium=referral"
"Agatowa 1, Krakow 30-798 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"damian@studioroyal.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21332273","false","false","50.019413","20.050291","Royal Cafe","0","+48 501 490 045","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21332273-Reviews-Royal_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/RoyalCafeAgatowa1/"
"Na Grodku 4, Krakow 31-028 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","International","European",,,,,,,,,"grodek@donimirski.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12125595","false","false","50.060776","19.942362","The Insitu Restaurant and Cafe","0","+48 12 431 90 30","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12125595-Reviews-The_Insitu_Restaurant_and_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.donimirski.com/en/restaurant-page-74335"
"ul. Rakowicka 17/4b, Krakow 31-511 Poland",,,,,,,,,,,,,,,,,,,,,,"Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17396959","false","false","50.06676","19.95217","Dubai Shisha","0","+48 501 896 153","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17396959-Reviews-Dubai_Shisha-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.dubaishisha.pl"
"Kamienskiego 11, Krakow 30-644 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","600",,,"1290","540",,,"1290","540",,,"1290","540",,,"1290","540",,,"1290","540",,,"1290","540",,,"20920673","false","false","50.0285","19.94929","KFC","0","+48 801 464 646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20920673-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/532?y_source=1_MTU1MDYwMjYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Al. Gen. Wladyslawa Andersa 21B, Krakow 31-872 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1440","0",,,"1440","0",,,"1440","0",,,"1440","0",,,"1440","0",,,"1440","0",,,"1440","0",,,"20920631","false","false","50.087135","20.005142","KFC","0","+48 801 464 646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20920631-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/769?y_source=1_MTU1MDU4OTEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"ul. Jozefa 12, Krakow 31-056 Poland",,,,,,,,,,,,,,,,,,,,,,"International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2146536","false","false","50.05065","19.9441","FHU Bohema","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d2146536-Reviews-FHU_Bohema-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Krolewska 55, Krakow 30-081 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European","Eastern European","Dining bars","Soups","Central European",,,,,,"kanapkoweinspiracje@gmail.com","1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"19248834","false","false","50.07324","19.91644","Family Bistro","0","+48 690 969 000","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19248834-Reviews-Family_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://familybistro.pl/"
"Zakopianska 62, Krakow 30-418 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1320","510",,,"1350","510",,,"1320","510",,,"1320","510",,,"1320","510",,,"1320","510",,,"1320","510",,,"20920743","false","false","50.014793","19.932814","KFC","0","+48 801 464 646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20920743-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/504?y_source=1_MTU1MDYxMjMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"ul. Basztowa 17, Krakow 31-143 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish","Middle Eastern",,,,,,,,,"beata.kijowska@gmail.com","1440","780",,,"1500","600",,,"1500","600",,,"1500","600",,,"1500","600",,,"1740","600",,,"1740","600",,,"6855714","false","false","50.06626","19.94066","EFES Kebab Grill Salads","89","+48 794 155 999","$","1750","1055","#110 of 121 Quick Bites in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d6855714-Reviews-EFES_Kebab_Grill_Salads-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.kebabkrakow24.pl/"
"Malborska 94, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,"sklep@dobrapalarniakawy.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21306544","false","false","50.02278","19.966389","Dobra Kawiarnia","0","+48 790 232 234","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21306544-Reviews-Dobra_Kawiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.dobrapalarniakawy.pl"
"Meiselsa 11, Krakow 31-058 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,,"ramentukrakow@gmail.com","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1320","720",,,"1320","720",,,"19933403","false","false","50.05093","19.943281","Ramen Tu","8","+48 538 477 140","$$ - $$$","1750","1069","#856 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19933403-Reviews-Ramen_Tu-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/ramentukrakow1/"
"ul. Jozefa Rostafinskiego 6 Miasteczko Studenckie AGH, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"19324395","false","false","50.068653","19.90526","Good Lood Miasteczko AGH","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324395-Reviews-Good_Lood_Miasteczko_AGH-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com"
"Jozefa 12, Krakow 31-056 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Street Food",,,,,,,,,,"brkngtea@gmail.com","1080","660",,,,,,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"21231234","false","false","50.06465","19.94498","BRKNG TEA","5","+48 797 209 411","$","1750","1061","#849 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21231234-Reviews-BRKNG_TEA-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/BRKNG-TEA-106294007668762/?ref=page_internal"
"Sienna 5, Krakow 31-041 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"lakacafe@gmail.com",,,,,"1200","960",,,"1200","960",,,"1200","960",,,"1200","960",,,"1200","960",,,,,,,"8753356","false","false","50.06084","19.93939","Laka Spotkan","8","+48 661 970 048","$","1750","1063","#111 of 139 Coffee & Tea in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8753356-Reviews-Laka_Spotkan-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/cafelaka/"
"ul. Starowislna 20, Krakow 31-032 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8613998","false","false","50.05728","19.9447","Slodziak","13","+48 604 155 200","$","1750","1066","#853 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8613998-Reviews-Slodziak-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Sw. Tomasza 30, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23105526","false","false","50.05265","19.987345","Filo Greckie Bistro","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23105526-Reviews-Filo_Greckie_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Gen. Augusta Fieldorfa-Nila 11 Krowodrza Gorka, Krakow 31-209 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"19324301","false","false","50.088715","19.934572","Good Lood Krowodrza Gorka","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324301-Reviews-Good_Lood_Krowodrza_Gorka-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com"
"Krupnicza 24, Krakow 31-123 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Polish","European",,,,,,,,,"cyrknakolkachfoodtruck@gmail.com","1320","780",,,"1320","780",,,"1320","780",,,"1320","780",,,"1320","780",,,"1440","780",,,"1440","780",,,"12956944","false","false","50.063335","19.928724","Cyrk na Kolkach","6","+48 788 637 310","$","1750","1065","#852 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12956944-Reviews-Cyrk_na_Kolkach-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://web.facebook.com/cyrknakolkachkrakow/"
"Al. Waszyngtona 1 Kopiec Kościuszki, Krakow 30-204 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Pub","Gastropub",,,,,,,,"biuro@restauracjapodkopcem.pl","1200","660",,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"1200","660",,,"4422146","false","false","50.053802","19.89148","Restauracja Pod Kopcem","12","+48 576 070 009","$$$$","1750","1064","#851 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4422146-Reviews-Restauracja_Pod_Kopcem-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://restauracjapodkopcem.pl/"
"Os. Dywizjonu 303 31k, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Sicilian","Southern-Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21039755","false","false","50.086147","20.010347","Trattoria Di Bufala","5","+48 535 106 200","","1750","1067","#854 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21039755-Reviews-Trattoria_Di_Bufala-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://bawolica.pl"
"ul. Zwierzyniecka 27, Krakow 31-105 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Vegetarian Friendly","Vegan Options",,,,,,,,,"kontakt@zdrowelove.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8778176","false","false","50.05704","19.92966","Zdrowe Love Restaurant","11","+48 884 000 777","$","1750","1068","#855 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8778176-Reviews-Zdrowe_Love_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.zdrowelove.pl"
"Jana Pawla II 232, Krakow 31-002 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"kontakt.conieco@gmail.com","1260","720",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","720",,,"19067124","false","false","50.05561","19.93676","Conieco Zapiekanki","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19067124-Reviews-Conieco_Zapiekanki-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/Conieco-2278140662247748/"
"Ul. Podgorska 34 Galeria Kazimierz, Krakow 31-536 Poland",,,,,,,,,,,,,,,,,,,,,,"French",,,,,,,,,,,"info@le-gout.pl","1200","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"21510643","false","false","50.05265","19.987345","Le Gout","0","+48 733 213 733","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21510643-Reviews-Le_Gout-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.le-gout.pl"
"Krupnicza 22, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Healthy","Middle Eastern","Arabic",,,,,,,,,"mazayafalafel@gmail.com","1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"21305443","false","false",,,"Mazaya Vegan & Vegetarian","0","+48 731 337 887","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21305443-Reviews-Mazaya_Vegan_Vegetarian-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/mazayavegan/"
"Opolska 60, Krakow 31-277 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"20302201","false","false","50.09114","19.920822","Subway","0","+48 884 782 929","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20302201-Reviews-Subway-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://restaurants.subway.com/poland/ma/krakow/opolska-60?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=58881&utm_campaign=evergreen-2020"
"Ogrodowa 10, Krakow 31-155 Poland",,,,,,,,,,,,,,,,,,,,,,"International","Pub","Gastropub",,,,,,,,,"krakow@purohotel.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21382752","false","false","50.06874","19.94486","Hint Food & Drinks","0","+48 12 314 21 80","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21382752-Reviews-Hint_Food_Drinks-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://purohotel.pl/en/krakow/eat-drink"
"Brzozowa 17, Krakow 31-050 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,"900","540",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"14132888","false","false","50.053246","19.94606","Mile Czasy Homemade Goodies and Coffee","9","+48 530 461 241","$","1750","1070","#857 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14132888-Reviews-Mile_Czasy_Homemade_Goodies_and_Coffee-Krakow_Lesser_Poland_Province_Southern_Po.html","https://www.facebook.com/mile.czasy/"
"Lipowa 4D, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,"1260","600",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1320","660",,,"1320","600",,,"21305411","false","false",,,"Dobra Kawiarnia","0","+48 790 232 234","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21305411-Reviews-Dobra_Kawiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.instagram.com/dobrakawiarnia/"
"ul. Kobierzynska 93 LU13, Krakow 30-382 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Central Asian",,,,,,,,,"afrin.restauracja@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16939726","false","false","50.02656","19.912043","Afrin","5","+48 782 217 151","$","1750","1062","#850 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d16939726-Reviews-Afrin-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://afrin-restauracja.pl/"
"Ul. Pawia 5A, Lokal G80, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Vegetarian Friendly",,,,,,,,,,,"1500","390",,,"1500","390",,,"1500","390",,,"1500","390",,,"1500","390",,,"1560","390",,,"1560","390",,,"20924468","false","false","50.066734","19.945534","Burger King","35","+48 571 338 403","$","1750","1071","#111 of 121 Quick Bites in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20924468-Reviews-Burger_King-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.burgerking.pl"
"Szczepanska 1, Krakow 31-011 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"kawa.krakow@santospk.pl","1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"20053632","false","false",,,"KAWA - Palarnia Kawy Santos","4","+48 604 933 300","$","1750","1080","#866 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20053632-Reviews-KAWA_Palarnia_Kawy_Santos-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/KAWA.SANTOS.KRAKOW/"
"ul. Krolowej Jadwigi 4, Krakow 30-202 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10440829","false","false","50.05266","19.9133","Zielono Mi","9","+48 602 583 061","","1750","1073","#860 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10440829-Reviews-Zielono_Mi-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/zieelonomi/"
"Florianska 6, Krakow 31-021 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,"biuro@lodziarnia.com","1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"17724999","false","false","50.06258","19.93951","Lody z Lodziarni","9","+48 664 940 492","$","1750","1074","#861 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17724999-Reviews-Lody_z_Lodziarni-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/lodyzlodziarni/"
"ul. Franciszka Kniaznina 1, Krakow 31-637 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"piekarnia@pieczywo-buczek.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7158701","false","false","50.09149","19.98855","Kawiarnia Buczek","14","+48 12 649 04 31","$","1750","1077","#113 of 139 Coffee & Tea in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d7158701-Reviews-Kawiarnia_Buczek-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://pl-pl.facebook.com/PiekarniaCukierniaKawiarniaBuczek"
"ul. Sw. Wawrzynca 6, Krakow 31-060 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"aparthotel@miodosytnia.com.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17724305","false","false","50.049862","19.946468","Restauracja Miodosytnia","5","+48 12 370 33 70","$","1750","1075","#862 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17724305-Reviews-Restauracja_Miodosytnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://miodosytnia.com.pl/cafeteria/"
"ul. Sw. Jana 15, Krakow 31-017 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"info@thehours.pl","1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"1260","780",,,"21095659","false","false",,,"Bistro The Hours","4","+48 12 371 15 01","$","1750","1078","#864 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21095659-Reviews-Bistro_The_Hours-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://h15palace.com/bistro/"
"Stawowa 61 Galeria Bronowice, Krakow 31-346 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14060185","false","false","50.09282","19.89823","Nakielny Kawa i Wypieki","9","+48 883 368 545","$$ - $$$","1750","1079","#865 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14060185-Reviews-Nakielny_Kawa_i_Wypieki-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/Nakielny.Kawiarnia/"
"Stawowa 61, Krakow 31-346 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Steakhouse","Polish","European",,,,,,,,"186.krakow@sphinx.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12636279","false","false","50.09282","19.89823","Sphinx","11","+48 12 265 10 82","$$ - $$$","1750","1072","#859 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12636279-Reviews-Sphinx-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.sphinx.pl/"
"Slawkowska 2, Krakow 31-014 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1891835","false","false","50.063057","19.937082","U kacpra pool bar","40",,"$","1750","1076","#863 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1891835-Reviews-U_kacpra_pool_bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/Pub-u-Kacpra-209003009231404"
"NadwiSlanska 4, Krakow 30-527 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","European","Healthy",,,,,,,,"fresh@cafefresh.pl","1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1260","600",,,"1260","600",,,"19087040","false","false","50.047234","19.95095","Fresh Coffee.Place","4","+48 690 488 030","$","1750","1088","#874 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19087040-Reviews-Fresh_Coffee_Place-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/freshcoffeeplace/"
