"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"32 Clarendon Street Dublin 2, Dublin Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"reservations@barrua.ie","1320","780",,,,,,,,,,,,,,,,,"1260","1020",,,,,"1380","900",,,,,"1380","900",,,,,"1380","780",,,,,"10161982","false","false","53.341003","-6.262279","Bar Rua","194","+353 1 441 4425","$$ - $$$","2493","531","#470 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10161982-Reviews-Bar_Rua-Dublin_County_Dublin.html","http://www.brubrewery.ie/our-venues/bar-rua/"
"Kilternan Service Station Enniskerry Road, Dublin D18 TP30 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","Pub",,,,,,,,,,,,,,,"kilternan@farmerbrowns.ie","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"19079450","false","false","53.23968","-6.196582","Farmer Browns Kilternan Pub","84","+353 1 567 6956","$$ - $$$","2493","543","#480 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d19079450-Reviews-Farmer_Browns_Kilternan_Pub-Dublin_County_Dublin.html","http://www.farmerbrowns.ie"
"Essex Gate Dublin 8, Dublin Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Czech","Eastern European","Central European","Vegetarian Friendly",,,,,,,,,,,,"1530","720",,,,,"1620","720",,,,,"1620","720",,,,,"1620","720",,,,,"1620","720",,,,,"1620","720",,,,,"1620","720",,,,,"3975119","false","false","53.34491","-6.267967","The Czech Inn","212","+353 86 224 6777","$$ - $$$","2493","548","#484 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3975119-Reviews-The_Czech_Inn-Dublin_County_Dublin.html","http://www.czechinn.ie/"
"4B Montague Street City Centre South, Dublin Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1516641","false","false","53.336666","-6.264979","Cafe Bliss","159","+353 1 478 1600","$","2493","545","#482 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1516641-Reviews-Cafe_Bliss-Dublin_County_Dublin.html","http://www.cafebliss.info"
"15 College Green Dublin 2, Dublin D02 XW25 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,,"ilfornaiocaffe@gmail.com",,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"8071495","false","false","53.34423","-6.262204","Il Fornaio College Green","99","+353 1 671 8960","$$ - $$$","2493","546","#483 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8071495-Reviews-Il_Fornaio_College_Green-Dublin_County_Dublin.html","http://www.ilfornaiocollegegreen.com/"
"4A Abbey Street Upper, Dublin Dublin 1 Ireland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,"1050","450",,,,,"1050","450",,,,,"1050","450",,,,,"1050","450",,,,,"1050","450",,,,,"1050","630",,,,,"5966587","false","false","53.34725","-6.26766","Doppio Zero","86",,"$$ - $$$","2493","550","#486 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5966587-Reviews-Doppio_Zero-Dublin_County_Dublin.html","http://www.facebook.com/doppiozerodublin"
"97 Marlborough Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12114828","false","false","53.349632","-6.257903","Briodys","18","+353 1 872 7016","","2493","985","#839 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12114828-Reviews-Briodys-Dublin_County_Dublin.html",
"41 Dawson Street, Dublin D02 VY06 Ireland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,,"Bestsellerdublin1@gmail.com","1020","660",,,,,"1080","570",,,,,"1080","570",,,,,"1080","570",,,,,"1380","570",,,,,"1380","570",,,,,"1380","570",,,,,"12196166","false","false","53.34073","-6.258422","Bestseller Dublin","85","+353 1 671 5125","$$ - $$$","2493","980","#94 of 247 Quick Bites in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12196166-Reviews-Bestseller_Dublin-Dublin_County_Dublin.html","http://www.bestsellerdublin.com/"
"Exchequer Street, Dublin Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,"info@centralhotel.ie","1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1470","600",,,,,"1470","600",,,,,"2163942","false","false","53.343063","-6.263924","The Library Bar at Central Hotel Dublin","156","+353 1 679 7302","$$ - $$$","2493","549","#485 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2163942-Reviews-The_Library_Bar_at_Central_Hotel_Dublin-Dublin_County_Dublin.html","http://www.centralhoteldublin.com/library-bar.html"
"9 Camden Street Upper 8, Dublin DUBLIN 2 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Steakhouse","Mediterranean","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"info@montocafecamden.ie","1320","540",,,,,"1320","720",,,,,"1020","540",,,,,"1020","540",,,,,"1320","540",,,,,"1380","540",,,,,"1380","540",,,,,"10047512","false","false","53.333027","-6.264979","Monto Restaurant & Steakhouse","193","+353 1 475 0099","$$ - $$$","2493","544","#481 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10047512-Reviews-Monto_Restaurant_Steakhouse-Dublin_County_Dublin.html","http://montocafecamden.ie"
"74 Irishtown Road, Dublin dublin 4 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Irish","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,"info@thevintageinn.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8067469","false","false","53.338814","-6.223015","The Vintage Inn","29","+(353)6689621","$$ - $$$","2493","997","#850 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8067469-Reviews-The_Vintage_Inn-Dublin_County_Dublin.html","http://www.thevintageinn.ie"
"Old Bray Road Cornelscourt, Dublin Ireland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Balti","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,"1320","780",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"3600858","false","false","53.27063","-6.16767","Shanai","67","+353 1 207 0817","$$ - $$$","2493","993","#846 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3600858-Reviews-Shanai-Dublin_County_Dublin.html","http://shanai.ie"
"34 Bolton Street, Northside, Dublin D01 T2T9 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"dohora.1@gmail.com",,,,,,,"900","360",,,,,"900","360",,,,,"900","360",,,,,"900","360",,,,,"900","360",,,,,"840","420",,,,,"8046404","false","false","53.35273","-6.26881","Declan and Donal's Deli","16","+353 85 201 7721","$","2493","992","#845 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8046404-Reviews-Declan_and_Donal_s_Deli-Dublin_County_Dublin.html","https://declans-deli.business.site/"
"16 Bachelors Walk, Dublin D01 KA66 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Cafe",,,,,,,,,,,,,,,,"irishpotatocakecompany@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19800363","false","false","53.346893","-6.261659","Irish Potato Cake","13","+353 87 221 6841","$$ - $$$","2493","994","#847 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d19800363-Reviews-Irish_Potato_Cake-Dublin_County_Dublin.html","http://www.irishpotatocakecompany.com"
"Ranelagh Road, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,"1290","750",,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1440","750",,,,,"1440","750",,,,,"800238","false","false","53.325","-6.254444","Marios (Ranelagh) Restaurant","201","+353 1 497 2078","$$ - $$$","2493","995","#848 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d800238-Reviews-Marios_Ranelagh_Restaurant-Dublin_County_Dublin.html","http://marios.ie"
"Sprangers Yard Unit 11 Fownes Street Upper Temple Bar, Dublin D02 EC60 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Gluten Free Options",,,,,,,,,,,,,,,,"cafe@klaw.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13144085","false","false","53.345","-6.263333","The Seafood Cafe","190","+353 1 515 3717","$$ - $$$","2493","541","#478 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13144085-Reviews-The_Seafood_Cafe-Dublin_County_Dublin.html","https://www.facebook.com/klawcafe/"
"1 Kildare Street, Dublin D02 EA48 Ireland","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696301","false","false","53.34194","-6.25446","National Museum Cafe","65","+353 1 662 1269","$$ - $$$","2493","998","#851 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d696301-Reviews-National_Museum_Cafe-Dublin_County_Dublin.html",
"29 Thomas Street, Dublin 8 Ireland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,"cookies@thedublincookieco.com",,,,,,,"1050","480",,,,,"1050","480",,,,,"1050","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","600",,,,,"10158623","false","false","53.342926","-6.280801","The Dublin Cookie Company","62","+353 1 473 6566","$","2493","547","#15 of 35 Bakeries in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10158623-Reviews-The_Dublin_Cookie_Company-Dublin_County_Dublin.html","https://www.facebook.com/thedublincookieco/"
"Irish Life Mall Talbot Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Irish","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1812923","false","false","53.31805","-6.37261","Brasilia Cafe","49","+353 1 872 7528","$","2493","991","#844 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1812923-Reviews-Brasilia_Cafe-Dublin_County_Dublin.html",
"42 Aungier Street, Dublin D02 KP08 Ireland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Irish","European","Contemporary",,,,,,,,,,,,,"info@theluckyduck.ie","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"14032353","false","false","53.33847","-6.265997","The Lucky Duck","68","+353 1 405 4824","$$ - $$$","2493","990","#843 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d14032353-Reviews-The_Lucky_Duck-Dublin_County_Dublin.html","http://www.theluckyduck.ie/"
"117-119 Ranelagh The Devlin Hotel Rooftop, Dublin D06 R3N0 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Irish","Contemporary",,,,,,,,,,,,,,,"book@laylas.ie","1320","480",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","480",,,,,"15322578","false","false","53.3286","-6.25964","Layla's","74","+353 1 406 0182","$$ - $$$","2493","999","#852 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d15322578-Reviews-Layla_s-Dublin_County_Dublin.html","http://laylas.ie/"
"54 Dame Street, Dublin Ireland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Cafe","European","Vegan Options","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"damestreet@kcpeaches.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7810225","false","false","53.344166","-6.26434","KCPeaches","81","+353 1 645 5307","$$ - $$$","2493","996","#849 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7810225-Reviews-KCPeaches-Dublin_County_Dublin.html","http://www.kcpeaches.com"
"1A Lower Drumcondra Road Drumcondra, Dublin Dublin 9 Ireland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","French","Cafe","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"lepetitbretondublin@gmail.com","1080","510",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1200","420",,,,,"1200","420",,,,,"1080","510",,,,,"8837866","false","false","53.36182","-6.259597","Le Petit Breton","168","+353 1 850 0901","$$ - $$$","2493","542","#479 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8837866-Reviews-Le_Petit_Breton-Dublin_County_Dublin.html","http://www.lepetitbreton.ie"
"13-17 Dawson Street, Dublin D02 TF98 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","International","Grill","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"14803429","false","false","53.341537","-6.25795","The Ivy Dawson Street","942","+353 1 695 0744","$$ - $$$","2493","853","#736 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d14803429-Reviews-The_Ivy_Dawson_Street-Dublin_County_Dublin.html","http://theivydublin.com/"
"4 South Great George's Street, Dublin D02 NR59 Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","European","Pub","Vegetarian Friendly",,,,,,,,,,,,,"hello@jtpims.ie","1380","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1440","720",,,,,"1440","720",,,,,"10618892","false","false","53.34372","-6.264382","J.T.Pim's","85","+353 1 672 4645","$$ - $$$","2493","858","#741 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10618892-Reviews-J_T_Pim_s-Dublin_County_Dublin.html","http://www.jtpims.ie"
"35 Dean's Grange Road, Dublin A94 F6P1 Ireland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Wine Bar","Gluten Free Options","Vegetarian Friendly",,,,,,,,,,,,,"fellinispizzapasta@hotmail.com","1320","960",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1380","720",,,,,"1380","810",,,,,"6950219","false","false","53.29595","-6.28418","Fellini's Pizza Pasta","86","+353 1 289 3662","$$ - $$$","2493","854","#737 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d6950219-Reviews-Fellini_s_Pizza_Pasta-Dublin_County_Dublin.html","https://www.fellinisdublin.com"
"5 Lower Main Street Lucan, Dublin K78 K7R2 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Irish","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"info@tastebuds.ie","1020","540",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"12913781","false","false","53.35823","-6.4497","Taste Buds","31","+353 1 621 2668","$$ - $$$","2493","861","#744 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12913781-Reviews-Taste_Buds-Dublin_County_Dublin.html","http://www.tastebuds.ie"
"79A Talbot Street, Dublin D01 W9W2 Ireland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Contemporary",,,,,,,,,,,,,,,,"talbot@esquirescoffee.ie",,,,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"14931144","false","false","53.350628","-6.254423","Esquires Coffee (Talbot Street)","34","+353 1 558 2902","$$ - $$$","2493","860","#75 of 247 Quick Bites in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d14931144-Reviews-Esquires_Coffee_Talbot_Street-Dublin_County_Dublin.html","http://www.esquirescoffee.ie/our-locations/esquires-79a-talbot-street/"
"15 Ranelagh Dublin 6, Dublin D06 C6H0 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,,"info@ritas.ie","1320","960",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"16585070","false","false","53.325897","-6.255602","Rita’s","42",,"$$ - $$$","2493","856","#739 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d16585070-Reviews-Rita_s-Dublin_County_Dublin.html","http://www.ritas.ie/"
"23 Christchurch Place, Dublin Ireland","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Bar",,,,,,,,,,,,,,,,,"1380","720",,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,"1470","630",,,,,"1470","630",,,,,"785595","false","false","53.343197","-6.270031","The Lord Edward","140","+353 1 454 2420","$$ - $$$","2493","857","#740 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d785595-Reviews-The_Lord_Edward-Dublin_County_Dublin.html","http://www.lordedward.ie/"
"6/7 Stoneybatter, Dublin 7, Dublin Dublin 7 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Irish",,,,,,,,,,,,,,,,,"1380","900",,,,,"1410","900",,,,,"1410","900",,,,,"1410","900",,,,,"1410","900",,,,,"1470","900",,,,,"1470","900",,,,,"4547821","false","false","53.35015","-6.28164","Walsh's Stoneybatter","38","+353 1 670 8647","$$ - $$$","2493","855","#738 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4547821-Reviews-Walsh_s_Stoneybatter-Dublin_County_Dublin.html",
"11 Essex Street East Temple Bar, Dublin Dublin 2 Ireland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill","Middle Eastern","Arabic","Lebanese","Vegetarian Friendly","Vegan Options","Halal",,,,,,,,,,,"awsfuture@yahoo.com","1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"4721240","false","false","53.34517","-6.265986","Falafel","88","+353 1 673 0000","$","2493","852","#735 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4721240-Reviews-Falafel-Dublin_County_Dublin.html","http://www.falafeldublin.ie"
"Grand Canal, Mespil Road Jetty, Dublin 4 Ireland","Certificate of Excellence 2019","2019","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","European","Irish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,"info@lapeniche.ie","1365","780",,,,,,,,,,,,,,,,,"1425","780",,,,,"1425","780",,,,,"1425","780",,,,,"1425","780",,,,,"952858","false","false","53.33326","-6.248514","La Peniche","136","+353 87 790 0077","$$ - $$$","2493","859","#742 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d952858-Reviews-La_Peniche-Dublin_County_Dublin.html","http://www.lapeniche.ie"
"Killiney Hill Road Killiney, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","Bar","Pub",,,,,,,,,,,,,,,"thedruidschairpub@gmail.com","1380","750",,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,"1410","630",,,,,"1470","630",,,,,"1470","630",,,,,"4749599","false","false","53.264545","-6.115117","The Druid's Chair","62","+353 1 285 7297","$$ - $$$","2493","869","#750 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4749599-Reviews-The_Druid_s_Chair-Dublin_County_Dublin.html","http://www.facebook.com/thedruidschairpub"
"44, James's Street, Dublin D08 A2FF Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,"bellpesto@yahoo.com","1200","600",,,,,,,,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1290","510",,,,,"1290","570",,,,,"23024455","false","false","53.341946","-6.293744","Bell Pesto Cafe","6","+353 1 453 8232","$$ - $$$","2493","1310","#1,084 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d23024455-Reviews-Bell_Pesto_Cafe-Dublin_County_Dublin.html","http://www.bellpesto.com"
"11 Capel Street, Dublin D01 YX82 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Japanese Fusion",,,,,,,,,,,,,,,,"info@eatokyocapel.ie","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"19796242","false","false","53.34681","-6.267735","Eatokyo Asian Restaurant And Sushi Bar","7","+353 1 878 2799","$$ - $$$","2493","1303","#1,079 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d19796242-Reviews-Eatokyo_Asian_Restaurant_And_Sushi_Bar-Dublin_County_Dublin.html","https://www.facebook.com/eatokyocapel/"
"53 Capel Street, Dublin Ireland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Malaysian","Vegetarian Friendly",,,,,,,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13425905","false","false","53.349167","-6.268889","Kopitiam","65","+353 1 873 4659","$$ - $$$","2493","867","#749 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13425905-Reviews-Kopitiam-Dublin_County_Dublin.html","https://www.facebook.com/kopitiamcafe/"
"10 Millennium Walkway, Jervis street, D1, Dublin D1 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Chinese","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,,"Renfang0709@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13964609","false","false","53.347466","-6.265458","Dakoi Oriental Cafe","21","+353 1 552 0100","$$ - $$$","2493","1308","#1,082 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13964609-Reviews-Dakoi_Oriental_Cafe-Dublin_County_Dublin.html","http://www.dakoi.ie"
