"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Frederiksholms Kanal 1, Copenhagen 1220 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,,,"info@emmerys.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8637704","false","false","55.67607","12.57508","Emmerys","30",,"$$ - $$$","2486","893","#113 of 177 Quick Bites in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8637704-Reviews-Emmerys-Copenhagen_Zealand.html","http://emmerys.dk/"
"Sortedam Dossering 21, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Scandinavian","Danish","Vegetarian Friendly",,,,,,,,,,,,,"Info@cafe22.dk","1080","570",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","570",,,,,"3588934","false","false","55.688934","12.564833","Cafe 22","177","+45 35 37 38 27","$$ - $$$","2486","888","#731 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d3588934-Reviews-Cafe_22-Copenhagen_Zealand.html","http://www.cafe22.dk/"
"Goeteborg Plads 5, Copenhagen 2150 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Danish",,,,,,,,,,,,,,"mail@baruno.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19922586","false","false","55.70662","12.59647","Bar Uno","3","+45 51 36 21 50","","2486","1652","#1,384 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19922586-Reviews-Bar_Uno-Copenhagen_Zealand.html","https://www.facebook.com/barunocph/"
"WestMarket Vesterbrogade 97, Copenhagen 1620 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai",,,,,,,,,,,,,,,,"kiinkiinstreet@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12789171","false","false","55.67107","12.546754","Kiin Kiin Street at WestMarket","19","+45 40 26 21 68","$","2486","1004","#823 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12789171-Reviews-Kiin_Kiin_Street_at_WestMarket-Copenhagen_Zealand.html","http://www.kiinkiinstreet.dk"
"Elmegade 4, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"kaffebar1@gmail.com","1080","480",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1425","450",,,,,"1425","480",,,,,"12557356","false","false","55.68949","12.55816","Kaffe & Vinbaren","4","+45 35 35 30 38","","2486","1648","#1,380 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12557356-Reviews-Kaffe_Vinbaren-Copenhagen_Zealand.html","https://www.facebook.com/Elmegade4/"
"Soelvgade 84, Copenhagen 1307 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,,"1200","600",,,,,,,,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1260","510",,,,,"1260","540",,,,,"7699890","false","false","55.68953","12.574572","Cafe Bacchouse","38","+45 26 20 89 08","$$ - $$$","2486","1006","#825 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d7699890-Reviews-Cafe_Bacchouse-Copenhagen_Zealand.html",
"Vesterbrogade 122a, Copenhagen 1620 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15424488","false","false","55.67122","12.543573","Cafe Parallel","10","+45 30 17 30 37","$","2486","1000","#79 of 159 Coffee & Tea in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d15424488-Reviews-Cafe_Parallel-Copenhagen_Zealand.html",
"Noerrebrogade 62, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14062164","false","false","55.690506","12.554852","Andersen & Maillard","33",,"$$ - $$$","2486","1001","#123 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14062164-Reviews-Andersen_Maillard-Copenhagen_Zealand.html","http://andersenmaillard.dk/"
"Studiestraede 14, Copenhagen 1455 Denmark","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","American","Diner","Bar",,,,,,,,,,,,,,,"info@greasyspoon.dk","1260","600",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1380","540",,,,,"1380","600",,,,,"5017981","false","false","55.678795","12.56986","Greasy Spoon","213","+45 20 15 14 84","$$ - $$$","2486","1002","#821 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d5017981-Reviews-Greasy_Spoon-Copenhagen_Zealand.html","http://greasyspoon.dk"
"Noerrebrogade 8, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"2400","1140",,,,,"2520","1140",,,,,"2520","1140",,,,,"2520","1140",,,,,"2520","1140",,,,,"2520","1140",,,,,"2400","1140",,,,,"12076509","false","false","55.68746","12.56233","Emmerys","4",,"","2486","1649","#1,381 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12076509-Reviews-Emmerys-Copenhagen_Zealand.html",
"Vesterbrogade 187, Frederiksberg, Copenhagen 1800 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Japanese","Sushi",,,,,,,,,,,,,,,"sushistopfrederiksberg@gmail.com","1260","960",,,,,"1260","960",,,,,,,,,,,"1260","960",,,,,"1260","960",,,,,"1290","960",,,,,"1290","960",,,,,"16742172","false","false","55.67066","12.53187","Sushi Stop","5","+45 23 85 88 88","$","2486","1654","#1,386 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d16742172-Reviews-Sushi_Stop-Frederiksberg_Copenhagen_Zealand.html","http://sushi-stop.dk/"
"Linnesgade 17, Copenhagen 1363 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8393729","false","false","55.6836","12.5692","Hija De Sanchez","52","+45 70 10 60 70","$","2486","999","#122 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8393729-Reviews-Hija_De_Sanchez-Copenhagen_Zealand.html",
"Frederiksberggade 21/1, Copenhagen 1459 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European",,,,,,,,,,,,,,,,,"1320","960",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,"808157","false","false","55.67706","12.570591","Hereford Village","272","+45 33 32 30 00","$$ - $$$","2486","998","#820 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d808157-Reviews-Hereford_Village-Copenhagen_Zealand.html","http://www.herefordvillage.dk"
"Bispebjerg Torv 2, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4128808","false","false","55.71596","12.531419","Maltid","20","+45 35 42 22 24","$$ - $$$","2486","1005","#824 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4128808-Reviews-Maltid-Copenhagen_Zealand.html","http://www.maltid.dk"
"Amagerbrogade 40, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"14178239","false","false","55.66378","12.60081","The Burger Amager","5","+45 32 96 95 94","","2486","1651","#1,383 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14178239-Reviews-The_Burger_Amager-Copenhagen_Zealand.html","http://www.facebook.com/theburgeramager.dk/"
"Helgolandsgade 10, Copenhagen 1650 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Danish","Healthy",,,,,,,,,,,,,,,"1080","540",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","540",,,,,"19611544","false","false","55.672016","12.561145","Coffee Fellaz","9","+45 26 78 02 20","$","2486","997","#819 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19611544-Reviews-Coffee_Fellaz-Copenhagen_Zealand.html",
"Vesterbrogade 3, Copenhagen 1630 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13979619","false","false","55.67465","12.56565","Cock’s & Cows Tivoli","13","+45 69 15 70 07","","2486","1645","#1,377 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13979619-Reviews-Cock_s_Cows_Tivoli-Copenhagen_Zealand.html","http://cocksandcows.dk"
"Gl. Kongevej 90, Frederiksberg, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"944800","false","false","55.67517","12.54768","90'eren","12","+45 33 31 84 90","","2486","1650","#1,382 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d944800-Reviews-90_eren-Frederiksberg_Copenhagen_Zealand.html","http://www.vinstue90.dk"
"Nyhavn, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12813639","false","false","55.49373","11.17681","Restaurant Skipperkroen","4",,"$$ - $$$","2486","1653","#1,385 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12813639-Reviews-Restaurant_Skipperkroen-Copenhagen_Zealand.html",
"Aaboulevard 27, Frederiksberg, Copenhagen 1960 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Sushi","Vegetarian Friendly",,,,,,,,,,,,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1081584","false","false","55.68475","12.55308","Chun bo","84","+45 35 35 22 26","$","2486","1003","#822 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d1081584-Reviews-Chun_bo-Frederiksberg_Copenhagen_Zealand.html","http://www.chunbo.dk"
"Ved Stranden 18, Copenhagen 1061 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,,,"info@condesa.dk",,,,,,,,,,,,,,,,,,,"1425","1020",,,,,"1560","1020",,,,,"1650","1020",,,,,"1650","1020",,,,,"6116882","false","false","55.67782","12.580863","Condesa Bar & Spiseri","66","+45 31 19 66 01","$$ - $$$","2486","1647","#1,379 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6116882-Reviews-Condesa_Bar_Spiseri-Copenhagen_Zealand.html","http://www.condesa.dk"
"Jagtvej 76, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Healthy","Cafe","International","Middle Eastern",,,,,,,,,,,,,"kontakt@veji.dk","1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"14078653","false","false","55.696407","12.551469","Veji","6","+45 22 27 06 86","$$ - $$$","2486","1646","#1,378 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14078653-Reviews-Veji-Copenhagen_Zealand.html","https://www.facebook.com/vejikbh/"
"Gammel Kongevej 108, Frederiksberg, Copenhagen 1850 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12909832","false","false","55.67604","12.543734","Henckell","11",,"","2486","1012","#831 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d12909832-Reviews-Henckell-Frederiksberg_Copenhagen_Zealand.html",
"Finsensvej 20, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"7809950","false","false","55.68153","12.51771","Thai Gourmet Takeaway","9","+45 38 10 10 60","","2486","1657","#1,389 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d7809950-Reviews-Thai_Gourmet_Takeaway-Frederiksberg_Copenhagen_Zealand.html","http://www.thaigourmet.dk"
"Blaagaardsgade 2A, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Thai","Vietnamese","Middle Eastern","Pakistani",,,,,,,,,,,,"bobby@currynation.dk","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"10626952","false","false","55.687744","12.559718","Curry Nation","25","+45 35 35 40 10","$$ - $$$","2486","1656","#1,388 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10626952-Reviews-Curry_Nation-Copenhagen_Zealand.html","http://www.currynation.dk"
"Noerrebrogade 51, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Arabic",,,,,,,,,,,,,,,"mahalle.birkegade@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17409136","false","false","55.68938","12.55632","Mahalle","10","+45 23 91 83 33","$$ - $$$","2486","1661","#1,393 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d17409136-Reviews-Mahalle-Copenhagen_Zealand.html","http://www.mahalle.dk"
"Tuborg Havnevej 4-8, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1200","480",,,,,"1230","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"13125687","false","false","55.72609","12.57855","Paleo Waterfront Shopping","6",,"","2486","1663","#1,395 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13125687-Reviews-Paleo_Waterfront_Shopping-Copenhagen_Zealand.html",
"Nyelandsvej 39, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1081038","false","false","55.68332","12.52785","Bangkok","13",,"$$ - $$$","2486","1658","#1,390 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d1081038-Reviews-Bangkok-Frederiksberg_Copenhagen_Zealand.html",
"Finsensvej 18, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7810215","false","false","55.68151","12.51796","Piccolino Pizzeria & Sandwichbar","3","+45 38 87 01 19","","2486","1800","#1,526 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d7810215-Reviews-Piccolino_Pizzeria_Sandwichbar-Frederiksberg_Copenhagen_Zealand.html","http://www.pizzeria-piccolino.dk"
"Graabroedretorv 15, Copenhagen 1154 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,"bombaybistro15@gmail.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"19903179","false","false","55.6795","12.57581","Bombay Bistro","11","+45 33 11 02 00","$$ - $$$","2486","1013","#832 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19903179-Reviews-Bombay_Bistro-Copenhagen_Zealand.html","https://www.facebook.com/Bombay-Bistro-100114254771110/"
"Dirch Passers Alle 25 2 Min. From Flintholm St, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Japanese","Fusion","Vegetarian Friendly",,,,,,,,,,,,,"info@teppanhouse.dk","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7612354","false","false","55.68483","12.501046","Teppan House ApS","47","+45 52 99 98 88","$$ - $$$","2486","1797","#1,523 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d7612354-Reviews-Teppan_House_ApS-Frederiksberg_Copenhagen_Zealand.html","http://www.teppanhouse.dk/"
"Godthaabsvej 49, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Japanese","Seafood","Japanese Fusion",,,,,,,,,,,,,"info@letzsushi.dk","1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","720",,,,,"4115467","false","false","55.68696","12.531045","Letz Sushi Frederiksberg","18","+45 35 37 19 18","$$ - $$$","2486","1793","#1,519 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d4115467-Reviews-Letz_Sushi_Frederiksberg-Frederiksberg_Copenhagen_Zealand.html","http://letzsushi.dk/"
"Thorshavnsgade 24, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12705365","false","false","55.66761","12.57896","Basal","3",,"","2486","1792","#1,518 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12705365-Reviews-Basal-Copenhagen_Zealand.html",
"Oesterbrogade 151, Copenhagen 2100 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13347164","false","false","55.714096","12.577261","Wedofood","8",,"","2486","1659","#1,391 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13347164-Reviews-Wedofood-Copenhagen_Zealand.html","http://wedofood.dk"
"Frederiksberg Alle 12, Frederiksberg, Copenhagen 1820 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10374159","false","false","55.673153","12.547954","Cafe Taenk","31","+45 28 28 28 92","$$ - $$$","2486","1660","#1,392 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d10374159-Reviews-Cafe_Taenk-Frederiksberg_Copenhagen_Zealand.html","http://cafetaenk.dk/mad-frederiksberg/"
"Arne Jacobsens Alle 12, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,,,,,,,,"900","600",,,,,"960","660","1260","1020",,,"960","660","1260","1020",,,"960","660","1260","1020",,,"960","660","1260","1020",,,"960","660","1320","1020",,,"960","660","1320","1020",,,"4129288","false","false","55.630054","12.577987","Milano Restaurant & Pizzaria","149","+45 32 62 11 81","$$ - $$$","2486","1009","#828 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4129288-Reviews-Milano_Restaurant_Pizzaria-Copenhagen_Zealand.html","http://www.milanofields.dk"
"Faelledvej 14, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Moroccan","Cafe","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"ziamouna@yahoo.dk",,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"803470","false","false","55.680016","12.56326","The a la menthe","50","+45 33 33 00 38","$","2486","1011","#830 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d803470-Reviews-The_a_la_menthe-Copenhagen_Zealand.html","http://www.facebook.com/The-a-la-menthe-98176173852/"
"Vesterbrogade 97, Copenhagen 1620 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"info@westmarket.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12430897","false","false","55.67166","12.5466","Den Fede Kylling","4","+45 26 36 55 46","","2486","1662","#1,394 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12430897-Reviews-Den_Fede_Kylling-Copenhagen_Zealand.html","http://www.westmarket.dk/"
"Sankt Peders Straede 35, Copenhagen 1453 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian",,,,,,,,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"19433215","false","false","55.67891","12.56839","OH! My Masala","16","+45 33 15 38 21","$","2486","1008","#827 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19433215-Reviews-OH_My_Masala-Copenhagen_Zealand.html","http://ohmymasala.dk/"
"Frederikssundsvej 150, Bronshoej 2700 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15276730","false","false","55.70468","12.500489","Green Mango","3",,"","24","9","#9 of 32 Restaurants in Bronshoej","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1572420-d15276730-Reviews-Green_Mango-Bronshoej_Copenhagen_Region_Zealand.html",
"Frederiksberg Alle 41b, Frederiksberg, Copenhagen 1820 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21042528","false","false","55.67367","12.54066","Hanaya","10","+45 31 38 00 27","$$ - $$$","2486","1007","#826 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d21042528-Reviews-Hanaya-Frederiksberg_Copenhagen_Zealand.html","http://Hanaya.dk"
"Victor Borges Plads 12, Copenhagen 2100 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly",,,,,,,,,,,,,,,,"1440","660",,,,,,,,,,,,,,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","660",,,,,"1015043","false","false","55.701668","12.580633","Hos Fischer","162","+45 35 42 39 64","$$ - $$$","2486","1014","#833 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d1015043-Reviews-Hos_Fischer-Copenhagen_Zealand.html","http://hosfischer.dk"
"Frederiksborggade 26, Copenhagen 1360 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16742165","false","false","55.684227","12.570228","Sushi Tsukiji","29","+45 33 13 70 70","$$ - $$$","2486","1015","#834 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d16742165-Reviews-Sushi_Tsukiji-Copenhagen_Zealand.html","http://Sushi-tsukiji.dk"
