"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Ermou 33 Byronas, Athens 16232 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11638670","false","false","37.97602","23.73064","Yeia Sou","0","+30 21 3041 8283","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11638670-Reviews-Yeia_Sou-Athens_Attica.html",
"Skoufa 56 Sina, Athens 10672 Greece",,,,,,,,,,,,,,,,,,,,,,"Italian","Mediterranean","Greek","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11741280","false","false","37.981262","23.737432","Kennedy Bar","0","+30 21 0364 1474","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11741280-Reviews-Kennedy_Bar-Athens_Attica.html","http://www.facebook.com/KennedyBarAthens"
"1 Kissamou Corner of Kissamou & Evaggelikis Scholis, Athens 162 31 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean",,,,,,,,,,,"elcristo.vyronas@gmail.com","1590","1140",,,,,"1590","1140",,,,,"1590","1140",,,,,"1590","1140",,,,,"1590","1140",,,,,"1590","1140",,,,,"1590","1140",,,,,"8422717","false","false","38.00387","23.71633","el Cristo","0","+30 21 0765 7567","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8422717-Reviews-El_Cristo-Athens_Attica.html",
"Genneou Kolokotroni 3, Athens 117 41 Greece",,,,,,,,,,,,,,,,,,,,,,"Mexican","Steakhouse","Mediterranean","Greek",,,,,,,,"xebargo@gmail.com","1410","0",,,,,"1410","0",,,,,"1410","0",,,,,"1410","0",,,,,"1410","0",,,,,"1410","0",,,,,"1410","0",,,,,"21148178","false","false","37.962418","23.718645","To Xebargo","0","+30 21 0924 8343","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21148178-Reviews-To_Xebargo-Athens_Attica.html","https://www.facebook.com/xebargo/"
"Formionos 12 Monis Sekou, Athens 11634 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"plastis2016@gmail.com",,,,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"900","510",,,,,"12717582","false","false","37.970757","23.751236","Plastis","0","+30 21 5545 8727","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12717582-Reviews-Plastis-Athens_Attica.html","https://www.facebook.com/plasths/"
"Chatzichriszou 29, Athens 11742 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21174623","false","false","37.96758","23.72985","Big Brother","0","+30 699 692 9292","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21174623-Reviews-Big_Brother-Athens_Attica.html",
"Krisila 1, Athens 11635 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17912386","false","false","37.96751","23.74662","Glykanisos","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17912386-Reviews-Glykanisos-Athens_Attica.html","http://www.facebook.com/glykanisospagkrati/"
"______ 57, Athens 10552 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"info@mantzato.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20998053","false","false","37.980896","23.727097","Mantzato","0","+30 21 0324 9277","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20998053-Reviews-Mantzato-Athens_Attica.html","https://www.facebook.com/Mantzato-106642687608919"
"_. ___________ 67, Athens 11257 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"info@literature-house.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21332385","false","false","38.000587","23.73468","Literature House","0","+30 21 0823 0247","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21332385-Reviews-Literature_House-Athens_Attica.html","https://literature-house.gr/vivlia/coffeeshop/"
"Kasomouli 58, Athens 11744 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17555866","false","false","37.95765","23.72797","Nuovo coffee bar","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17555866-Reviews-Nuovo_coffee_bar-Athens_Attica.html",
"Orlof 1 & Veikou, Athens 11741 Greece",,,,,,,,,,,,,,,,,,,,,,"Bar","Pub",,,,,,,,,,"scampbar@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21177996","false","false","37.963673","23.721329","Scamp","0","+30 21 0921 6616","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21177996-Reviews-Scamp-Athens_Attica.html",
"Daskalaki 10, Athens 11526 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21306709","false","false",,,"To Spitiko Fagito","0","+30 21 0778 5543","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21306709-Reviews-To_Spitiko_Fagito-Athens_Attica.html","https://www.facebook.com/klitsas.tospitikofagito/"
"Spirou Patsi 27 Votanikos, Athens 10447 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek","Grill",,,,,,,,,,"akislyssandros@gmail.com",,,,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"20174594","false","false","37.98404","23.71018","Pitta Capital Grill Souvlaki","0","+30 21 0345 0174","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20174594-Reviews-Pitta_Capital_Grill_Souvlaki-Athens_Attica.html","http://pitta-capital-grill-votanikos.business.site/"
"Kapnikareas 6, Athens 105 63 Greece",,,,,,,,,,,,,,,,,,,,,,"Cafe","Mediterranean","Greek","Deli","Contemporary","Street Food",,,,,,,"1140","540",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"21357344","false","false","37.97606","23.728338","The Bakers In The Hood","0","+30 698 028 1098","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21357344-Reviews-The_Bakers_In_The_Hood-Athens_Attica.html","http://www.thebakers.gr"
"Pl. Gkizi 2, Athens 114 74 Greece",,,,,,,,,,,,,,,,,,,,,,"Steakhouse",,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"19350965","false","false","37.99287","23.749208","Skantzogyros","0","+30 21 0300 1907","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19350965-Reviews-Skantzogyros-Athens_Attica.html",
"Gladstonos 8, Athens 10677 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"masalaboxgr@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21254471","false","false","40.64083","22.937872","Masala Box","0","+30 21 0380 8731","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21254471-Reviews-Masala_Box-Athens_Attica.html","http://masalabox.gr"
"Menandrou 11, Athens 105 52 Greece",,,,,,,,,,,,,,,,,,,,,,"Indian","Greek","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21226264","false","false","37.98082","23.724277","Vip's Desi Fast Food and Biryani","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21226264-Reviews-Vip_s_Desi_Fast_Food_and_Biryani-Athens_Attica.html",
"3is Septemvriou 11, Athens 10432 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"960","480",,,,,"13204607","false","false","37.98579","23.72812","Palai Pote Paradosiako Kafeneio","0","+30 21 1010 2611","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13204607-Reviews-Palai_Pote_Paradosiako_Kafeneio-Athens_Attica.html","https://www.facebook.com/kafeneio.palaipote/"
"Agiou Nikolaou 8, Athens 13123 Greece",,,,,,,,,,,,,,,,,,,,,,"Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21254518","false","false","38.013943","23.61494","Apla Souvlaki","0","+30 21 0263 2142","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21254518-Reviews-Apla_Souvlaki-Athens_Attica.html","https://www.facebook.com/Apla-Souvlaki-163143877561623/"
"4 Eleftheriou Venizelou Avenue and 2 Kriezotou street Syntagma Square Syntagma Square, Athens 10671 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean","European","Greek",,,,,,,,,"HB3X8-RM@ACCOR.COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21228058","false","false",,,"MFlavours","0","+30 21 4444 2000","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21228058-Reviews-MFlavours-Athens_Attica.html","https://restaurants.accor.com/gb/restaurant-B3X8_R001-mflavours-athens.shtml#"
"Drosopoulou 183 Platia Kolachuo Terdtional Ethiopian Food, Athens Greece",,,,,,,,,,,,,,,,,,,,,,"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8499366","false","false","38.00963","23.73596","Axum Restaurant Athens","0","+30 694 634 1619","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8499366-Reviews-Axum_Restaurant_Athens-Athens_Attica.html",
"Stadiou 10, Athens Greece",,,,,,,,,,,,,,,,,,,,,,"Cafe","Greek",,,,,,,,,,,,,,,,,"1200","390",,,,,"1200","390",,,,,"1200","390",,,,,"1200","390",,,,,"1200","390",,,,,"1080","510",,,,,"6673139","false","false","37.97805","23.7335","Mpimpero cafe","0","+30 21 0322 2264","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6673139-Reviews-Mpimpero_cafe-Athens_Attica.html",
"________ ________ 114, Athens 11472 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek","Eastern European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21381260","false","false","37.986603","23.74059","Κεμπαπτζίδικο ""Ο Τέλης""","0","+30 21 0339 0535","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21381260-Reviews-Athens_Attica.html","https://www.facebook.com/otelisexarhia"
"Ploutarchou 16-18, Athens 10676 Greece",,,,,,,,,,,,,,,,,,,,,,"Sushi","Asian","Japanese Fusion",,,,,,,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"21356641","false","false","37.94818","23.732872","Tokyo Joe Kolonaki","0","+30 21 0524 1120","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21356641-Reviews-Tokyo_Joe_Kolonaki-Athens_Attica.html","http://www.tokyojoe.gr/"
"Formionos 208, Athens 162 31 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15700342","false","false","37.957703","23.763407","Kallio 5","0","+30 21 0764 4556","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15700342-Reviews-Kallio_5-Athens_Attica.html","https://www.facebook.com/%CE%9A%CE%AC%CE%BB%CE%BB%CE%B9%CE%BF-5-Kallio-5-1604137763224600/"
"Efranoros 10, Athens Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23310376","false","false","37.967434","23.744667","Mimis Neo-Traditional","0",,"$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d23310376-Reviews-Mimis_Neo_Traditional-Athens_Attica.html","https://www.instagram.com/mimis.athens/?hl=el"
"Str. Elasidon Nr. 17 , Keramikos, Athens Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1620","600",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"4742751","false","false","37.97722","23.709698","Restaurant Maramures Athens","0","+30 693 665 9526","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4742751-Reviews-Restaurant_Maramures_Athens-Athens_Attica.html","https://www.facebook.com/pages/Restaurant-Maramures-Athens/221954097955975?fref=ts"
"Karagiorgi Servias, 3-5, Athens 10563 Greece",,,,,,,,,,,,,,,,,,,,,,"Healthy",,,,,,,,,,,"fynroll@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19813286","false","false","37.9764","23.73412","FΥΝ Roll Street Food","0","+30 21 1116 2393","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19813286-Reviews-F_Roll_Street_Food-Athens_Attica.html","https://www.facebook.com/fynroll/"
"Gladstonos 10  ( __________ 10), Athens 10677 Greece",,,,,,,,,,,,,,,,,,,,,,"Cafe","Turkish","Greek",,,,,,,,,,"1290","480",,,,,"1290","480",,,,,"1290","480",,,,,"1290","480",,,,,"1290","480",,,,,"1290","480",,,,,"1290","480",,,,,"22308181","false","false","37.984383","23.730349","Seyidoglu Cafe Patiseria","0","+30 21 0380 8911","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d22308181-Reviews-Seyidoglu_Cafe_Patiseria-Athens_Attica.html","http://seyidoglu.gr"
"Kariatidon 15, Athens 11742 Greece",,,,,,,,,,,,,,,,,,,,,,"Steakhouse","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20943494","false","false","37.967857","23.726744","Ellanion Geuseis","0","+30 21 0923 2293","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20943494-Reviews-Ellanion_Geuseis-Athens_Attica.html","http://www.ellaniongeuseis.com"
"Leoforos Vasilissis Olgas 1 Fokianos Sports Park, Zappeio, Athens 10577 Greece",,,,,,,,,,,,,,,,,,,,,,"Cafe","Diner",,,,,,,,,,"fokianosevents@gmail.com","1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"12996980","false","false","37.96943","23.738295","Fokianos Cafe","0","+30 21 0323 3973","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12996980-Reviews-Fokianos_Cafe-Athens_Attica.html","http://www.fsportspark.gr/cafe?lang=en"
"4 Eleftheriou Venizelou Avenue and 2 Kriezotou street Syntagma Square Athens Capital Center Hotel, Athens 105 64 Greece",,,,,,,,,,,,,,,,,,,,,,"Mediterranean","European","Greek",,,,,,,,,"hb3x8-rm@accor.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21228085","false","false",,,"Mappemonde Bar & Lounge","0","+30 21 4444 2000","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21228085-Reviews-Mappemonde_Bar_Lounge-Athens_Attica.html","https://all.accor.com/hotel/B3X8/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps#section-restaurants"
"Vourvachi 5-9 Iosif ton Rogon, Athens 117 43 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","Greek","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"1080","360",,,,,"1080","360",,,,,"1080","360",,,,,"1080","360",,,,,"1080","360",,,,,"900","360",,,,,"13188170","false","false","37.966793","23.731068","Coffee Joint","184","+30 21 2101 9237","$","2681","4","#1 of 248 Coffee & Tea in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13188170-Reviews-Coffee_Joint-Athens_Attica.html","https://www.facebook.com/Coffee-JOINT-Athens-126782884692373/"
"Leoforos Syggrou 121, Athens 11745 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"r.rashi1981@gmail.com","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"15339994","false","false","37.95702","23.717344","Jaipur Palace","641","+30 21 0981 2009","$$ - $$$","2681","7","#5 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15339994-Reviews-Jaipur_Palace-Athens_Attica.html","http://www.jaipur-palace.gr/"
"Sina 50 Anagnostopoulou, Athens 106 72 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Healthy","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"scala.vinoteca@gmail.com","1440","1110",,,,,,,,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"2454645","false","false","37.981613","23.738047","Scala Vinoteca","1106","+30 21 0361 0041","$$ - $$$","2681","8","#6 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2454645-Reviews-Scala_Vinoteca-Athens_Attica.html","http://www.scalavinoteca.com"
"Leof. Andrea Siggrou 12, Athens 117 42 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"indianhaveliathens@gmail.com","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"9979781","false","false","37.96848","23.731436","Indian Haveli","2107","+30 21 0924 4522","$$ - $$$","2681","5","#3 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d9979781-Reviews-Indian_Haveli-Athens_Attica.html","http://www.indianhaveli.gr/"
"Exact address will be emailed after you book on EatWith.","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13276866","false","false","37.977345","23.72559","Dimitris And Savvas of Athens","154",,"$$ - $$$","2681","2","#1 of 3 Dine With a Local Chef in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13276866-Reviews-Dimitris_And_Savvas_of_Athens-Athens_Attica.html",
"Taki 16 Psirri Psirri, Athens 105 54 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"thespsirri@gmail.com","1410","780",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"17837015","false","false","37.978394","23.72381","Thes ""Greek Creative Cuisine""","375","+30 21 0321 2858","$$ - $$$","2681","6","#4 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17837015-Reviews-Thes_Greek_Creative_Cuisine-Athens_Attica.html","http://www.facebook.com/pages/category/Restaurant/Thes-Greek-Creative-Cuisine-500031344067695/"
"15 Agatharchou, Athens 105 54 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Wine Bar","Greek","Deli","Gluten Free Options",,,,,,,,"info@cinque.gr",,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"9462540","false","false","37.978394","23.723392","Cinque Wine & Deli Bar","1744","+30 21 5501 7853","$","2681","1","#1 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d9462540-Reviews-Cinque_Wine_Deli_Bar-Athens_Attica.html","http://www.cinque.gr"
"Valtetsiou 51 Exarcheia, Athens Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Spanish",,,,,,,,,,,"salero@otenet.gr","1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1530","780",,,,,"1530","780",,,,,"2027557","false","false","37.98561","23.735458","Salero","259","+30 21 0381 3358","","2681","185","#159 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2027557-Reviews-Salero-Athens_Attica.html","http://www.salero.gr"
"Perikleous 56 Ground floor, Athens 10560 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"14142081","false","false","37.976837","23.729803","Vegan Beat","752","+30 21 0321 3009","$","2681","3","#2 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14142081-Reviews-Vegan_Beat-Athens_Attica.html","https://www.facebook.com/veganbeatgr/"
"Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13276874","false","false","37.974","23.749","Marina of Athens","12",,"","2681","1047","#2 of 3 Dine With a Local Chef in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13276874-Reviews-Marina_of_Athens-Athens_Attica.html","http://www.eatwith.com/users/15677?affid=en-tripadvisor-partnership-dikastika-h-15677&utm_source=tripadvisor&utm_medium=partnership&utm_campaign=en-tripadvisor-partnership-dikastika-h-15677"
"Fillelinon 22, Athens 10557 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"vaakmart20@gmail.com","1500","540",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","480",,,,,"12706875","false","false","37.972656","23.733475","Victory Cafe","562","+30 21 0324 8782","$","2681","10","#8 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12706875-Reviews-Victory_Cafe-Athens_Attica.html","https://www.facebook.com/Victory-Cafe-403313563339953/"
"Akamantos 11, Athens 11851 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Diner","Wine Bar","Mediterranean","Fusion","Dining bars","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"caravin.winebar@gmail.com","1440","720",,,,,,,,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"14411966","false","false","37.974464","23.718872","Caravin Wine & Wanderlust","179","+30 21 1400 3962","$$ - $$$","2681","9","#7 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14411966-Reviews-Caravin_Wine_Wanderlust-Athens_Attica.html","https://www.facebook.com/Caravin-Wine-Bar-2014090992166111/"
"Dekeleon 3 Gazi, Athens 11854 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Turkish","Mediterranean","European","Greek","Middle Eastern","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"alsaleh52@hotmail.com","1380","780",,,,,,,,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"10559098","false","false","37.978466","23.710278","A little Taste of Home","719","+30 21 0341 0013","$$ - $$$","2681","16","#14 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10559098-Reviews-A_little_Taste_of_Home-Athens_Attica.html","http://web.facebook.com/alittletasteofhomeathens/"
"Taki 19 Psirri, Athens 10554 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"spanos@europe.com","1440","780",,,,,,,,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"10445516","false","false","37.978317","23.723852","Bandiera","1009","+30 697 726 1279","$","2681","13","#11 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10445516-Reviews-Bandiera-Athens_Attica.html","https://www.facebook.com/Bandiera-1731050887177386/?ref=nf"
