"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Wassmannsdorfer Chaussee 2, 12529 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,,"albergo-berlin@t-online.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2303886","false","false","52.41501","13.49555","Ristorante Albergo","36","+49 30 63484801","$$ - $$$","6554","5649","#4,836 of 6,243 Restaurants in Berlin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2303886-Reviews-Ristorante_Albergo-Berlin.html","http://www.restaurante-albergo.de/"
"Auguststr. 2, 10117 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,"info@augustthesecond.de","1440","1080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4798968","false","false","52.52584","13.39093","August II","2","+49 176 61802379","","6554","5656","#4,841 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d4798968-Reviews-August_II-Berlin.html","http://www.facebook.com/pages/category/Bar/August-II-1539162709678697/?locale2=de_DE"
"Askanischer Platz 2 Nähe Anhalter Bahnhof, 10963 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Turkish",,,,,,,,,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"4363774","false","false","52.50467","13.38091","Prinz Bistro","82","+49 1573 0478948","$","6554","1289","#1,113 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d4363774-Reviews-Prinz_Bistro-Berlin.html","https://www.facebook.com/prinzbistro/"
"Propststrasse 1 Nikolaiviertel, 10178 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","German","Dutch","European",,,,,,,,,"berlin.bonnevie@gmail.com","1140","660",,,,,"1140","840",,,,,,,,,,,"1140","840",,,,,"1140","840",,,,,"1140","840",,,,,"1140","660",,,,,"3462586","false","false","52.517223","13.407725","Bonne Vie Berlin","52","+49 30 71532460","$$ - $$$","6554","1287","#51 of 278 Dessert in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3462586-Reviews-Bonne_Vie_Berlin-Berlin.html","http://www.facebook.com/bonnevieberlin"
"Maurerweg 95, 12351 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"840","480",,,,,"1080","600",,,,,"1110","660",,,,,"930","540",,,,,"11737803","false","false","52.42673","13.43741","Le Pique-Nique","1","+49 30 66706240","","6554","5715","#4,888 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d11737803-Reviews-Le_Pique_Nique-Berlin.html","http://www.le-pique-nique.com"
"Oranienplatz 14 Corner with Erkelenzdamm 1, 10999 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"mail@ora-berlin.de","1560","570",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1560","570",,,,,"8506731","false","false","52.501453","13.41585","Ora","174","+49 30 54861070","$$ - $$$","6554","1281","#1,106 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d8506731-Reviews-Ora-Berlin.html","http://www.ora-berlin.de"
"Marburger Str. 5, 10789 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,"reservierung@le-piaf.de",,,,,,,,,,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"1410","1050",,,,,"19246651","false","false","52.502567","13.336397","Le Piaf Gourmand","21","+49 30 3422040","$$$$","6554","1299","#1,123 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d19246651-Reviews-Le_Piaf_Gourmand-Berlin.html","http://www.le-piaf.de"
"Berliner Str. 11, 13187 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,"info@schillerburger.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9825322","false","false","52.568626","13.411708","Schiller Burger","14",,"","6554","5712","#4,886 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d9825322-Reviews-Schiller_Burger-Berlin.html","https://www.facebook.com/schillerburger/timeline"
"Reichenberger Str. 73, 10999 Berlin Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Central European","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,"martinello-berlin@t-online.de",,,,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","930",,,,,"3158629","false","false","52.49432","13.43381","Trattoria Marcello Fresco","40","+49 30 31485733","$$ - $$$","6554","1297","#1,121 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3158629-Reviews-Trattoria_Marcello_Fresco-Berlin.html","http://www.trattoria-marcello-fresco.de"
"Belziger Str. 60 Nur 3 Gehminuten vom Rathaus Schöneberg entfernt, 10823 Berlin Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly",,,,,,,,,,"kontakt@roma-berlin.de","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"2195853","false","false","52.485428","13.347781","Roma","54","+49 30 7811580","$$ - $$$","6554","1300","#1,124 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2195853-Reviews-Roma-Berlin.html","http://www.roma-berlin.de/"
"Sredzkistr. 23, 10435 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Pizza","Vegetarian Friendly",,,,,,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"695579","false","false","52.53856","13.41603","CENACOLO","89","+49 30 44044743","$$ - $$$","6554","1295","#1,119 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d695579-Reviews-CENACOLO-Berlin.html","http://www.restaurant-cenacolo.de/"
"Muggelschlosschenweg, 12559 Berlin Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly",,,,,,,,,"info@spreearche.de","1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"2543527","false","false","52.44376","13.618853","Spree Arche","103","+49 172 3042111","$$ - $$$","6554","1298","#1,122 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2543527-Reviews-Spree_Arche-Berlin.html","http://www.spreearche.de"
"Alt-Koepenick 33, 12555 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Vegetarian Friendly",,,,,,,,,,,"info@alte-laterne.de",,,,,,,,,,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"2139106","false","false","52.44505","13.57433","Zur Alten Laterne","44","+49 30 6557297","$$ - $$$","6554","1296","#1,120 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2139106-Reviews-Zur_Alten_Laterne-Berlin.html","http://www.altelaterne.de/"
"Brunnenstr. 182, 10119 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1380","720",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"15234147","false","false","52.53159","13.39944","Van Anh Quan","4","+49 30 40041781","$","6554","5722","#4,895 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d15234147-Reviews-Van_Anh_Quan-Berlin.html","https://www.vananhquan.de"
"Am Zeppelinpark 12, 13591 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,"930","390",,,,,"930","390",,,,,"930","390",,,,,"930","390",,,,,"840","390",,,,,,,,,,,"12187288","false","false","52.52999","13.12861","Zeppelin Schmaus","2","+49 30 50154530","","6554","5720","#4,893 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12187288-Reviews-Zeppelin_Schmaus-Berlin.html","https://zeppelin-schmaus.de/"
"Birkbuschstr. 30, 12167 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"ahmet49-@hotmail.de","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"5853121","false","false","52.44705","13.32646","Birkbusch Imbiss","1","+49 177 9627130","","6554","5726","#4,899 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5853121-Reviews-Birkbusch_Imbiss-Berlin.html","http://www.xn--birkbusch-dner-5pb.de"
"Hedwigstr. 18, 12159 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Korean","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1320","960",,,,,"1320","720",,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7761418","false","false","52.471447","13.336119","Dabangg","31","+49 30 95629407","$$ - $$$","6554","1293","#1,117 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7761418-Reviews-Dabangg-Berlin.html","http://dabangg.de"
"Martin-Luther-Str. 8, 10777 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Russian",,,,,,,,,,,,,"1200","660",,,,,,,,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1440","720",,,,,"1500","720",,,,,"3683233","false","false","52.49936","13.34566","Restaurant Graf","12",,"$$ - $$$","6554","5727","#4,900 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3683233-Reviews-Restaurant_Graf-Berlin.html","http://www.restaurant-graf-berlin.de/"
"Pasedagplatz 5, 13088 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10082858","false","false","52.56004","13.46012","Kim Xuan Huy","2","+49 162 4580854","","6554","5718","#4,891 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10082858-Reviews-Kim_Xuan_Huy-Berlin.html","https://www.kimxuanhuyberlin.de/"
"Kastanienallee 28, 10435 Berlin Germany","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"2237986","false","false","52.537224","13.408181","Pizza Pane","84","+49 176 69396260","$$ - $$$","6554","1292","#1,116 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2237986-Reviews-Pizza_Pane-Berlin.html","https://www.facebook.com/pages/category/Italian-Restaurant/Pizza-Pane-Berlin-Kastanienallee-0176-693-962-60-101219103285237/"
"Maassenstr. 7, 10777 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@xara-berlin.com","1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1680","720",,,,,"1680","720",,,,,"5827306","false","false","52.4982","13.354444","Xara Cafe Lounge","13","+49 30 104777","$$ - $$$","6554","5724","#4,897 of 6,243 Restaurants in Berlin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5827306-Reviews-Xara_Cafe_Lounge-Berlin.html","http://m.facebook.com/Xara-Caf%C3%A9-Lounge-107330769327517/"
"Nollendorfstr. 8 Ecke Maaßenstr., 10777 Berlin Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@saomai-berlin.de","1350","750",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"3293188","false","false","52.49832","13.354203","Sao Mai","144","+49 30 2166698","$","6554","1294","#1,118 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d3293188-Reviews-Sao_Mai-Berlin.html","http://www.saomai-berlin.de/"
"Leibnizstr. 43, 10629 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7368431","false","false","52.50421","13.31385","Trattoria Giovanni","11","+49 30 54710521","$$ - $$$","6554","5719","#4,892 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7368431-Reviews-Trattoria_Giovanni-Berlin.html",
"Prinzessinnenstr. 3 Ecke Wünsdorferstraße, 12307 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11403211","false","false","52.3868","13.395138","Ristorante Principessa","7","+49 30 7948880","$","6554","5725","#4,898 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d11403211-Reviews-Ristorante_Principessa-Berlin.html",
"Rosenthaler Str. 3, 10119 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@shyaberlin.de","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"20099271","false","false","52.52874","13.401753","SHYA - Eatery & Mixology","3","+49 30 74781301","","6554","5657","#4,842 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d20099271-Reviews-SHYA_Eatery_Mixology-Berlin.html","https://shyaberlin.de/"
"Hermannstr. 174 U Leinestrasse, 12051 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9735838","false","false","52.47114","13.42958","Merakli Kofteci","1","+49 30 62725528","","6554","5721","#4,894 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d9735838-Reviews-Merakli_Kofteci-Berlin.html",
"Turmstr. 53, 10551 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12295968","false","false","52.5273","13.33145","Mom's Kitchen","1","+49 176 23743964","$$ - $$$","6554","5723","#4,896 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12295968-Reviews-Mom_s_Kitchen-Berlin.html","http://www.facebook.com/MomsKitchenBerlin"
"Bismarckallee 23, 14193 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,"restaurant@st-michaels.de","840","420",,,,,"840","420",,,,,"840","420",,,,,"840","420",,,,,"840","420",,,,,"840","420",,,,,"840","420",,,,,"2153856","false","false","52.48832","13.27732","St. Michaels Restaurant","10","+49 30 89688680","$","6554","5661","#4,844 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d2153856-Reviews-St_Michaels_Restaurant-Berlin.html","http://www.st-michaels.de/"
"Parkstr. 11, 12103 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"take-a-cake@muellerskind.de","1080","600",,,,,,,,,,,,,,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"5853055","false","false","52.46274","13.38113","Mullerskind","7","+49 1522 5626001","$$ - $$$","6554","5660","#569 of 664 Coffee & Tea in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5853055-Reviews-Mullerskind-Berlin.html","http://www.muellerskind.de"
"Rudi-Dutschke-Str. 23 Betahaus, 10969 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"contact@betahaus.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12095983","false","false","52.50665","13.39162","Betahaus Cafe","10","+49 30 220119820","$$ - $$$","6554","5659","#4,843 of 6,243 Restaurants in Berlin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12095983-Reviews-Betahaus_Cafe-Berlin.html","https://www.betahaus.com/spaces-berlin/cafe"
"Prinzenallee 27, 13359 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Middle Eastern","Pakistani","Halal",,,,,,,,,"info@madni.berlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10595457","false","false","52.55691","13.38533","Madni","8","+49 30 55619213","$$ - $$$","6554","5663","#4,845 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10595457-Reviews-Madni-Berlin.html","http://www.madni.berlin"
"Torstr. 129, 10119 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"1620","600",,,,,"12509638","false","false","52.529697","13.400229","Tor Kebap","7","+49 1577 9789546","$","6554","5667","#4,848 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12509638-Reviews-Tor_Kebap-Berlin.html","http://www.torkebab-berlin.de/"
"Feuerbachstrasse 34, 12163 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,"info@dongelato-berlin.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10750059","false","false","52.46369","13.33229","Don Gelato","1","+49 176 83093540","$","6554","5658","#223 of 278 Dessert in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10750059-Reviews-Don_Gelato-Berlin.html","http://dongelato-berlin.de/"
"Pichelsdorfer Str. 100, 13595 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"5851755","false","false","52.523914","13.197801","Pichelsdorfer Grill","1","+49 30 3329402","","6554","5733","#4,906 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5851755-Reviews-Pichelsdorfer_Grill-Berlin.html","https://www.facebook.com/PichelsdorferGrill/"
"Gneisenaustrasse 18, 10961 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,"info@junction-bar.de","1680","1230",,,,,,,,,,,,,,,,,"1680","1230",,,,,"1680","1230",,,,,"1680","1230",,,,,"1680","1230",,,,,"983834","false","false","52.49149","13.39323","Junction Bar","9","+49 30 6946602","","6554","5730","#4,903 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d983834-Reviews-Junction_Bar-Berlin.html","http://www.junction-bar.de/"
"Karl-Heinrich-Ulrichs-Str. 8, 10787 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14087427","false","false","52.5009","13.35426","Gelato e Caffe Fiocco di Neve","1","+49 1573 2014750","","6554","5662","#224 of 278 Dessert in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d14087427-Reviews-Gelato_e_Caffe_Fiocco_di_Neve-Berlin.html","http://gelato-e-caffe-fiocco-di-neve.business.site/"
"Fasanenstr. 29 Charlottenburg, 12526 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"post@albrechts-patisserie.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1228666","false","false","52.3911","13.57089","Albrechts Patisserie","2","+49 30 88729383","","6554","5735","#110 of 135 Bakeries in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d1228666-Reviews-Albrechts_Patisserie-Berlin.html","http://www.albrechts-patisserie.de/kontakt.html"
"Neue Blumenstr. 5, 10179 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@lotos-cafe-berlin.de","1140","900",,,,,,,,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,,,,,,,"5506152","false","false","52.51763","13.42378","Lotos Cafe","1","+49 30 27583212","","6554","5728","#4,901 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5506152-Reviews-Lotos_Cafe-Berlin.html","https://www.lotos-vihara.de/lotos-cafe.html"
"Residenzstr. 109, 13409 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"tekinbaba@hotmail.com","1320","810",,,,,,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","810",,,,,"5511542","false","false","52.56411","13.36447","Ital. Snack","3","+49 30 4918616","","6554","5731","#4,904 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d5511542-Reviews-Ital_Snack-Berlin.html","https://ital-snack.eatbu.com/"
"Belforter Str. 24, 10405 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"info@ackselhaus.de","750","480",,,,,"660","420",,,,,"660","420",,,,,"660","420",,,,,"660","420",,,,,"660","420",,,,,"750","480",,,,,"4148790","false","false","52.53244","13.41869","Club del Mar","1","+49 30 44337633","","6554","5737","#4,909 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d4148790-Reviews-Club_del_Mar-Berlin.html","http://www.ackselhaus.de/club-del-mar/"
"Schoenwalder Str. 85, 13585 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"1620","480",,,,,"6453520","false","false","52.54822","13.20066","Bistro Class","2","+49 30 35136446","","6554","5664","#4,846 of 6,243 Restaurants in Berlin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d6453520-Reviews-Bistro_Class-Berlin.html","http://m.facebook.com/BistroClassSpandau"
"Kurfuerstendamm 224, 10719 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Mediterranean",,,,,,,,,,"info@soupkultur.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7342326","false","false","52.50318","13.32973","Soupkultur","9","+49 30 4268319","","6554","5736","#4,908 of 6,243 Restaurants in Berlin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d7342326-Reviews-Soupkultur-Berlin.html","http://www.soupkultur.de"
"Gieselerstr. 17, 10713 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12281790","false","false","52.49134","13.31812","Saft und Salatbar Mix","1","+49 30 96088939","","6554","5729","#4,902 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d12281790-Reviews-Saft_und_Salatbar_Mix-Berlin.html","http://www.saft-salatbar.de"
"Scharnweberstr. 32, 10247 Berlin Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Bar","Spanish","Pub","Vegetarian Friendly",,,,,,,"tentacion@gmx.net","1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"10387901","false","false","52.513287","13.462717","Tentacion Craftbeer","27","+49 30 23930401","$$ - $$$","6554","1291","#1,115 of 6,243 Restaurants in Berlin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187323-d10387901-Reviews-Tentacion_Craftbeer-Berlin.html","http://m.facebook.com/pages/Tentacion-Craftbeer/134631010408405"
