"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Balanstr. 182, 81549 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Vietnamese",,,,,,,,,,,,"pham_lany@yahoo.de","1335","0",,,"1335","1020",,,,,"1335","1020",,,,,"1335","1020",,,,,"1335","1020",,,,,"1335","1020",,,,,"1335","1020",,,"5528107","false","false","48.106422","11.604481","Chopstixx Asia","7","+49 89 66011885","","3187","2996","#2,684 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5528107-Reviews-Chopstixx_Asia-Munich_Upper_Bavaria_Bavaria.html","http://www.chopstixx-sushi.de/"
"Poccistrasse 2, 80336 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Vietnamese",,,,,,,,,,,,"thanglongmarkt@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14944247","false","false","48.12553","11.5498","Asia Markt Thang Long","3","+49 89 78071878","","3187","3003","#2,688 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14944247-Reviews-Asia_Markt_Thang_Long-Munich_Upper_Bavaria_Bavaria.html","http://www.thanglongmarkt.de/"
"Fraunhoferstr. 42, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@hungrigesherz.com","1140","540",,,"1140","480",,,,,"1350","480",,,,,"1350","510",,,,,"1350","480",,,,,"1380","480",,,,,"1380","540",,,"2073849","false","false","48.12829","11.575664","Hungriges Herz","181","+49 89 20201515","$$ - $$$","3187","3001","#2,687 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2073849-Reviews-Hungriges_Herz-Munich_Upper_Bavaria_Bavaria.html","http://www.hungriges-herz.com/"
"Schwere-Reiter-Str. 13, 80637 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Barbecue","Gastropub",,,,,,,,,,"office@passionfoods.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7680751","false","false","48.16324","11.54996","Trattoria Teutonia - Saponara Teotonico GbR","3","+49 89 155672","$$ - $$$","3187","2486","#2,222 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7680751-Reviews-Trattoria_Teutonia_Saponara_Teotonico_GbR-Munich_Upper_Bavaria_Bavaria.html","http://www.passionfoods.de"
"Riegerhofstrasse 20 SV Muenchen-Laim, 80686 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,"kontak@riegerhofer-restaurant.de","1380","0",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1440","660",,,"12937556","false","false","48.136368","11.499002","Riegerhofer","2","+49 89 18949821","$$ - $$$","3187","2488","#2,224 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12937556-Reviews-Riegerhofer-Munich_Upper_Bavaria_Bavaria.html","http://www.svlaim.de/"
"Augustenstr. 53, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"service@mcdonalds.de","1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1500","600",,,,,"1500","600",,,"5520029","false","false","48.149178","11.562978","McDonald's","11","+49 89 54212820","$","3187","2496","#2,232 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5520029-Reviews-McDonald_s-Munich_Upper_Bavaria_Bavaria.html","https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/augustenstrasse-53/19&cid=listing_0019"
"Zuricherstr. 37, 81476 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Middle Eastern","Mediterranean",,,,,,,,,,,"info@foodfactory-muenchen.de","1200","660",,,"1230","600",,,,,"1230","600",,,,,"1230","600",,,,,"1230","600",,,,,"1230","600",,,,,"1230","600",,,"23022496","false","false","48.09458","11.499134","Food Factory Doner Munchen","1","+49 89 7593501","$","3187","2494","#2,230 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d23022496-Reviews-Food_Factory_Doner_Munchen-Munich_Upper_Bavaria_Bavaria.html","http://foodfactory-muenchen.de/"
"Thomas-Dehler-Str. 12, 81737 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,"1380","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"5531139","false","false","48.1011","11.645765","An Minh","42","+49 89 6732643","$","3187","2502","#2,238 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5531139-Reviews-An_Minh-Munich_Upper_Bavaria_Bavaria.html",
"Hofmannstrasse 30, 81379 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,"andi.felber@arcor.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11576241","false","false","48.09939","11.5287","Lotus Asia Markt","3","+49 89 78019626","","3187","2500","#2,236 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d11576241-Reviews-Lotus_Asia_Markt-Munich_Upper_Bavaria_Bavaria.html","http://www.andi-felber.de/"
"Wendl-Dietrich-Str. 22, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7159550","false","false","48.1523","11.5286","Antep Kebap","2","+49 6666 1544","","3187","2501","#2,237 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7159550-Reviews-Antep_Kebap-Munich_Upper_Bavaria_Bavaria.html",
"Traunsteiner Str. 34, 81549 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22994033","false","false","48.10079","11.58864","Toro Burger","1",,"$","3187","2495","#2,231 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d22994033-Reviews-Toro_Burger-Munich_Upper_Bavaria_Bavaria.html","http://toroburger.de"
"Pappelallee 22, 80995 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Croatian","European","Vegetarian Friendly",,,,,,,,,,,"info@allee-stueberl.de","870","630","1500","1020","870","630","1500","1020",,,"870","630","1500","1020",,,,,,,,,"870","630","1500","1020",,,"870","630","1500","1020",,,"870","630","1500","1020","5506452","false","false","48.19969","11.51286","Allee Stuberl Dalmacija","19","+49 89 1502602","$","3187","2503","#2,239 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5506452-Reviews-Allee_Stuberl_Dalmacija-Munich_Upper_Bavaria_Bavaria.html","http://www.allee-stueberl.de/"
"Klenzestr. 50, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5520817","false","false","48.12906","11.57145","Sorrento Pizza","4","+49 89 264141","","3187","2866","#2,568 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5520817-Reviews-Sorrento_Pizza-Munich_Upper_Bavaria_Bavaria.html","http://www.sorrento-muenchen.de"
"Rosenheimer Str. 4, 81669 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Moroccan","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3738593","false","false","48.13135","11.58843","La Sirene","1",,"","3187","2871","#2,573 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3738593-Reviews-La_Sirene-Munich_Upper_Bavaria_Bavaria.html","http://www.arous-el-bahr.de/index.php/homepage"
"Pettenkoferstr. 1., 80336 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8095702","false","false","48.13384","11.56488","Zum Burgerhaus","1","+49 89 597909","","3187","2874","#2,576 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8095702-Reviews-Zum_Burgerhaus-Munich_Upper_Bavaria_Bavaria.html",
"Friedenstr. 10, 81671 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"f.eser@storchenburg.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7138244","false","false","48.12504","11.6041","Storchenburg","1","+49 89 45090845","","3187","2869","#2,571 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7138244-Reviews-Storchenburg-Munich_Upper_Bavaria_Bavaria.html","http://www.storchenburg.de/"
"Odeonsplatz 18, 80539 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,"info@grand-caviar.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8018825","false","false","48.14292","11.57818","Grand Caviar GmbH","1","+49 89 818880190","","3187","2873","#2,575 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8018825-Reviews-Grand_Caviar_GmbH-Munich_Upper_Bavaria_Bavaria.html",
"Rosenheimer Str. 66, 81669 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6899724","false","false","48.12765","11.59503","Lilly's Vietnam&Tai Cuisin","3","+49 89 489549","","3187","2875","#2,577 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6899724-Reviews-Lilly_s_Vietnam_Tai_Cuisin-Munich_Upper_Bavaria_Bavaria.html",
"Fuerstenrieder Str. 54, 80686 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5501232","false","false","48.13665","11.50255","Shafay's Backshop","1","+49 89 56826215","","3187","2867","#2,569 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5501232-Reviews-Shafay_s_Backshop-Munich_Upper_Bavaria_Bavaria.html",
"Thomas-Wimmer-Ring 9, 80539 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21211776","false","false",,,"Hansik","1","+49 179 1423207","","3187","2499","#2,235 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21211776-Reviews-Hansik-Munich_Upper_Bavaria_Bavaria.html",
"Zielstattstr., Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964491","false","false","48.10202","11.52208","Neue Schiessstatte","5","+49 89 786940","$$ - $$$","3187","2497","#2,233 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964491-Reviews-Neue_Schiessstatte-Munich_Upper_Bavaria_Bavaria.html",
"Tegernseer Platz 1, 81541 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"1410","600",,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","600",,,"5531503","false","false","48.11576","11.57969","Subway","13","+49 89 23547701","$","3187","2868","#2,570 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5531503-Reviews-Subway-Munich_Upper_Bavaria_Bavaria.html","https://restaurants.subway.com/de/deutschland/by/munchen/tegernseer-platz-1?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=42143&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYwNDctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Schellingstr. 60, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"966481","false","false","48.15143","11.5724","Garibaldi","1","+49 89 2720906","","3187","2870","#2,572 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d966481-Reviews-Garibaldi-Munich_Upper_Bavaria_Bavaria.html",
"Erhardtstr. 15, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,"info@mui-ne-restaurant.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6103930","false","false","48.12937","11.57896","MN","2","+49 89 89648143","","3187","2800","#2,505 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6103930-Reviews-MN-Munich_Upper_Bavaria_Bavaria.html","http://www.mui-ne-restaurant.de"
"Oettingenstrasse 26, 80538 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18922238","false","false","48.14463","11.59364","Pepino Pizza","1","+49 89 2913034","","3187","2498","#2,234 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d18922238-Reviews-Pepino_Pizza-Munich_Upper_Bavaria_Bavaria.html",
"August-Exter-Str. 1, 81245 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"info@cantina-pasing.de","1500","660",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,"2656924","false","false","48.15087","11.46171","Cantina in der Pasinger Fabrik","43","+49 89 55060365","$$ - $$$","3187","2508","#2,244 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2656924-Reviews-Cantina_in_der_Pasinger_Fabrik-Munich_Upper_Bavaria_Bavaria.html","http://www.cantina-pasing.de"
"Tumblingerstrasse 16, 80337 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","African","Nigerian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21088520","false","false","48.127045","11.559562","Ntanta Bar","1","+49 1575 8192135","$","3187","2514","#2,250 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21088520-Reviews-Ntanta_Bar-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/ntantabar/"
"Winzererstr. 97, 80797 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Greek",,,,,,,,,,,,,"1380","630",,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,"14111332","false","false","48.168808","11.560961","Taverna am Olympiapark","9","+49 89 32790460","$$ - $$$","3187","2504","#2,240 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14111332-Reviews-Taverna_am_Olympiapark-Munich_Upper_Bavaria_Bavaria.html","http://www.taverna-am-olympiapark.de/"
"Fasangartenstr. 99, 81549 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21332396","false","false","48.08938","11.6116","Restaurant Mumbai","1","+49 89 70959259","","3187","2507","#2,243 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21332396-Reviews-Restaurant_Mumbai-Munich_Upper_Bavaria_Bavaria.html","http://restaurant-mumbai.de/"
"Gruenwalder Str. 248, 81545 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,"willkommen@die-tagesbar.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21356712","false","false","48.091484","11.561009","A - Die Tagesbar","1","+49 89 64254691","","3187","2512","#2,248 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21356712-Reviews-A_Die_Tagesbar-Munich_Upper_Bavaria_Bavaria.html","http://www.die-tagesbar.de/"
"Donnersbergerstr. 8, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21266273","false","false","48.15128","11.53363","Ladencafe Groosartig","1",,"$","3187","2511","#2,247 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21266273-Reviews-Ladencafe_Groosartig-Munich_Upper_Bavaria_Bavaria.html",
"Ottobrunner Str. 13, 81737 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13075268","false","false","48.11207","11.61782","Xin Yun","9","+49 89 686803","$$ - $$$","3187","2505","#2,241 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d13075268-Reviews-Xin_Yun-Munich_Upper_Bavaria_Bavaria.html","http://www.china-restaurant-xinyun.de/"
"Denninger Str. 170, 81927 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","Pizza","Asian","Grill","Native American",,,,,,,,,"1320","660",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"1320","1020",,,"21273975","false","false","48.14643","11.63198","La Barca Feinkost Asia","1","+49 89 916091","$$ - $$$","3187","2513","#2,249 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21273975-Reviews-La_Barca_Feinkost_Asia-Munich_Upper_Bavaria_Bavaria.html","http://www.labarcafeinkost.de/"
"Ranertstr. 1, 81249 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Vegetarian Friendly",,,,,,,,,,,,"info@deutsche-eiche-1899.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1039569","false","false","48.17851","11.407183","Landgasthof Deutsche Eiche","109","+49 89 8649000","$$ - $$$","3187","2802","#2,507 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1039569-Reviews-Landgasthof_Deutsche_Eiche-Munich_Upper_Bavaria_Bavaria.html","http://www.deutsche-eiche-1899.de/"
"Bayerstr. 7, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,"1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"5512396","false","false","48.13912","11.563229","Kentucky Fried Chicken Schnellrestaurant","37","+49 89 51514867","$","3187","3002","#49 of 60 Quick Bites in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5512396-Reviews-Kentucky_Fried_Chicken_Schnellrestaurant-Munich_Upper_Bavaria_Bavaria.html","https://www.kfc.de/restaurants/alle/kfc-muenchen-bayerstr-7/"
"Berliner Str. 93 Munich Marriott Hotel, 80805 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4168215","false","false","48.1747","11.59325","Events 93","5","+49 89 360020","","3187","2805","#2,510 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4168215-Reviews-Events_93-Munich_Upper_Bavaria_Bavaria.html","http://www.marriott.com/hotels/hotel-information/restaurant/MUCNO&scid=d42e66eb-35c2-4d9c-9219-ae39f3a2ca9f"
"Wasserburger Landstr. 52, 81825 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,"service@mcdonalds.de","1620","420",,,"1620","420",,,,,"1620","420",,,,,"1620","420",,,,,"1620","420",,,,,"1740","420",,,,,"1740","420",,,"5509263","false","false","48.11909","11.67732","McDonald's","15","+49 89 43988958","$","3187","3010","#51 of 60 Quick Bites in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5509263-Reviews-McDonald_s-Munich_Upper_Bavaria_Bavaria.html","https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/wasserburger-landstrasse-52/184&cid=listing_0184"
"Tal 27, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,"1260","900",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"5605669","false","false","48.13579","11.580394","KFC","58","+49 89 21019058","$","3187","3007","#2,691 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5605669-Reviews-KFC-Munich_Upper_Bavaria_Bavaria.html","https://www.kfc.de/restaurants/alle/kfc-muenchen-tal-27/"
"Erich-Kaestner-Str. 14, 80796 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly",,,,,,,,,,,,"info@lebenslustmuenchen.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3474568","false","false","48.16292","11.56935","Cafe Lebenslust","21","+49 89 442948","$$ - $$$","3187","3011","#2,694 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3474568-Reviews-Cafe_Lebenslust-Munich_Upper_Bavaria_Bavaria.html","http://lebenslustschwabing.de/"
"Frankfurter Ring 83, 80807 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","German","Fast Food","International","Grill",,,,,,,,,"cucina@monte.de","1439","0",,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,"15248021","false","false","48.18795","11.579708","Monte Cucina","2","+49 89 54847797","$","3187","2813","#2,518 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15248021-Reviews-Monte_Cucina-Munich_Upper_Bavaria_Bavaria.html","http://www.monte-cucina.de"
"Leopoldstrasse 65, 80802 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12869140","false","false","48.162","11.586183","Vanilla Lounge","21","+49 89 38666836","$$ - $$$","3187","3013","#2,696 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12869140-Reviews-Vanilla_Lounge-Munich_Upper_Bavaria_Bavaria.html","http://vanilla-lounge.de"
"Alfred-Drexel-Str. 1, 80992 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"support@call-a-pizza.de","1350","660",,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,"5792843","false","false","48.176132","11.520338","Call a Pizza Munchen Moosach","2","+49 89 142211","","3187","3015","#2,697 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5792843-Reviews-Call_a_Pizza_Munchen_Moosach-Munich_Upper_Bavaria_Bavaria.html","https://www.call-a-pizza.de/"
"Grohmannstr. 61, 80933 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"Denis.zumberovic@t-online.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17454963","false","false","48.2193","11.54991","Restaurant bei Lisa & Johnny","1","+49 89 31286386","","3187","2808","#2,513 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d17454963-Reviews-Restaurant_bei_Lisa_Johnny-Munich_Upper_Bavaria_Bavaria.html","http://lisa-johnny.de/"
