"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Valkyriegata 9, Oslo 0366 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19071010","false","false","59.92891","10.71758","Espresso House","1",,"","1304","1174","#1,051 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d19071010-Reviews-Espresso_House-Oslo_Eastern_Norway.html","https://www.facebook.com/Espresso-House-Norge-AS-1082532505259622/"
"Stortingsgata 28 Entrance from Olav Vs gate, right next to Saga Cinema, Oslo 0161 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Caribbean","Latin","Spanish","Cuban",,,,,,,,,,,,,,,,"1020","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18894053","false","false","59.914234","10.732581","Floridita Bar","1","+47 486 33 450","$$ - $$$","1304","1178","#1,055 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d18894053-Reviews-Floridita_Bar-Oslo_Eastern_Norway.html","https://www.facebook.com/floriditabaroslo"
"Groenlandsleiret 39, Oslo 0190 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13349027","false","false","59.910965","10.76698","Enerhaugen Cafe","1","+47 23 36 20 11","","1304","1173","#1,050 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13349027-Reviews-Enerhaugen_Cafe-Oslo_Eastern_Norway.html",
"Plogveien 6 Manglerud Senter, Oslo 0679 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20262835","false","false","59.89751","10.813702","Kaffekos","1","+47 22 27 81 11","","1304","1177","#1,054 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d20262835-Reviews-Kaffekos-Oslo_Eastern_Norway.html","https://www.manglerudsenter.no/kaffekos"
"Skovveien 4, Oslo 0257 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16801040","false","false","59.924168","10.759443","Munchies","2",,"","1304","1175","#1,052 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16801040-Reviews-Munchies-Oslo_Eastern_Norway.html","http://munchies.no"
"Karl Johans gate 8, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14961535","false","false","59.911594","10.747313","Burger King Oslo","3",,"","1304","1172","#1,049 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14961535-Reviews-Burger_King_Oslo-Oslo_Eastern_Norway.html","http://www.burgerking.no/"
"Hausmanns gate 16, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3210601","false","false","59.91836","10.7534","SULT","3",,"","1304","1171","#1,048 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3210601-Reviews-SULT-Oslo_Eastern_Norway.html","http://www.sult.no/nyheter.cfm?pArticleId=21101&pWebProfilFunkId=11887&STARTROW=1&pArticleCollectionId=68"
"Torggata 16, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3511506","false","false","59.91588","10.75073","Gaia Kjokken","1","+47 22 20 98 10","","1304","1176","#1,053 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3511506-Reviews-Gaia_Kjokken-Oslo_Eastern_Norway.html",
"Carl Berners Plass 2, Oslo 0568 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21000064","false","false",,,"Kaffekompaniet","1",,"","1304","1180","#1,057 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21000064-Reviews-Kaffekompaniet-Oslo_Eastern_Norway.html",
"Jernbanetorget 6, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1080","600",,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1080","540",,,,,"20311262","false","false","59.91075","10.74947","Subway","1","+47 469 83 302","","1304","1179","#1,056 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d20311262-Reviews-Subway-Oslo_Eastern_Norway.html","https://restaurants.subway.com/norway/oslo/jernbanetorget-6?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=19962&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQyMDAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Torggata 16, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food","Fast Food","European","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,"kontakt@oslo-streetfood.no","1320","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"210","0","1650","660",,,"1440","660",,,,,"16697670","false","false","59.915844","10.75084","Oslo Street Food","164","+47 22 04 00 44","$","1304","115","#6 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16697670-Reviews-Oslo_Street_Food-Oslo_Eastern_Norway.html","http://oslo-streetfood.no"
"Holmens gate 2, Oslo 0250 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Spanish","Catalan","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"Akerbrygge@delicatessen.no","1380","720",,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"6734204","false","false","59.91059","10.727078","Delicatessen Aker Brygge","506","+47 23 65 27 06","$$ - $$$","1304","117","#109 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6734204-Reviews-Delicatessen_Aker_Brygge-Oslo_Eastern_Norway.html","http://delicatessen.no/akerbrygge/"
"Dronning Eufemias gate 28, Oslo 0191 Norway","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Fusion","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"nodee@nodee.no","1020","780",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"778701","false","false","59.90778","10.759444","Nodee Barcode","682","+47 22 93 34 50","$$$$","1304","114","#107 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d778701-Reviews-Nodee_Barcode-Oslo_Eastern_Norway.html","http://www.nodee.no/"
"Bjerrgaardsgate 29 B St.hanshaugen, rett ved St.hanshaugen/Ila senteret, Oslo 0172 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Neapolitan","Campania","Southern-Italian","European","Vegetarian Friendly","Vegan Options",,,,,,,"vesuviocafeoslo@gmail.com","1320","780",,,,,,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","780",,,,,"1320","780",,,,,"12338723","false","false","59.925026","10.745733","Vesuvio Cafe","49","+47 918 78 986","$","1304","119","#111 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12338723-Reviews-Vesuvio_Cafe-Oslo_Eastern_Norway.html","https://www.facebook.com/vesuviocafeoslo/"
"Parkveien 29, Oslo 0350 Norway","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12327917","false","false","59.920143","10.727427","Park 29","117","+47 481 70 000","$$$$","1304","116","#108 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12327917-Reviews-Park_29-Oslo_Eastern_Norway.html","http://www.park29.no"
"Stortingsgata 16, Oslo 0161 Norway","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"post@restaurantteatro.no",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"9703188","false","false","59.913563","10.735937","Restaurant Teatro","311","+47 21 50 72 20","$$ - $$$","1304","118","#110 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d9703188-Reviews-Restaurant_Teatro-Oslo_Eastern_Norway.html","http://www.restaurantteatro.no/"
"St. Halvards Plass 2, Oslo 0192 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,"post@ruinen.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3384978","false","false","59.906487","10.768357","Ruinen Bar & Cafe","3","+47 22 57 02 55","$","1304","1185","#1,062 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384978-Reviews-Ruinen_Bar_Cafe-Oslo_Eastern_Norway.html","https://www.facebook.com/Ruinen-Bar-Caf%C3%A9-297898016939097/"
"Hegdehaugsveien 32 b, Oslo 0352 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10433199","false","false","59.92204","10.72658","HQ bRGRS","14","+47 22 11 00 12","$","1304","1187","#1,064 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10433199-Reviews-HQ_bRGRS-Oslo_Eastern_Norway.html",
"Soerkedalsveien 1014 Sørkedalen, Oslo 0758 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food","European","Norwegian","Dining bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23035065","false","false","59.93867","10.680718","Sorkedalen Landhandel","1","+47 960 12 053","","1304","1181","#1,058 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d23035065-Reviews-Sorkedalen_Landhandel-Oslo_Eastern_Norway.html","https://www.facebook.com/sorkedalen.landhandel/"
"Myntgata 9, Oslo 0151 Norway","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"post@festningenrestaurant.no","1380","780",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"5775319","false","false","59.90841","10.735519","Festningen Restaurant","571","+47 22 83 31 00","$$$$","1304","112","#105 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d5775319-Reviews-Festningen_Restaurant-Oslo_Eastern_Norway.html","http://www.festningenrestaurant.no"
"Cecilie Thoresens vei 17-21 Lambertseter Senter, Oslo 1153 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"post@jordbarpikene.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10400388","false","false","59.87455","10.810538","Jordbaerpikene Lambertseter","17","+47 922 24 799","$$ - $$$","1304","1189","#1,066 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10400388-Reviews-Jordbaerpikene_Lambertseter-Oslo_Eastern_Norway.html","http://www.facebook.com/Jordbarpikene/"
"Youngstorget 2 Teaterpassasjen, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","Vegetarian Friendly",,,,,,,,,,,,,"booking@nikay.no",,,,,,,,,,,"1380","930",,,,,"1380","930",,,,,"1380","930",,,,,"1380","930",,,,,"1380","720",,,,,"10815977","false","false","59.91444","10.749974","Nikay","61","+47 456 14 945","$$ - $$$","1304","1190","#1,067 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10815977-Reviews-Nikay-Oslo_Eastern_Norway.html","http://www.facebook.com/NIKAY-564525803707713"
"Torgny Segerstedts vei 11, Oslo 0372 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21208638","false","false","59.94835","10.72371","McDonald's","1","+47 22 58 03 20","","1304","1186","#1,063 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21208638-Reviews-McDonald_s-Oslo_Eastern_Norway.html","https://www.mcdonalds.com/no/nb-no.html"
"Munkedamsveien 3, Oslo 0161 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10214662","false","false","59.914566","10.731639","Sunt&Godt Sushi","2","+47 22 83 55 01","","1304","1184","#1,061 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10214662-Reviews-Sunt_Godt_Sushi-Oslo_Eastern_Norway.html",
"Stortorvet 9, Oslo 0155 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10320759","false","false","59.913284","10.745328","Baker Nordby","3","+47 22 67 55 86","","1304","1204","#1,080 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10320759-Reviews-Baker_Nordby-Oslo_Eastern_Norway.html","http://www.bakernordby.no/"
"Kingos gate 1, Oslo 0457 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Middle Eastern","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"post@habsak.no","1500","660",,,"1500","570",,,,,"1500","570",,,,,"1500","570",,,,,"1500","570",,,,,"1500","570",,,,,"1500","660",,,,,"3169864","false","false","59.928333","10.751389","Habsak","192","+47 21 94 90 99","$$ - $$$","1304","120","#112 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3169864-Reviews-Habsak-Oslo_Eastern_Norway.html","https://www.habsak.no"
"Frognerveien 67, Oslo 0266 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food","Norwegian",,,,,,,,,,,,,"mail@annepaalandet.no","1020","660",,,,,,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"8507116","false","false","59.9118","10.731243","Anne pa landet - Frognerparken","3","+47 21 68 70 50","$$ - $$$","1304","1207","#1,083 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8507116-Reviews-Anne_pa_landet_Frognerparken-Oslo_Eastern_Norway.html","http://www.xn--anneplandet-18a.no/"
"Stroemsborgveien 46, Oslo 0287 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,"booking@sult.no","1320","780",,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1418189","false","false","59.895065","10.674481","Hukodden Strandrestaurant","27","+47 22 43 74 62","$$ - $$$","1304","1208","#1,084 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1418189-Reviews-Hukodden_Strandrestaurant-Oslo_Eastern_Norway.html","http://hukodden.no"
"Vitaminveien 7-9, Oslo 0485 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Cafe","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1980","540",,,,,"1860","540",,,,,"2309142","false","false","59.947193","10.774918","Jordbaerpikene Storo","41","+47 406 22 120","$$ - $$$","1304","1201","#1,077 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2309142-Reviews-Jordbaerpikene_Storo-Oslo_Eastern_Norway.html","http://jordbarpikene.no/index.php?page=storo"
"Trondheimsveien 235 Borke Blomster, Oslo 0586 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20262841","false","false","59.93822","10.79048","Blomstercafeen","1","+47 22 22 56 06","","1304","1182","#1,059 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d20262841-Reviews-Blomstercafeen-Oslo_Eastern_Norway.html","http://blomstermarked.no/blomstercafeen/"
"Arvesetveien 2-4 Alnabru, Oslo Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Grill","Norwegian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12832850","false","false","59.93016","10.84511","Byens Beste Polser","2",,"","1304","1188","#1,065 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12832850-Reviews-Byens_Beste_Polser-Oslo_Eastern_Norway.html","https://www.facebook.com/pages/Byens-beste-p%C3%B8lser/189799204392993"
"Nydalen alle 1, Oslo 0484 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"nabfirma@gmail.com","1380","0",,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","0",,,,,"12963283","false","false","59.94856","10.766752","Smak Fastfood","5","+47 22 18 22 15","","1304","1205","#1,081 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12963283-Reviews-Smak_Fastfood-Oslo_Eastern_Norway.html","http://www.facebook.com/smakfastfod/"
"Darres gate 1, Oslo 0175 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2403779","false","false","59.92751","10.75131","Park Bar","1",,"","1304","1209","#1,085 of 1,280 Restaurants in Oslo","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2403779-Reviews-Park_Bar-Oslo_Eastern_Norway.html",
"Stroemsveien 303, Oslo 1081 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian","European","Swedish","Vegetarian Friendly",,,,,,,,,,,,,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1260","540",,,,,"3385127","false","false","59.93354","10.871524","IKEA's Restaurant","63","+47 815 44 000","$","1304","1210","#1,086 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385127-Reviews-IKEA_s_Restaurant-Oslo_Eastern_Norway.html","http://www.ikea.no"
"Langes gate 1a, Oslo 0165 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Turkish","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21261910","false","false","59.91849","10.74028","Casa Bella Delikatesse As","1","+47 909 48 694","$","1304","1183","#1,060 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21261910-Reviews-Casa_Bella_Delikatesse_As-Oslo_Eastern_Norway.html","http://Casabella-0165.com"
"Grensen 20, Oslo 0180 Norway","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Japanese","Sushi","Asian","Vietnamese",,,,,,,,,,,,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1320","780",,,,,"14933917","false","false","59.914352","10.741406","Uchi Sushi","40","+47 948 64 891","$$ - $$$","1304","155","#141 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14933917-Reviews-Uchi_Sushi-Oslo_Eastern_Norway.html","http://www.uchi-oslo.no"
"Waldemar Thranes gate 65, Oslo 0173 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"umamyoslo@gmail.com","1320","720",,,,,,,,,"1320","870",,,,,"1320","870",,,,,"1320","870",,,,,"1320","870",,,,,"1380","720",,,,,"13464365","false","false","59.927807","10.749164","U'MAMY homefood restaurant","74","+47 968 00 801","$$ - $$$","1304","157","#143 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13464365-Reviews-U_MAMY_homefood_restaurant-Oslo_Eastern_Norway.html","http://umamy.no"
"Aasengata 42, Oslo 0480 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Pizza","Italian","European","Vegetarian Friendly",,,,,,,,,,,"lofthus@apentbakeri.no","1320","960",,,,,,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1380","960",,,,,"1380","960",,,,,"2007517","false","false","59.939445","10.773629","Lofthus samvirkelag","150","+47 22 60 06 66","$$ - $$$","1304","160","#145 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2007517-Reviews-Lofthus_samvirkelag-Oslo_Eastern_Norway.html","http://www.lofthussamvirkelag.no/"
"Bernt Ankers gate 7, Oslo 0183 Norway","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"4886354","false","false","59.91656","10.750991","Lille Saigon 1","336","+47 21 38 81 88","$","1304","159","#144 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4886354-Reviews-Lille_Saigon_1-Oslo_Eastern_Norway.html","http://www.lillesaigon1.com"
"Waldemar Thranes gate 70, Oslo 0173 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Pizza","European","Italian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"tranen@lofthussamvirkelag.no","1320","960",,,,,,,,,,,,,,,"1380","960",,,,,"1380","960",,,,,"1440","960",,,,,"1440","960",,,,,"8832265","false","false","59.928112","10.74917","Lofthus Samvirkelag Tranen","131","+47 22 60 06 66","$$ - $$$","1304","152","#138 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8832265-Reviews-Lofthus_Samvirkelag_Tranen-Oslo_Eastern_Norway.html","http://www.tranen.no"
"Soerkedalsveien 81, Oslo 0376 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,"post@bakkekroen.no","1470","720",,,"1470","660",,,,,"1470","660",,,,,"1470","660",,,,,"1470","660",,,,,"1470","660",,,,,"1470","720",,,,,"3384966","false","false","59.93782","10.682924","Bakkekroen","42","+47 22 14 41 59","$$ - $$$","1304","1196","#1,073 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384966-Reviews-Bakkekroen-Oslo_Eastern_Norway.html","http://www.bakkekroen.no"
"Kongsveien 15, Oslo 0193 Norway","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"post@ekebergrestauranten.com","1320","720",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"799302","false","false","59.89946","10.761727","Ekebergrestauranten","909","+47 23 24 23 00","$$$$","1304","151","#137 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d799302-Reviews-Ekebergrestauranten-Oslo_Eastern_Norway.html","http://www.ekebergrestauranten.com/en/"
