"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"94 rue Massena, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"1335","1125",,,,,"840","690","1335","1125",,,"840","690","1335","1125",,,"840","690","1335","1125",,,"840","690","1335","1125",,,"840","690","1335","1125",,,"1335","1125",,,,,"17395031","false","false","45.76606","4.85475","Restaurant Pavot rouge","4","+33 4 78 52 22 53","$$ - $$$","2669","1754","#1,658 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17395031-Reviews-Restaurant_Pavot_rouge-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lepavotrouge.fr"
"102 cours la Fayette, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13322921","false","false","45.762684","4.850616","Cellerier","59","+33 4 78 62 37 75","$$ - $$$","2669","1802","#1,703 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13322921-Reviews-Cellerier-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://cellerier-hallesdelyon.com/"
"39 rue de la Charite, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Wine Bar",,,,,,,,"lyoncharite@mons-fromagerie.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15191348","false","false","45.75163","4.831","Fromagerie Mons la Charite","3","+33 4 78 37 05 10","$$$$","2669","1808","#1,709 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15191348-Reviews-Fromagerie_Mons_la_Charite-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://mons-fromages.com/"
"18 rue Tronchet, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Caribbean","African",,,,,,,"equipe@foodgeez.com",,,,,,,"840","660","1320","1110",,,"840","660","1320","1110",,,"840","660","1320","1110",,,"840","660","1320","1110",,,"1380","1110",,,,,"840","660","1380","1110",,,"19049040","false","false","45.769493","4.845629","Foodgeez","3","+33 7 66 32 02 84","$$ - $$$","2669","1760","#1,664 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19049040-Reviews-Foodgeez-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://foodgeez.com"
"12 rue Palais Grillet, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1331727","false","false","45.76277","4.83514","Le Saint Tropez","13","+33 4 78 42 56 84","","2669","1810","#1,711 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1331727-Reviews-Le_Saint_Tropez-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"4 rue Pierre Corneille, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,"estanco.jus@gmail.com",,,,,,,,,,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"1020","600",,,,,"11810911","false","false","45.767635","4.843071","L'Estanco","32","+33 6 95 05 94 25","$$ - $$$","2669","1128","#1,067 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11810911-Reviews-L_Estanco-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.estancodumarche.fr"
"12 avenue Marechal Foch, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Armenian","Eastern European","Vegetarian Friendly",,,,,,"contact@le-martini.fr",,,,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"960","600",,,,,"10056182","false","false","45.773045","4.84295","Brasserie Le Martini","38","+33 4 78 93 16 61","$$ - $$$","2669","1127","#1,066 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d10056182-Reviews-Brasserie_Le_Martini-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.le-martini.fr/"
"70 boulevard Marius Vivier Merle, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6875396","false","false","45.75678","4.8586","L'Arc en Ciel","6","+33 4 72 60 90 55","","2669","1757","#1,661 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6875396-Reviews-L_Arc_en_Ciel-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"19 rue Cuvier, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19843058","false","false","45.76685","4.84359","L'Avocat Cafe","8","+33 7 67 59 79 36","","2669","1806","#1,707 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19843058-Reviews-L_Avocat_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"32 rue du Bourbonnais, 69009 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5062755","false","false","45.77424","4.80353","Le Clos de L'ange","13","+33 4 69 67 37 47","$$ - $$$","2669","1809","#1,710 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5062755-Reviews-Le_Clos_de_L_ange-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"110 cours Gambetta, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10692233","false","false","45.751427","4.854407","Pat's Caffe","27","+33 4 72 70 53 13","$$ - $$$","2669","1751","#1,655 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d10692233-Reviews-Pat_s_Caffe-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/patscaffelyon/"
"84 rue Boileau, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10810497","false","false","45.76879","4.84897","Naturalmente Italiano","5",,"","2669","1803","#1,704 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d10810497-Reviews-Naturalmente_Italiano-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"94 rue Massena, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Fusion","Vietnamese",,,,,,,,,,,,,,,"900","705",,,,,"900","705",,,,,"900","705","1290","1080",,,"900","705","1290","1080",,,"900","705",,,,,,,,,,,"21275037","false","false","45.76606","4.85475","Banh Mi Kitchen","3","+33 4 78 52 22 53","$","2669","1752","#1,656 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d21275037-Reviews-Banh_Mi_Kitchen-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/Banhmikitchenlyon"
"56 rue Saint Pierre de Vaise, 69009 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Mediterranean","Greek",,,,,,,"contact@o-kypos.fr",,,,,,,"840","720",,,,,"840","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1324796","false","false","45.771915","4.803994","O’Kypos","3","+33 4 78 83 58 56","$$ - $$$","2669","1756","#1,660 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1324796-Reviews-O_Kypos-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.o-kypos.fr/"
"6 rue Pasteur, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,"chezrizlyon@gmail.com","870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"1350","1110",,,,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"6756135","false","false","45.75519","4.841393","Chez Riz","91","+33 4 72 71 47 08","$$ - $$$","2669","1126","#1,065 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6756135-Reviews-Chez_Riz-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.chezriz.fr"
"9 Montee des Carmelites, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7712201","false","false","45.7713","4.82835","L'Atmo Piano Bar","4","+33 4 26 00 93 77","","2669","1813","#34 of 53 Dessert in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7712201-Reviews-L_Atmo_Piano_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"10 avenue Leclerc Sous Le Pont Gallieni, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12982885","false","false","45.74633","4.83279","Le Gold","12","+33 6 59 89 61 99","$$ - $$$","2669","1767","#1,671 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12982885-Reviews-Le_Gold-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.legoldlounge.fr"
"1 rue d Isly Place Tabareau, 69004 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Pizza","Cafe","Fast Food","Deli",,,,,"lebanquetboulangerie@gmail.com",,,,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"1140","390",,,,,"8262489","false","false","45.77467","4.82702","Le Banquet","5","+33 4 78 27 19 44","$","2669","1768","#1,672 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8262489-Reviews-Le_Banquet-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.boulangerie-le-banquet.fr/"
"162 rue Paul Bert, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12778564","false","false","45.75699","4.85801","Toccata Cafe","4","+33 6 85 79 02 92","","2669","1818","#1,717 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12778564-Reviews-Toccata_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/ToccataCafe/"
"43 rue Boileau, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Israeli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11661577","false","false","45.77197","4.84861","Comptoir 43","18",,"","2669","1812","#1,713 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11661577-Reviews-Comptoir_43-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/comptoir43/"
"24 rue Croix Barret, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,,,,,,,"1332171","false","false","45.73661","4.8422","La Pergola","9","+33 4 78 61 39 87","$","2669","1819","#1,718 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1332171-Reviews-La_Pergola-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"17 rue du Chariot D Or Place Bertone, 69004 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Healthy","American","Cafe","Soups","Vegetarian Friendly","Gluten Free Options",,,"contact@tonkacroixrousse.fr",,,,,,,,,,,,,"780","525",,,,,"780","525",,,,,"780","525",,,,,"780","525",,,,,"780","525",,,,,"13219856","false","false","45.77766","4.834803","Tonka Croix Rousse","47","+33 7 69 88 62 01","$$ - $$$","2669","1817","#1,716 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13219856-Reviews-Tonka_Croix_Rousse-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.tonkacroixrousse.fr"
"23 rue Royale, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21250984","false","false","45.77067","4.8373","Le cochon qui boit","3","+33 4 78 27 23 37","","2669","1766","#1,670 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d21250984-Reviews-Le_cochon_qui_boit-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"54 rue de Brest, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,"serviceclient@lelautrec-chocolatier.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14065172","false","false","45.76146","4.83332","Chocolaterie Les Origines Le Lautrec","3","+33 4 72 40 27 08","","2669","1816","#35 of 53 Dessert in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d14065172-Reviews-Chocolaterie_Les_Origines_Le_Lautrec-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.lesorigineslelautrec.com/#about"
"115 Grande Rue Saint-Clair, 69300 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17638185","false","false","45.789993","4.85672","Asie Express","4","+33 9 52 48 63 92","","2669","1763","#1,667 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17638185-Reviews-Asie_Express-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Asie-express-Caluire-1915100058813115/"
"7 rue Pleney, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Wine Bar","French",,,,,,,,,,,,,,"1425","1020",,,,,"1425","1020",,,,,"1425","1020",,,,,"1425","1020",,,,,"900","600","1425","1020",,,"900","600","1425","1020",,,"2436546","false","false","45.76519","4.833231","La Cave D'a Cote","104","+33 4 78 28 31 46","$$ - $$$","2669","1761","#1,665 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2436546-Reviews-La_Cave_D_a_Cote-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.cave-vin-lyon.com/fr/"
"15 rue de la Part Dieu, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Fast Food","Soups",,,,,,,,,,,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,,,,,,,"21164178","false","false","45.75936","4.84332","Ciboulette & Co","3","+33 4 78 79 83 29","$","2669","1770","#1,674 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d21164178-Reviews-Ciboulette_Co-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/cibouletteandco.lyon"
"237 rue Paul Bert, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Latin","Fast Food","Spanish","Street Food","Argentinean","South American",,,,"amigos@muchacha.fr",,,,,,,"870","570",,,,,"870","570",,,,,"870","570",,,,,"870","570",,,,,"870","570",,,,,,,,,,,"19407552","false","false","45.75697","4.864957","Muchacha !","3","+33 4 72 11 33 02","$","2669","1811","#1,712 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19407552-Reviews-Muchacha-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.muchacha.fr"
"58 Passage de l Argue, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8072183","false","false","45.76118","4.83479","Piknik","6","+33 4 78 62 73 65","","2669","1769","#1,673 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8072183-Reviews-Piknik-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"53 Rue Bourse, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11953104","false","false","45.76394","4.83691","Le Bouchon de la Bourse","16","+33 4 78 37 23 47","$$ - $$$","2669","1764","#1,668 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11953104-Reviews-Le_Bouchon_de_la_Bourse-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Le-bouchon-de-la-bourse-374290616084030/"
"124 cours la Fayette, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Thai","Vietnamese",,,,,,,"delicesasie.lyon@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13327183","false","false","45.76355","4.85191","Delices d'Asie","6","+33 4 78 60 35 22","$$ - $$$","2669","1814","#1,714 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13327183-Reviews-Delices_d_Asie-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://delices-dasie-asian-restaurant.business.site/"
"22 rue Gentil Angle Quai Jean Moulin, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","Spanish",,,,,,,"pierre.charvetlyon@gmail.com",,,,,,,,,,,,,"1020","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21295479","false","false","45.76498","4.837889","Quai 22","3","+33 6 99 53 10 50","$$ - $$$","2669","1762","#1,666 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d21295479-Reviews-Quai_22-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://quai22lyon.com"
"77 rue Pierre Corneille, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7224025","false","false","45.76339","4.84399","Le Rendez Vous des Gourmands","7","+33 4 72 61 92 14","$$ - $$$","2669","1765","#1,669 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7224025-Reviews-Le_Rendez_Vous_des_Gourmands-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"21 quai Romain Rolland, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"510","300",,,,,,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"510","300","1380","1140",,,"4101677","false","false","45.76243","4.82877","Restaurant Le 21 Ventuno","6",,"","2669","1815","#1,715 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4101677-Reviews-Restaurant_Le_21_Ventuno-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"17 rue du Docteur Bouchut, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12662488","false","false","45.7599","4.85531","Focaccia by Remy Coste","24",,"$$ - $$$","2669","1820","#1,719 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12662488-Reviews-Focaccia_by_Remy_Coste-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.focaccias.eu"
"25 rue des Capucins, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,"contact@teatempore.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20119799","false","false","45.76961","4.83525","Tea Tempore","3","+33 4 72 45 62 43","","2669","1778","#1,681 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d20119799-Reviews-Tea_Tempore-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/TeaTempore/"
"25 rue Gorge de Loup, 69009 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,"960","420",,,,,"960","420",,,,,"960","420",,,,,"960","420",,,,,"960","420",,,,,,,,,,,"5890881","false","false","45.76987","4.8038","Comptoir du 9Eme","11","+33 4 37 64 61 03","","2669","1777","#1,680 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5890881-Reviews-Comptoir_du_9Eme-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/pages/category/French-Restaurant/Le-comptoir-du-9%C3%A8me-VESA-R%C3%A9ception-113376598767719/"
"53 rue de l Universite, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,"liruiaime@hotmail.com","870","690","1350","1140",,,"870","690","1350","1140",,,"870","690","1350","1140",,,"870","690","1350","1140",,,"870","690","1350","1140",,,"870","690","1350","1140",,,"870","690","1350","1140",,,"4132382","false","false","45.74891","4.842435","Sushimasa","99","+33 4 37 70 60 52","$$ - $$$","2669","1823","#1,722 of 2,792 Restaurants in Lyon","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4132382-Reviews-Sushimasa-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.sushimasa-lyon.fr/"
"33 rue Leon Jouhaux, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15707623","false","false","45.75671","4.85394","Liban Market","3",,"$","2669","1828","#1,727 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15707623-Reviews-Liban_Market-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"6 rue du petit David, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European",,,,,,,,,,,,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1330931","false","false","45.761906","4.8325","Detends-toi encore","155","+33 4 78 42 54 51","$$ - $$$","2669","1821","#1,720 of 2,792 Restaurants in Lyon","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1330931-Reviews-Detends_toi_encore-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.petitpaume.com/etablissement/detends-toi-encore.htm"
"22 quai Perrache, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,"1350","1140",,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"1350","1140",,,,,"3862987","false","false","45.74403","4.82626","Pizza Vito","19","+33 4 78 42 62 36","","2669","1830","#1,729 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3862987-Reviews-Pizza_Vito-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"31 rue Longefer, 69008 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"6762403","false","false","45.73863","4.87851","A La Belle Epoque","6","+33 4 82 75 73 20","$","2669","1829","#1,728 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6762403-Reviews-A_La_Belle_Epoque-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://nixdo.com/a-la-belle-epoque"
"53 rue de Trion, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Bar","Pub","French",,,,,,,,,,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"8376187","false","false","45.75708","4.81552","Brasserie le Terminus","16","+33 4 78 25 21 13","$$ - $$$","2669","1826","#1,725 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8376187-Reviews-Brasserie_le_Terminus-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"30 rue Denuziere, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,"boulangerieles3v@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19437026","false","false","45.74578","4.82038","Boulangerie les 3 V","3","+33 4 78 03 18 68","$","2669","1774","#19 of 32 Bakeries in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19437026-Reviews-Boulangerie_les_3_V-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/boulangerieles3V/"
