"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rua dos Bragas 282, Porto 4050-122 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14996657","false","false","41.15265","-8.61695","Grill4u","1","+351 912 089 321","","1993","1715","#1,561 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14996657-Reviews-Grill4u-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Grill4u-restaurante-2072303216143085/"
"Rua da Boavista 442 R/c, Porto 4050-103 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Brazilian","African","European","Portuguese","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13991511","false","false","41.15622","-8.6185","Santa Panca","1","+351 22 096 7129","$$ - $$$","1993","1717","#1,563 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13991511-Reviews-Santa_Panca-Porto_Porto_District_Northern_Portugal.html",
"Rua de Costa Cabral 2871 Areosa, Porto 4200-234 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"cafeluar51@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13817752","false","false","41.18087","-8.58349","Lobo & Lobo Lda","2","+351 22 549 1263","","1993","1711","#1,557 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13817752-Reviews-Lobo_Lobo_Lda-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/cafeluar/"
"Praca Dona Filipa de Lencastre 62, Porto 4050-259 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1381899","false","false","41.14794","-8.61296","Boca do Lobo","3",,"","1993","1713","#1,559 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1381899-Reviews-Boca_do_Lobo-Porto_Porto_District_Northern_Portugal.html","http://www.bocadolobo.com/"
"Rua Jorge Reinel 19, Porto 4150-436 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"2693467","false","false","41.1612","-8.65821","Churrasqueira Marechal","9","+351 917 414 552","","1993","1714","#1,560 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2693467-Reviews-Churrasqueira_Marechal-Porto_Porto_District_Northern_Portugal.html",
"Rua Goncalo Cristovao 144, Porto 4000-264 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3964096","false","false","41.15367","-8.60768","Big Ben","29","+351 22 201 0871","$","1993","1719","#1,565 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3964096-Reviews-Big_Ben-Porto_Porto_District_Northern_Portugal.html","http://Www.Bigben24.com"
"Rua da Constituicao 1365, Porto 4250-168 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15035369","false","false","41.163223","-8.614066","Tiberius","1","+351 22 014 4585","$$ - $$$","1993","1716","#1,562 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15035369-Reviews-Tiberius-Porto_Porto_District_Northern_Portugal.html",
"Rua de Diu, Porto 4150-230 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Contemporary","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14183621","false","false","41.15379","-8.67507","Hamburgueria do Mercado","2","+351 967 150 060","$$ - $$$","1993","1720","#1,566 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14183621-Reviews-Hamburgueria_do_Mercado-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/hamburgueriamercado/"
"Rua de S. Bras, 401, Porto 4000-496 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Soups",,,,,,,,"gavetocafe@gmail.com",,,,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"930","450",,,,,"13983709","false","false","41.160496","-8.610012","Cafe Gaveto","1","+351 22 400 1151","$","1993","1718","#1,564 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13983709-Reviews-Cafe_Gaveto-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/CafeGaveto/"
"Rua da Boavista 442, Porto 4050-103 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","African","European","Portuguese",,,,,,,,"kalutitarestaurantebar@gmail.com","1440","1080",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1560","840",,,,,"1560","840",,,,,"8177867","false","false","41.1562","-8.618544","KALUTITA - Restaurante Bar","2","+351 939 064 577","$$ - $$$","1993","1712","#1,558 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8177867-Reviews-KALUTITA_Restaurante_Bar-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/kalutita"
"Rua do Bonjardim 87, Porto 4000-124 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,,,,,,,"2463262","false","false","41.14722","-8.609535","Restaurante A Regaleira","275","+351 22 200 6465","$$ - $$$","1993","1724","#1,570 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2463262-Reviews-Restaurante_A_Regaleira-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Restaurante-A-Regaleira-610817205598762"
"Praca Carlos Alberto 22, Porto 4050-157 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13154086","false","false","41.14632","-8.611623","Celeste","22","+351 253 520 460","$","1993","1726","#1,572 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13154086-Reviews-Celeste-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/GrupoCeleste/"
"Tv. Cadoucos 12, Porto 4150-161 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Contemporary","International","Portuguese",,,,,,,"ola@otravessa.pt","780","630",,,,,"900","750","1350","1080",,,"900","750","1350","1080",,,"900","750","1350","1080",,,"900","750","1350","1080",,,"900","750","1350","1080",,,"780","630",,,,,"12924018","false","false","41.15194","-8.6746","O Travessa","33","+351 22 610 5234","$$ - $$$","1993","1722","#1,568 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12924018-Reviews-O_Travessa-Porto_Porto_District_Northern_Portugal.html","http://www.otravessa.pt"
"Rua do Amial 720, Porto 4200-055 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10451432","false","false","41.179066","-8.614012","Confeitaria Divinal","7","+351 22 491 5342","","1993","1730","#1,576 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10451432-Reviews-Confeitaria_Divinal-Porto_Porto_District_Northern_Portugal.html",
"Rua de Santo Ildefonso,316, Porto 4000 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12834138","false","false","41.14826","-8.59866","Tasquinha do Luis","8","+351 22 536 1553","$","1993","1729","#1,575 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12834138-Reviews-Tasquinha_do_Luis-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Tasquinha-do-Lu%C3%ADs-212611915758415/"
"Praca de Dom Afonso V 55, Porto 4150-024 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000987","false","false","41.15946","-8.66551","Casa Bacelar","1","+351 22 618 1783","","1993","1723","#1,569 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14000987-Reviews-Casa_Bacelar-Porto_Porto_District_Northern_Portugal.html",
"Rua do Almada 14, Porto 4050-030 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"fo.goldsmith@pestana.com","1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1440","450",,,,,"1440","450",,,,,"16775158","false","false","41.146214","-8.611892","AURU Rooftop Bar","5","+351 21 041 7170","$$ - $$$","1993","1728","#1,574 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d16775158-Reviews-AURU_Rooftop_Bar-Porto_Porto_District_Northern_Portugal.html","http://www.pestana.com/en/hotel/pestana-porto-goldsmith/dining"
"Rua 31 de Janeiro 48, Porto 4000-330 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"madeirataste@calhetahouses.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12228126","false","false","41.14605","-8.60988","Secret Bar e Snacks","2","+351 925 594 448","$$ - $$$","1993","1721","#1,567 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12228126-Reviews-Secret_Bar_e_Snacks-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Secret-Bar-e-snacks-431531796998736/"
"Estrada Da Circunvalacao, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"7375639","false","false","41.16925","-8.57067","Tentacao Do Sabor","2","+351 939 539 533","","1993","1725","#1,571 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7375639-Reviews-Tentacao_Do_Sabor-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/tentacaodosabor.pt"
"Rua Cimo de Vila 25-G, Porto 4000-170 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"3190989","false","false","41.14445","-8.60887","Meia Pipa","2",,"","1993","1727","#1,573 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3190989-Reviews-Meia_Pipa-Porto_Porto_District_Northern_Portugal.html","http://meiapipa.pai.pt/"
"Rua Joao Grave 139, Porto 4150-428 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Cafe","Fast Food","Contemporary","Healthy","South American",,,,,"emporiovegporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13140704","false","false","41.15986","-8.64438","Emporio Veg","1","+351 910 151 625","$","1993","1732","#1,577 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13140704-Reviews-Emporio_Veg-Porto_Porto_District_Northern_Portugal.html","http://www.emporioveg.com"
"Rua Candida Sa de Albergaria 224 Foz do Douro, junto a praça Liege, Porto 4150-184 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3172136","false","false","41.15406","-8.6762","Clik","4",,"","1993","1736","#1,581 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3172136-Reviews-Clik-Porto_Porto_District_Northern_Portugal.html",
"Avenida DA Boavista, 1269 Porto Palácio Congress Hotel & Spa, Porto 4100-130 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12461553","false","false","41.15935","-8.63857","Restaurante Madruga","3","+351 22 608 6600","","1993","1740","#1,584 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12461553-Reviews-Restaurante_Madruga-Porto_Porto_District_Northern_Portugal.html",
"Travessa Liceiras 10, Porto 4000-323 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7971951","false","false","41.1504","-8.60946","Tendinha Da Trindade","5","+351 917 296 430","","1993","1735","#1,580 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7971951-Reviews-Tendinha_Da_Trindade-Porto_Porto_District_Northern_Portugal.html",
"Rua de Mouzinho da Silveira 308, Porto 4050-418 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6105317","false","false","41.14461","-8.61147","Sugarland Candy Bar","3",,"","1993","1738","#83 of 95 Dessert in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6105317-Reviews-Sugarland_Candy_Bar-Porto_Porto_District_Northern_Portugal.html",
"Estrada da Circunvalacao 15753, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12543289","false","false","41.17281","-8.682644","Q'Tal","2",,"","1993","1734","#1,579 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12543289-Reviews-Q_Tal-Porto_Porto_District_Northern_Portugal.html",
"Rua de Afonso Baldaia 450, Porto 4150-016 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12910175","false","false","41.157265","-8.670398","Lm Delicias","1","+351 22 616 2416","","1993","1739","#1,583 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12910175-Reviews-Lm_Delicias-Porto_Porto_District_Northern_Portugal.html",
"Rua de Sao Gens 3394, Porto 4460-282 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"cmas260167@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13295385","false","false","41.189774","-8.640386","Cultural Cafe Bar","1","+351 914 526 562","$$ - $$$","1993","1731","#84 of 93 Coffee & Tea in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13295385-Reviews-Cultural_Cafe_Bar-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/cafecultural.cc/"
"Rua Miguel Bombarda 267, Porto 4050-381 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"welcome@pensaofavorita.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6989479","false","false","41.149506","-8.620047","Pensao Favorita Cafetaria","2","+351 22 013 4157","","1993","1737","#1,582 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6989479-Reviews-Pensao_Favorita_Cafetaria-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/favoritapensao"
"Rua Jose Falcao, Porto 4050-316 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Diner",,,,,,,,,,,,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1740","480",,,,,"1740","480",,,,,"1740","480",,,,,"5964501","false","false","41.156036","-8.574274","Maximo Cafe - Bar","9","+351 22 201 4200","$","1993","1733","#1,578 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5964501-Reviews-Maximo_Cafe_Bar-Porto_Porto_District_Northern_Portugal.html",
"Rua Canastreiros 22 Ribeira, Porto 4050-149 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"cubofamilyhouse@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13530541","false","false","41.140533","-8.612178","O Cubo","71","+351 22 332 3782","$$ - $$$","1993","1745","#1,589 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13530541-Reviews-O_Cubo-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Casa-O-Cubo-Family-House-1778098092430986/"
"Rua Conde de Vizela 89, Porto 4050-640 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7266583","false","false","41.14675","-8.61364","D Kitchen","1","+351 914 287 391","","1993","1741","#1,585 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7266583-Reviews-D_Kitchen-Porto_Porto_District_Northern_Portugal.html",
"Estrada da Circunvalacao 7938A, Porto 4200-162 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"11903369","false","false","41.18421","-8.603616","O Cantinho Da Gula","1",,"","1993","1750","#1,594 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11903369-Reviews-O_Cantinho_Da_Gula-Porto_Porto_District_Northern_Portugal.html",
"Rua Miguel Bombarda 319, Porto 4050-381 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10746597","false","false","41.14962","-8.62068","Vila Real Cafe","1","+351 22 203 3035","$","1993","1746","#1,590 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10746597-Reviews-Vila_Real_Cafe-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Vila-Real-Caf%C3%A9-409292132607546/"
"Rua Vilar 155, Porto 4050-626 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8627245","false","false","41.15076","-8.628333","Confeitaria Suclo","2","+351 22 600 1400","$","1993","1748","#1,592 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8627245-Reviews-Confeitaria_Suclo-Porto_Porto_District_Northern_Portugal.html",
"Travessa do Ribeiro, Porto 4200-461 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4267997","false","false","41.17501","-8.60601","Bar Do Henrique","3",,"","1993","1743","#1,587 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4267997-Reviews-Bar_Do_Henrique-Porto_Porto_District_Northern_Portugal.html",
"Rua Sobreiras 636, Porto 4150-713 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"andreia.areias@genesedotempo.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4259001","false","false","41.14752","-8.66102","Restaurante Bartolomeo's","5","+351 22 615 5911","","1993","1749","#1,593 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4259001-Reviews-Restaurante_Bartolomeo_s-Porto_Porto_District_Northern_Portugal.html","http://www.genesedotempo.pt"
"Rua Breiner 435, Porto 4050-127 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Italian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12207955","false","false","41.15025","-8.6228","Restaurante 7 Francesinhas","34","+351 22 960 0763","$$ - $$$","1993","1744","#1,588 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12207955-Reviews-Restaurante_7_Francesinhas-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/restaurantesetefrancesinhas/"
"St. Ildefonso, Porto 4000-102 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8720514","false","false","41.14621","-8.60515","Cafe Chavez de Ouro","4","+351 22 327 1881","","1993","1747","#1,591 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8720514-Reviews-Cafe_Chavez_de_Ouro-Porto_Porto_District_Northern_Portugal.html",
"Rua Santa Teresa 28, Porto 4050-537 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Mediterranean","European","Portuguese",,,,,,,"geral@olirestaurante.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4064563","false","false","41.14782","-8.61417","Oli Restaurante","3","+351 22 208 1622","","1993","1742","#1,586 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4064563-Reviews-Oli_Restaurante-Porto_Porto_District_Northern_Portugal.html",
"Rua de Camoes 313, Porto 4000-145 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21205446","false","false","41.15472","-8.61016","Boteco Pra Comecar","1","+351 910 755 722","","1993","1766","#1,610 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d21205446-Reviews-Boteco_Pra_Comecar-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Boteco-Pra-Come%C3%A7ar-101066844968784/"
"Praca Mouzinho de Albuquerque 113 Avenida Da Boavista, Porto 4100-359 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"fgabfreire@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8051996","false","false","41.15723","-8.62801","Maria Feijao","1",,"","1993","1776","#1,619 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8051996-Reviews-Maria_Feijao-Porto_Porto_District_Northern_Portugal.html",
"Rua de Cedofeita 455, Porto 4050-181 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5959868","false","false","41.15461","-8.61906","Restaurante Tipico Cantinho Da Teresinha","1","+351 22 200 2586","","1993","1775","#1,618 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5959868-Reviews-Restaurante_Tipico_Cantinho_Da_Teresinha-Porto_Porto_District_Northern_Portugal.html",
"Praca Dona Filipa de Lencastre 29, Porto 4050-259 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","American","Grill","Portuguese","Vegetarian Friendly",,,,,"bxferhote@sapo.pt",,,,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"120","0","1560","420",,,"1440","420",,,,,"12800426","false","false","41.148067","-8.612601","Sical","27","+351 22 205 6148","$","1993","1771","#85 of 93 Coffee & Tea in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12800426-Reviews-Sical-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/SicalBx/"
"Rua do Doutor Joaquim Pires de Lima 27 R/C, Porto 4200-349 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese","Asian",,,,,,,,"porto@sushiemtuacasa.pt","840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"14011974","false","false","41.16636","-8.59758","Sushi em tua casa","20","+351 934 411 583","$$ - $$$","1993","1773","#1,616 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14011974-Reviews-Sushi_em_tua_casa-Porto_Porto_District_Northern_Portugal.html","https://sushiemtuacasa.pt/"
