"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Hold utca 13. Gallery of Hold Utca Food Market, Budapest 1054 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10226313","false","false","47.50493","19.052773","Bullseye Steak & Grill House","4","+36 30 698 2065","$$ - $$$","3271","2980","#2,495 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10226313-Reviews-Bullseye_Steak_Grill_House-Budapest_Central_Hungary.html","http://www.facebook.com/bullseyesteak/"
"Uelloi ut 133-137, Budapest 1091 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10324982","false","false","47.47209","19.10695","McDonald","4",,"","3271","2976","#136 of 153 Quick Bites in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10324982-Reviews-McDonald-Budapest_Central_Hungary.html","http://www.mcdonalds.hu/ettermeink/budapest-ulloi-ut"
"Kolostor ut 18, Budapest 1037 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,"info@pestopizza.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8619198","false","false","47.53542","19.02639","Pesto Pizza","7","+36 1 400 7070","$","3271","2979","#2,494 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8619198-Reviews-Pesto_Pizza-Budapest_Central_Hungary.html","http://www.pestopizza.hu"
"Vaci utca 60., Budapest 1056 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian","International",,,,,,,,,,,,"burakgastro2@gmail.com","1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"696021","false","false","47.489777","19.055643","Verne Restaurant","296","+36 70 606 6649","$$ - $$$","3271","3117","#2,618 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d696021-Reviews-Verne_Restaurant-Budapest_Central_Hungary.html","http://www.vernerestaurant.com"
"Karman utca 3, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"12320206","false","false","47.509174","19.059107","Pizza Monkey","20","+36 30 222 1000","$$ - $$$","3271","3120","#2,620 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12320206-Reviews-Pizza_Monkey-Budapest_Central_Hungary.html","http://pest.pizzamonkey.hu/"
"Thokoly Utca 44, Budapest 1146 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"12161695","false","false","47.50434","19.08907","Aranytolcser Cukraszda-Kavehaz","7",,"","3271","2978","#2,493 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12161695-Reviews-Aranytolcser_Cukraszda_Kavehaz-Budapest_Central_Hungary.html",
"Muzeum Korut 41, Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"European","Middle Eastern","Hungarian",,,,,,,,,,,,"ropogo@ropogo.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23259430","false","false","47.490585","19.061422","Ropogo","0","+36 20 959 4449","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d23259430-Reviews-Ropogo-Budapest_Central_Hungary.html","http://www.ropogo.hu/"
"Deak Ferenc Utca 10, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"8504712","false","false","47.496975","19.053938","KFC","117","+36 1 610 5717","$","3271","3119","#142 of 153 Quick Bites in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8504712-Reviews-KFC-Budapest_Central_Hungary.html","https://kfc.hu/main/home/restaurants?y_source=1_MTYwMjAxNTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Lovohaz utca 12., Budapest 1026 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Soups",,,,,,,,,,,,,,"info@alaplebar.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23117697","false","false","47.5091","19.025358","Alaple Bar","0","+36 30 019 7911","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d23117697-Reviews-Alaple_Bar-Budapest_Central_Hungary.html","http://alaplebar.hu/"
"Dohany utca 56, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15237862","false","false","47.49791","19.06871","Didzsla Grill-Kebab","1","+36 30 657 9659","","3271","3118","#2,619 of 3,061 Restaurants in Budapest","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15237862-Reviews-Didzsla_Grill_Kebab-Budapest_Central_Hungary.html","https://www.facebook.com/Didzsla-Grill-Kebab-578314038948199/"
"Dozsa Gyorgy ut 84. A, Budapest 1068 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21151407","false","false",,,"Cafe Frei Liget Center","1",,"","3271","2547","#270 of 324 Coffee & Tea in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21151407-Reviews-Cafe_Frei_Liget_Center-Budapest_Central_Hungary.html","http://www.cafefrei.hu"
"Szentmihalyi ut 167-169., Budapest 1154 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12858349","false","false","47.549206","19.148943","PletykaFeszek","0","+36 70 562 5434","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12858349-Reviews-PletykaFeszek-Budapest_Central_Hungary.html","http://www.facebook.com/pletykafeszekkavezo/"
"Szepvoelgyi ut 62/B, Budapest 1025 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8661970","false","false","47.53019","19.02804","Volgy Etterem","10","+36 30 288 8851","$$ - $$$","3271","2977","#2,492 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8661970-Reviews-Volgy_Etterem-Budapest_Central_Hungary.html","http://www.volgyvendeglo.hu"
"Hollan Erno utca 20, Budapest 1136 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21248293","false","false",,,"Sovany Vigasz","2","+36 70 593 2000","","3271","2974","#2,490 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21248293-Reviews-Sovany_Vigasz-Budapest_Central_Hungary.html","http://www.facebook.com/sovanyvigasz/"
"Andor Utca 47-49, Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,,,,,,,"18970744","false","false","47.45813","19.02416","M4 Bisztro","2","+36 1 911 0111","","3271","2975","#2,491 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d18970744-Reviews-M4_Bisztro-Budapest_Central_Hungary.html","http://www.m4bisztro.hu"
"Meszaros utca 2., Budapest 1016 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"840","480",,,,,"13373018","false","false","47.496357","19.03083","A kis pekinas- Le Petit Boulanger","3","+36 20 499 5352","$","3271","3113","#61 of 66 Bakeries in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13373018-Reviews-A_kis_pekinas_Le_Petit_Boulanger-Budapest_Central_Hungary.html","https://www.facebook.com/akispekinas/"
"1047. Bp. Deak Ferenc Utca 17, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,,"European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23137374","false","false",,,"Lacika Konyhaja","0","+36 20 243 0839","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d23137374-Reviews-Lacika_Konyhaja-Budapest_Central_Hungary.html",
"Wesselenyi u. 34, Budapest 1077 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"American","Turkish","Greek","Russian",,,,,,,,,,,"potatoskumpir@gmail.com","1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"22874607","false","false","47.498978","19.066048","Miss Potato - Krumpli Bar","0","+36 20 274 1311","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d22874607-Reviews-Miss_Potato_Krumpli_Bar-Budapest_Central_Hungary.html","http://miss-potato-krumpli-bar.business.site/"
"Szantofold Ut 1, Budapest 1151 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21178072","false","false","47.516582","19.092281","Panirbar","1","+36 30 998 0382","","3271","2543","#2,102 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21178072-Reviews-Panirbar-Budapest_Central_Hungary.html","https://www.panirbar.com/"
"Kinizsi ut 11., Budapest 1092 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Street Food",,,,,,,,,,,,,"elmextaqueria@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13559638","false","false","47.484352","19.063799","El Mexicano","11","+36 30 568 6025","$","3271","2544","#2,103 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13559638-Reviews-El_Mexicano-Budapest_Central_Hungary.html","https://www.facebook.com/elmexicano.hu/"
"1075 Budapest, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"meriodu22@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10221858","false","false","47.51829","19.17405","Gulyas Bistro","2",,"","3271","2971","#2,487 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10221858-Reviews-Gulyas_Bistro-Budapest_Central_Hungary.html",
"Becsi u. 2, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21292625","false","false",,,"Vin.Vin City","0","+36 30 223 4222","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21292625-Reviews-Vin_Vin_City-Budapest_Central_Hungary.html","https://www.facebook.com/VinVin-City-128680568760788/"
"Fehervari ut 88/b., Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1230","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1230","600",,,,,"10748374","false","false","47.462933","19.042662","Fz88 Chinese Restaurant","2",,"","3271","2972","#2,488 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10748374-Reviews-Fz88_Chinese_Restaurant-Budapest_Central_Hungary.html",
"Budaoersi ut 7, Budapest 1118 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Hungarian",,,,,,,,,,,"levelezes@johnbull.hu","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"2070774","false","false","47.48475","19.02514","Vighajos John Bull Pub","16","+36 1 319 8751","$$ - $$$","3271","2541","#2,100 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2070774-Reviews-Vighajos_John_Bull_Pub-Budapest_Central_Hungary.html","http://www.johnbull.hu/"
"Nagyszombat utca 14., Budapest 1183 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7900248","false","false","47.531986","19.037554","Teatrum Etkezde","2","+36 1 379 6219","","3271","2548","#271 of 324 Coffee & Tea in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7900248-Reviews-Teatrum_Etkezde-Budapest_Central_Hungary.html",
"Kazinczy utca 52/b, Budapest 1075 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Eastern European","Central European","Gluten Free Options",,,,,,,,,,"1560","720",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","720",,,,,"3635317","false","false","47.499172","19.060389","400 Bar","181","+36 20 776 0765","$$ - $$$","3271","2549","#2,106 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3635317-Reviews-400_Bar-Budapest_Central_Hungary.html","http://400bar.hu/"
"Rakoczi Ut 40 Inside Museum of Sweets & Selfies: Bubbles, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"International","American",,,,,,,,,,,,,"info@szelfimuzeum.hu","1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"20006126","false","false","47.496845","19.068825","Bubble Pool Bar","0","+36 30 151 8087","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d20006126-Reviews-Bubble_Pool_Bar-Budapest_Central_Hungary.html","https://szelfimuzeum.hu/en/szelfi-2/"
"Dohany Utca 1a by Great Synagogue, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","International",,,,,,,,,,,,"info@cafezenit.hu","1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1140","540",,,,,"1140","540",,,,,"6002349","false","false","47.495724","19.060003","Bistro Synago","119","+36 1 613 4906","$$ - $$$","3271","3116","#295 of 324 Coffee & Tea in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6002349-Reviews-Bistro_Synago-Budapest_Central_Hungary.html","https://www.facebook.com/pg/BistroSynago/about/?ref=page_internal"
"Vaci ut 1-3., Budapest 1061 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"12072662","false","false","47.51438","19.059708","Okay Italia - Westend","57","+36 30 558 0567","$$ - $$$","3271","2984","#2,498 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12072662-Reviews-Okay_Italia_Westend-Budapest_Central_Hungary.html","http://okayitalia.hu/westend/"
"Pilvax koez 3, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3516209","false","false","47.49421","19.05525","Obzidian Cafe","5",,"","3271","2981","#2,496 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3516209-Reviews-Obzidian_Cafe-Budapest_Central_Hungary.html",
"Arpad ut 183-185., Budapest 1045 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,"info@pizzaforte.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10073745","false","false","47.56194","19.10642","Pizza Forte","2","+36 1 388 8888","$","3271","2986","#2,500 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10073745-Reviews-Pizza_Forte-Budapest_Central_Hungary.html","https://www.facebook.com/pizzaforte"
"Hungaria koerut 116-118., Budapest 1143 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10070254","false","false","47.508472","19.101507","BURGER KING - Hungaria","3","+36 1 422 0218","$","3271","2983","#2,497 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10070254-Reviews-BURGER_KING_Hungaria-Budapest_Central_Hungary.html","http://www.burgerking.hu/"
"Margit korut 14., Budapest 1027 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Hungarian",,,,,,,,,,,,"info@mentaterasz.hu","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"952071","false","false","47.513958","19.035822","Menta Terasz","48","+36 1 794 4909","$$ - $$$","3271","2987","#2,501 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d952071-Reviews-Menta_Terasz-Budapest_Central_Hungary.html","http://www.mentaterasz.hu"
"Marko utca 33, Budapest 1055 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696113","false","false","47.50867","19.05458","Szindbad","1","+36 1 332 2966","","3271","2988","#2,502 of 3,061 Restaurants in Budapest","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d696113-Reviews-Szindbad-Budapest_Central_Hungary.html",
"Tartsay Vilmos U. 21b, Budapest 1126 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21121853","false","false",,,"Olive Di Fragola","1","+36 20 613 8603","","3271","2550","#2,107 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21121853-Reviews-Olive_Di_Fragola-Budapest_Central_Hungary.html","https://www.fragolafagylaltozo.hu/uzleteink"
"Klauzal Ter. 13, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Hungarian",,,,,,,,,,,,,,"komenybisztro@gmail.com","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"20314618","false","false","47.50052","19.063858","Komeny","0","+36 70 773 3333","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d20314618-Reviews-Komeny-Budapest_Central_Hungary.html","https://www.facebook.com/komenybistro/?ref=br_rs"
"Ond vezer park, Budapest 1144 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"American","European","Eastern European","Central European","Hungarian",,,,,,,,,,"worldburgerbp@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13835485","false","false","47.506527","19.147348","World Burger","0","+36 30 422 7029","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13835485-Reviews-World_Burger-Budapest_Central_Hungary.html","https://www.facebook.com/worldburgerbp/"
"Oktober Huszonharmadika Str. 8-10 Allee Shopping Center, Budapest 1117 Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"19413962","false","false","47.474586","19.049566","Haagen-Dazs","0","+36 20 289 6603","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19413962-Reviews-Haagen_Dazs-Budapest_Central_Hungary.html","https://www.generalmills.com/en/Brands/ice-cream/haagen-dazs"
"Dohany utca 54, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"European",,,,,,,,,,,,,,"balazspipi@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8844318","false","false","47.49768","19.06835","Fald fel Ausztriat","0","+36 70 433 4840","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8844318-Reviews-Fald_fel_Ausztriat-Budapest_Central_Hungary.html","https://www.facebook.com/Fald-fel-Ausztri%C3%A1t-191209824543272"
"Vadaskerti Utca 1-3., Budapest 1021 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"American","Bar","Cafe","European","Grill","Pub","Hungarian",,,,,,,,"happyguyskft@gmail.com",,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"17794261","false","false","47.53301","18.98291","Momentan Bisztro","0","+36 30 582 3395","$$$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17794261-Reviews-Momentan_Bisztro-Budapest_Central_Hungary.html","http://momentanbisztro.eatbu.com"
"Fay U. 20, Budapest 1139 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Italian","Pizza","Healthy","Soups",,,,,,,,,,,"1pizza@1pizza.hu","1350","630",,,,,,,,,,,,,,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"20931277","false","false","47.536846","19.076408","#1Pizza","0","+36 30 785 8000","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d20931277-Reviews-1Pizza-Budapest_Central_Hungary.html","http://1pizza.hu"
"Raday utca 22, Budapest 1092 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"1440","720",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","720",,,,,"7989806","false","false","47.48664","19.063673","Pink Cadillac","175","+36 1 216 1412","$$ - $$$","3271","2990","#2,504 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7989806-Reviews-Pink_Cadillac-Budapest_Central_Hungary.html",
"Terez Korut 52., Budapest 1066 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Bar","Pub","Wine Bar",,,,,,,,,,,,"hello@flekkmarketing.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21265999","false","false","47.508522","19.058283","Neighborhodd Bar","0","+36 30 508 6081","$$$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21265999-Reviews-Neighborhodd_Bar-Budapest_Central_Hungary.html","https://www.facebook.com/terezkorut52"
"Fo ter 2., Budapest 1033 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Cafe","European","Diner","Healthy","Hungarian",,,,,,,,,,"info@esernyos.hu","900","600",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","600",,,,,"15813536","false","false","47.541603","19.045292","Esernyos - Obuda Cultural, Tourist and Information Point","0","+36 30 883 1953","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15813536-Reviews-Esernyos_Obuda_Cultural_Tourist_and_Information_Point-Budapest_Central_Hungary.html","https://esernyos.hu/about-us"
"Budafoki ut 56., Budapest 1117 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"European","Hungarian",,,,,,,,,,,,,"info@thebpfoodie.com",,,,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1380","600",,,,,"13010483","false","false","47.46129","19.052937","The BP Foodie","0","+36 20 508 9008","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13010483-Reviews-The_BP_Foodie-Budapest_Central_Hungary.html","http://www.thebpfoodie.com"
"Fo utca 8, Budapest 1011 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6930009","false","false","47.499454","19.039928","Seoul House","46","+36 1 201 9607","$$ - $$$","3271","3112","#2,615 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6930009-Reviews-Seoul_House-Budapest_Central_Hungary.html",
