"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jardim Avelar Brotero, 2810, Lisbon 1350-279 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"altodosanto@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21500626","false","false","38.704197","-9.184696","Quiosque Alto do Santo","2","+351 932 600 828","","4829","3313","#3,062 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21500626-Reviews-Quiosque_Alto_do_Santo-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/Quiosque-Alto-do-Santo-126410091294343/?ref=page_internal"
"Rua da Palma 245 Lisboa, Lisbon 1100-391 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3702576","false","false","38.7192","-9.135635","Restaurante Japones Dao","92","+351 967 626 808","$","4829","3234","#2,985 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3702576-Reviews-Restaurante_Japones_Dao-Lisbon_Lisbon_District_Central_Portugal.html","http://www.naosei.pt"
"Rua Penha de Franca 193b, Lisbon 1170-303 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"13495398","false","false","38.72756","-9.13077","Sabores da Penha","3","+351 21 812 1141","","4829","3235","#2,986 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d13495398-Reviews-Sabores_da_Penha-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Martens Ferrao, 9B, 1050-159, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Cafe","Diner","South American",,,,,,,,,,,,,,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"960","540",,,,,"17762441","false","false","38.72923","-9.14825","Canela's Brasil","2","+351 21 019 2340","","4828","3454","#3,200 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17762441-Reviews-Canela_s_Brasil-Lisbon_Lisbon_District_Central_Portugal.html",
"Av. Visc. de Valmor 32C, Lisbon 1050-240 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17487874","false","false","38.7382","-9.14705","Pastelaria O Visconde","2","+351 21 796 9878","","4828","3447","#3,193 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17487874-Reviews-Pastelaria_O_Visconde-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Fontes Pereira de Melo 51 Centro Comercial Monumentall, Lisbon 1050-120 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4298451","false","false","38.73309","-9.14553","Bar Cafe Medeia","22","+39 21 314 3396","$$ - $$$","4828","3446","#3,192 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4298451-Reviews-Bar_Cafe_Medeia-Lisbon_Lisbon_District_Central_Portugal.html",
"R. Galvao 91, Lisbon 1400-338 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17561061","false","false","38.70349","-9.20387","Restaurante O Galvao","2","+351 21 363 1031","","4828","3453","#3,199 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17561061-Reviews-Restaurante_O_Galvao-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Dom Pedro V, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1200","360",,,,,"1230","360",,,,,"1230","360",,,,,"1230","360",,,,,"1230","360",,,,,"1230","360",,,,,"1200","360",,,,,"5979704","false","false","38.71574","-9.14622","Pastelaria Anaflor","5","+351 21 959 4868","","4828","3451","#3,197 of 4,919 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5979704-Reviews-Pastelaria_Anaflor-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/PastelariaAnaflor"
"Avenida da Liberdade, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12149444","false","false","38.71911","-9.14566","Parque Mayer","4",,"","4828","3450","#3,196 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12149444-Reviews-Parque_Mayer-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Cidade de Luanda 1 A Olivais, Lisbon 1800-094 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"marketing@restibrands.com","930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1410","1140",,,"930","720","1410","1140",,,"15291059","false","false","38.767776","-9.10985","Hamburgues, hamburgueres artesanais","2","+351 935 273 137","$$ - $$$","4828","3449","#3,195 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15291059-Reviews-Hamburgues_hamburgueres_artesanais-Lisbon_Lisbon_District_Central_Portugal.html","http://www.hamburgues.net"
"Avenida Dom Carlos I 42, Lisbon 1200-646 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean",,,,,,,,,,,"comunicacion@latagliatella.es","780","660",,,,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"780","660",,,,,"19852561","false","false","38.70791","-9.15259","La Tagliatella Portugal Santos, Lisboa","14","+351 21 050 2016","$$ - $$$","4828","3452","#3,198 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d19852561-Reviews-La_Tagliatella_Portugal_Santos_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","http://www.latagliatella.pt"
"Rua da Atalaia 153, Lisbon 1200-039 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fusion",,,,,,,,,,,,,"The.botanical.den@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20920997","false","false","38.713333","-9.145147","The Botanical Den","2",,"$$ - $$$","4829","3320","#3,069 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d20920997-Reviews-The_Botanical_Den-Lisbon_Lisbon_District_Central_Portugal.html","https://business.facebook.com/thebotanicalden"
"Rua da Atalaia 75 Bairro Alto, Lisbon 1200-038 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Dining bars",,,,,,,,,,"sushijinlcg@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21251109","false","false","38.71243","-9.145038","Sushi Jin","2","+351 910 629 094","$$$$","4829","3323","#3,072 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21251109-Reviews-Sushi_Jin-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/shushijinlisboa"
"Rua da Bica Duarte Belo 26, Lisbon 1200-056 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Portuguese",,,,,,,,,,,"marketingmanager@monopoly-group.com","660","270",,,,,"660","270",,,,,"660","270",,,,,"660","270",,,,,"660","270",,,,,"660","270",,,,,"660","270",,,,,"17424760","false","false","38.70992","-9.1461","Garby's","5","+351 21 346 1707","$$ - $$$","4829","3324","#3,073 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17424760-Reviews-Garby_s-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Prior Do Crato, 10, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"portuscale10@outlook.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12144070","false","false","38.70555","-9.17101","Portuscale","3","+351 969 556 154","$$ - $$$","4829","3322","#3,071 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12144070-Reviews-Portuscale-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/PortusCaleRestaurante"
"Rua Professor Lima Basto 101-A, Lisbon 1070-211 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7645590","false","false","38.7395","-9.16325","Restaurante Chique","10","+351 21 726 2083","$","4829","3327","#3,076 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7645590-Reviews-Restaurante_Chique-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/chiquepalhava/timeline"
"Rua da Prata 152, Lisbon 1100-421 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,"milsaboreslx@gmail.com","1140","600",,,,,,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"21297136","false","false","38.71134","-9.136987","Mil Sabores Lisboa","2",,"$","4829","3319","#3,068 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21297136-Reviews-Mil_Sabores_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/MilSaboreslx/"
"Rua Cidade de Bolama 4 Spacio Shooping Center, Loja 202, Lisbon 1800-079 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7751484","false","false","38.761734","-9.11427","Sabor Beirao","9","+351 21 154 7358","$","4829","3321","#3,070 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7751484-Reviews-Sabor_Beirao-Lisbon_Lisbon_District_Central_Portugal.html",
"Av. Gen. Rocadas 175b, Lisbon 1170-160 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,"sushicitypt@gmail.com","900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"21268221","false","false","38.73047","-9.12799","Sushi City","2","+351 911 001 515","$$ - $$$","4829","3325","#3,074 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21268221-Reviews-Sushi_City-Lisbon_Lisbon_District_Central_Portugal.html","http://www.sushicity.pt"
"Largo do Carmo, Lisbon 1200-092 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4594162","false","false","38.71164","-9.14083","Letaria academica","38","+351 21 346 9092","$","4828","3445","#3,191 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4594162-Reviews-Letaria_academica-Lisbon_Lisbon_District_Central_Portugal.html",
"Praca do Chile 6, Lisbon 1000-098 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Japanese Fusion",,,,,,,,,,,"sushiairestaurant@gmail.com","900","660","1410","1110",,,,,,,,,"900","660","1410","1110",,,"900","660","1410","1110",,,"900","660","1410","1110",,,"900","660","1410","1110",,,"900","660","1410","1110",,,"21283222","false","false","38.733707","-9.133986","Sushi AI","2","+351 920 193 210","$$ - $$$","4829","3318","#3,067 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21283222-Reviews-Sushi_AI-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/sushiairestaurant"
"Rua Artilharia 1 51 Loja M, Lisbon 1250-038 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Mediterranean","Vegetarian Friendly",,,,,,,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"2615439","false","false","38.72401","-9.1553","Caruso","43","+351 21 386 3239","$$ - $$$","4828","3448","#3,194 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2615439-Reviews-Caruso-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Camilo Castelo Branco 23B, Lisbon 1150-083 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Portuguese",,,,,,,,,,"malandrodomarques@gmail.com",,,,,,,"900","720","1380","960",,,"900","720","1380","960",,,"900","720","1380","960",,,"900","720","1380","960",,,"900","720","1380","960",,,"1380","1140",,,,,"21332213","false","false","38.72495","-9.147528","Malandro do Marques","2","+351 21 352 1290","$$ - $$$","4829","3326","#3,075 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21332213-Reviews-Malandro_do_Marques-Lisbon_Lisbon_District_Central_Portugal.html","https://malandro-do-marques.negocio.site/?utm_source=gmb&utm_medium=referral"
"Avenida Moscavide 20A/B, Moscavide 1885-061 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,"geral.cascata@gmail.com","1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"1350","420",,,,,"8779230","false","false","38.7802","-9.102928","Cascata","11","+351 21 944 1040","$$ - $$$","22","13","#13 of 21 Restaurants in Moscavide","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1598492-d8779230-Reviews-Cascata-Moscavide_Lisbon_District_Central_Portugal.html","http://www.facebook.com/cascata.fabricoproprio"
"Rua de Dona Estefania 92 A Saldanha, Lisbon 1000-153 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7053033","false","false","38.73387","-9.14142","Palacio do Mar","16","+55 218 278 315","$","4828","3457","#3,203 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7053033-Reviews-Palacio_do_Mar-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua dos Condes de Monsanto 4A, Lisbon 1100-159 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Fast Food","Turkish","Vegetarian Friendly","Vegan Options",,,,,,,,,"kebabmahal01@gmail.com","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"11718966","false","false","38.713543","-9.136924","Kebab Mahal- Restaurante Indiano e Doner Kebab Rossio,Lisboa","37","+351 920 479 700","$","4828","3459","#3,205 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d11718966-Reviews-Kebab_Mahal_Restaurante_Indiano_e_Doner_Kebab_Rossio_Lisboa-Lisbon_Lisbon_Distri.html","http://www.kebabmahallisbon.com/"
"R. Augusta 102, Lisbon 1100-053 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"guida@casapereiradaconceicao.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15843484","false","false","38.71016","-9.13739","Casa Pereira da Conceicao","3","+351 21 342 3000","","4828","3461","#3,207 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15843484-Reviews-Casa_Pereira_da_Conceicao-Lisbon_Lisbon_District_Central_Portugal.html",
"Largo Frei Heitor Pinto, Lisbon 1700-204 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"870","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"5977585","false","false","38.75504","-9.13826","Doces Santa Clara","3","+351 21 847 2450","","4829","3331","#3,080 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5977585-Reviews-Doces_Santa_Clara-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Maestro Frederico de Freitas 11 loja A, Lisbon 1500-399 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"benfica.pt@chocohazelnut.com","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"19468333","false","false","38.6866","-9.148723","Choco & Nut Benfica","5","+351 926 048 268","$","4828","3455","#3,201 of 4,919 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d19468333-Reviews-Choco_Nut_Benfica-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/ChocoeNut.Benfica"
"Loja D Largo Duque do Cadaval, Lisbon 1200-160 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"4173268","false","false","38.71399","-9.14087","Ratton, A Padaria","5",,"","4828","3463","#3,209 of 4,919 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4173268-Reviews-Ratton_A_Padaria-Lisbon_Lisbon_District_Central_Portugal.html","http://pt-pt.facebook.com/RattonaPadaria"
"Rua de Santa Catarina 1 Largo do Miradouro Adamastor, Lisbon 1200-401 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"reservas@restaurantecriatura.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12824836","false","false","38.70984","-9.146983","Restaurante Criatura","7","+351 21 157 3055","","4829","3329","#3,078 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12824836-Reviews-Restaurante_Criatura-Lisbon_Lisbon_District_Central_Portugal.html","https://restaurantecriatura.pt/en/restaurant/"
"Rua do Jardim do Regedor 37 1, Lisbon 1150-193 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10063501","false","false","38.71533","-9.14063","Goldfield 4","6",,"","4829","3337","#3,085 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10063501-Reviews-Goldfield_4-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua da Ilha Terceira 6-8, Lisbon 1000-173 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10400045","false","false","38.73389","-9.13867","Restaurante velha Balanca","4","+351 21 352 1798","","4829","3334","#3,082 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10400045-Reviews-Restaurante_velha_Balanca-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Cordeiro Ferreira 14b, Lisbon 1750-072 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"1200","420",,,,,"5786930","false","false","38.77287","-9.15962","Sabores de Outono","9","+351 21 403 0618","","4829","3333","#3,081 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5786930-Reviews-Sabores_de_Outono-Lisbon_Lisbon_District_Central_Portugal.html","http://www.toovia.com"
"Praca Martim Moniz, Lisbon 1100-341 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@dogtails.pt","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1425","720",,,,,"1425","720",,,,,"6407243","false","false","38.71677","-9.13633","Dogtails","5",,"$","4828","3458","#3,204 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6407243-Reviews-Dogtails-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua da Prata N 160, Lisbon 1100-416 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Cafe","Asian","Taiwanese",,,,,,,,,,"bubblelabportugal@gmail.com","1200","0",,,,,,,,,,,"1200","0",,,,,"1200","0",,,,,"1200","0",,,,,"1200","0",,,,,"1200","0",,,,,"21236276","false","false","38.74824","-9.140093","Bubble Lab X Hello Bubble Waffle","2","+351 917 870 355","$","4829","3328","#3,077 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21236276-Reviews-Bubble_Lab_X_Hello_Bubble_Waffle-Lisbon_Lisbon_District_Central_Portugal.html","http://bubblelab.webstarts.com"
"Praca Duque de Saldanha Atrium Saldanha, Lisbon 1050-094 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","South American",,,,,,,,,,,,"geral@acainatura.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13417691","false","false","38.73364","-9.14439","Acai Natura","3",,"","4829","3330","#3,079 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d13417691-Reviews-Acai_Natura-Lisbon_Lisbon_District_Central_Portugal.html","http://www.acainatura.pt"
"Rua Diogo do Couto 2 a Santa Apolonia, Lisbon 1100-196 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,"restaurantezeluna@hotmail.com",,,,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,,,,,,,"7312483","false","false","38.716667","-9.120417","Restaurante Zeluna","21","+351 21 814 0587","$","4829","3332","#115 of 156 Coffee & Tea in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7312483-Reviews-Restaurante_Zeluna-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Pedro Costa 1290 Charneca de Caparica, Lisbon 2820-188 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Mediterranean",,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"7021530","false","false","38.603268","-9.186498","Assim e Assado","9","+351 21 297 5396","$","4829","3335","#3,083 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d7021530-Reviews-Assim_e_Assado-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Antonio Augusto de Aguiar 31, Lisbon 1050-013 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14987145","false","false","38.733456","-9.1537","Atlantico Cocina Atlantica","12",,"","4828","3456","#3,202 of 4,919 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d14987145-Reviews-Atlantico_Cocina_Atlantica-Lisbon_Lisbon_District_Central_Portugal.html",
"Cais Portugues Oceanário, Lisbon 1990-277 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Street Food",,,,,,,,,,,,"geral@frua.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10626620","false","false","38.762814","-9.094216","FRUA, Fruta na Rua","4","+351 965 272 803","$","4829","3336","#3,084 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10626620-Reviews-FRUA_Fruta_na_Rua-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/frua.frutanarua/"
"Rua Ary Santos 38 Quinta Do Figo, Prior Velho, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10133858","false","false","38.75666","-9.20551","O Prior do Figo Maduro","4","+351 21 941 8357","","4828","3460","#3,206 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10133858-Reviews-O_Prior_do_Figo_Maduro-Lisbon_Lisbon_District_Central_Portugal.html",
