"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Drienova 1/F, Bratislava 82101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12173518","false","false","48.159775","17.144712","Moco Choco","2",,"$","1180","728","#620 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12173518-Reviews-Moco_Choco-Bratislava_Bratislava_Region.html","https://www.facebook.com/mocochocoblog/"
"Ruzinovska 28 DK Ruzinov, Bratislava 821 03 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"Info@jednabasen.sk","1320","660",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","660",,,"8607634","false","false","48.15663","17.16414","Jedna Basen cafe restaurant","25","+421 903 836 363","$$ - $$$","1180","566","#476 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8607634-Reviews-Jedna_Basen_cafe_restaurant-Bratislava_Bratislava_Region.html","http://www.jednabasen.sk/ruzinov/"
"Sasinkova 19, Bratislava 811 08 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Central European",,,,,,,,,,,,,,,,,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","1080",,,"1884231","false","false","48.14984","17.12218","Omama","33","+421 2/554 157 21","$$ - $$$","1180","564","#474 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1884231-Reviews-Omama-Bratislava_Bratislava_Region.html","http://www.omamashopcafe.sk"
"Pribinova 8, Bratislava 821 09 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770129","false","false","48.14068","17.12061","Biopark Eurovea","3",,"","1180","725","#617 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770129-Reviews-Biopark_Eurovea-Bratislava_Bratislava_Region.html",
"Na Riviere 2 Karlova Ves, Bratislava 84104 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","European","Cafe","Central European","Vegetarian Friendly",,,,,,,,,,,,"kontajner.riviera@gmail.com","1380","480",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","480",,,"11621568","false","false","48.148556","17.063745","Kontajner Riviera","36","+421 910 799 998","$$ - $$$","1180","569","#479 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d11621568-Reviews-Kontajner_Riviera-Bratislava_Bratislava_Region.html","http://kontajnernariviere.sk/"
"Palisady 40, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","European","Croatian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1008150","false","false","48.14882","17.10469","U mamicky","14","+421 2/544 346 18","$$$$","1180","563","#473 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1008150-Reviews-U_mamicky-Bratislava_Bratislava_Region.html","http://www.umamicky.sk/"
"Zelena ulica c. 5, Bratislava 821 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697359","false","false","48.14294","17.10708","Gazdovsky Dvor","21","+421 2/544 318 18","$$ - $$$","1180","722","#615 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d697359-Reviews-Gazdovsky_Dvor-Bratislava_Bratislava_Region.html","http://www.perugia.sk/"
"Vlastenecke namestie 3 Hotel Dominika, Bratislava 851 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770218","false","false","48.12418","17.11087","Dominika Pizzeria","3",,"","1180","723","#616 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770218-Reviews-Dominika_Pizzeria-Bratislava_Bratislava_Region.html",
"Kozia 12, Bratislava 811 03 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769929","false","false","48.1465","17.10319","Pub Pizza La Rocca","5",,"","1180","721","#614 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769929-Reviews-Pub_Pizza_La_Rocca-Bratislava_Bratislava_Region.html",
"Bulikova 27, Bratislava 851 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10221852","false","false","48.12488","17.12999","Fortuna","3","+421 905 628 268","","1180","720","#613 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10221852-Reviews-Fortuna-Bratislava_Bratislava_Region.html","https://www.facebook.com/Fortuna-78512212967/"
"Grosslingova 20, Bratislava 81109 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European",,,,,,,,,,,,,,,"okorinek@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12589993","false","false","48.144207","17.116875","Deli Grossling","5","+421 948 492 295","$","1180","567","#477 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12589993-Reviews-Deli_Grossling-Bratislava_Bratislava_Region.html","https://www.facebook.com/pg/DELI-Gr%C3%B6ssling-741041102766556/photos/?ref=page_internal"
"Prievozska 21, Bratislava 821 09 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770088","false","false","48.14699","17.1399","Viktoria cafe- bageteria & palacinkaren","6",,"","1180","562","#472 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770088-Reviews-Viktoria_cafe_bageteria_palacinkaren-Bratislava_Bratislava_Region.html",
"Strelecka 1418/2, Bratislava 811 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12075589","false","false","48.13217","17.10965","Coffee House","10",,"","1180","724","#82 of 106 Coffee & Tea in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12075589-Reviews-Coffee_House-Bratislava_Bratislava_Region.html",
"Frantiskanske Namestie 408/3, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"manager@brixton.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21209411","false","false","48.144215","17.108284","Brixton House","3","+421 948 589 743","","1180","727","#619 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21209411-Reviews-Brixton_House-Bratislava_Bratislava_Region.html","https://www.facebook.com/brixtonhousebratislava/"
"Beckovska 42, Bratislava 821 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769778","false","false","48.16815","17.1741","U Skota","3",,"$","1180","726","#618 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769778-Reviews-U_Skota-Bratislava_Bratislava_Region.html",
"Dvojkrizna 3, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769815","false","false","48.14772","17.20971","Mister Pizza","3",,"","1180","961","#838 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769815-Reviews-Mister_Pizza-Bratislava_Bratislava_Region.html",
"Vrbova 12/A Vrakuna, Bratislava 821 07 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8366489","false","false","48.14141","17.20847","Bratislavska Haluskaren","4","+421 948 117 137","","1180","729","#621 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8366489-Reviews-Bratislavska_Haluskaren-Bratislava_Bratislava_Region.html",
"Hviezdoslavovo namestie 13, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,"960","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1440","690",,,"1440","690",,,"18337644","false","false","48.14108","17.10582","Francesco's the art of Pizza","2","+421 2/431 930 00","$$ - $$$","1180","660","#561 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d18337644-Reviews-Francesco_s_the_art_of_Pizza-Bratislava_Bratislava_Region.html","https://www.facebook.com/francescospizzabratislava/"
"Obchodna 5, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"740047","false","false","48.14829","17.112078","McDonald`s","36","5441134","$","1180","735","#13 of 15 Quick Bites in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d740047-Reviews-McDonald_s-Bratislava_Bratislava_Region.html","http://www.mcdonalds.sk"
"Namestie hranichiarov 31, Bratislava 851 03 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9844847","false","false","48.12079","17.11949","Bolime","7","+421 2/330 149 65","","1180","736","#626 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d9844847-Reviews-Bolime-Bratislava_Bratislava_Region.html","https://www.facebook.com/Bolime/"
"Panenska 24, Bratislava 81103 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14977596","false","false","48.14786","17.10414","MoshiMoshi","3","208 50 550","","1180","977","#854 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d14977596-Reviews-MoshiMoshi-Bratislava_Bratislava_Region.html","http://www.moshimoshi.sk/"
"Bajkalska 9, Bratislava 831 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10551652","false","false","48.1646","17.13752","Royal Queen","1","+421 902 686 020","","1180","970","#847 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10551652-Reviews-Royal_Queen-Bratislava_Bratislava_Region.html",
"Stather Road 15, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European",,,,,,,,,,,,,,,"info@uzlatehovodnika.sk","1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"4444741","false","false","48.189117","17.19015","U-Zlateho-Vodnika","36","+421 2/442 592 24","$","1180","971","#848 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4444741-Reviews-U_Zlateho_Vodnika-Bratislava_Bratislava_Region.html","http://uzlatehovodnika.sk/"
"Majernikova 19, Bratislava 84105 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe",,,,,,,,,,,,,,,"alena@siongelato.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13955143","false","false","48.15451","17.04584","Sion Gelato","4","+421 905 446 804","","1180","730","#50 of 61 Dessert in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13955143-Reviews-Sion_Gelato-Bratislava_Bratislava_Region.html","http://www.siongelato.sk/"
"Damborskeho 28, Bratislava 841 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,"eaglespub@eaglespub.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4998099","false","false","48.18102","17.04599","Eagle's Pub","3","+421 948 214 806","","1180","734","#625 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4998099-Reviews-Eagle_s_Pub-Bratislava_Bratislava_Region.html","http://www.eaglespub.sk/"
"Mlynske nivy 49 Apollo bussines center II blok H Kaviareň Laura, Bratislava 82105 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,,,,,"12492135","false","false","48.14519","17.13827","Kaviaren Laura","2","+421 918 462 410","","1180","731","#622 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12492135-Reviews-Kaviaren_Laura-Bratislava_Bratislava_Region.html","https://www.facebook.com/KavaLaura/"
"Primacialne namestie 1, Bratislava 814 99 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,"p.tomko@chello.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14913708","false","false","48.14419","17.10944","PRIMACIAL CAFE","3","+421 2/593 564 59","","1180","732","#623 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d14913708-Reviews-PRIMACIAL_CAFE-Bratislava_Bratislava_Region.html","http://www.primacialcafe.eu/"
"Krajinska cesta 8, Bratislava 821 07 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1320","660",,,"1320","720",,,"5048784","false","false","48.14294","17.18982","Janosikov dvor","5",,"","1180","976","#853 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d5048784-Reviews-Janosikov_dvor-Bratislava_Bratislava_Region.html",
"Zamocka 38, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Wine Bar",,,,,,,,,,,,,,"Info@onemore.sk",,,,,,,,,,,,,"1440","900",,,"1440","900",,,"1440","900",,,"1440","540",,,"10501716","false","false","48.14453","17.10254","One More","3","+421 903 717 101","$$$$","1180","733","#624 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10501716-Reviews-One_More-Bratislava_Bratislava_Region.html","http://Www.onemore.sk"
"Rybna Brana C.8, Bratislava 811 07 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Eastern European",,,,,,,,,,,,,,,,"info@slovakpubs.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7995801","false","false","48.14244","17.10919","Slovak Pubs","14","+421 910 838 888","$$ - $$$","1180","978","#855 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7995801-Reviews-Slovak_Pubs-Bratislava_Bratislava_Region.html","http://www.slovakpubs.com"
"Jakubovo namestie 10, Bratislava 81109 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"info@jakubcafe.eu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10713035","false","false","48.14348","17.12088","Jakub Cafe","1","+421 911 471 339","","1180","972","#849 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10713035-Reviews-Jakub_Cafe-Bratislava_Bratislava_Region.html","http://www.facebook.com/jakubcafe/home"
"12 Heydukova, Bratislava 81108 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"sb@sweetbeans.coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13414522","false","false","48.147633","17.113598","Sweet Beans Coffee","2","+421 902 466 584","$","1180","739","#83 of 106 Coffee & Tea in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13414522-Reviews-Sweet_Beans_Coffee-Bratislava_Bratislava_Region.html","http://sweetbeans.coffee"
"Holleho 13 Stare Mesto, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1440","420",,,"1440","420",,,"1440","420",,,"1440","420",,,"1440","420",,,"1440","420",,,"1440","420",,,"11180473","false","false","48.14692","17.1146","Esspreso Bar","2",,"","1180","973","#850 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d11180473-Reviews-Esspreso_Bar-Bratislava_Bratislava_Region.html",
"Namestie SNP 23, Bratislava 811 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill","Arabic","Pizza","Fast Food","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8487216","false","false","48.144558","17.112566","Kuskus Fast Food","14","+421 915 250 056","$","1180","738","#628 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d8487216-Reviews-Kuskus_Fast_Food-Bratislava_Bratislava_Region.html","http://www.facebook.com/kuskusfastfood"
"Seberiniho 1, Bratislava 82103 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"960","420",,,"960","420",,,"960","420",,,"960","420",,,"960","420",,,,,,,"12387587","false","false","48.15376","17.16491","Willsalas","2","+421 948 243 930","","1180","669","#570 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12387587-Reviews-Willsalas-Bratislava_Bratislava_Region.html","http://www.willsalas.sk"
"Michalska 9, Bratislava 81103 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Vietnamese","Bar","Pub","Fusion","Street Food",,,,,,,,,,,"chilantro.garden@gmail.com",,,,,"1320","960",,,"1320","960",,,"1320","960",,,"1320","960",,,"1320","960",,,"1320","960",,,"12707657","false","false","48.14474","17.10664","Chilantro Garden Bar","10","+421 903 744 202","$","1180","737","#627 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12707657-Reviews-Chilantro_Garden_Bar-Bratislava_Bratislava_Region.html","http://www.facebook.com/ChilantroBA/?ref=bookmarks"
"Panska 29, Bratislava 81101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"caffe55bratislava@gmail.com","1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"17609908","false","false","48.141743","17.106213","Caffe 55","3","+421 949 161 816","$$ - $$$","1180","568","#478 of 1,268 Restaurants in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d17609908-Reviews-Caffe_55-Bratislava_Bratislava_Region.html","http://caffe-55-bratislava.business.site/"
"Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10428013","false","false","48.1406","17.12051","Shinya","1","+421 918 888 775","","1180","974","#851 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10428013-Reviews-Shinya-Bratislava_Bratislava_Region.html","http://www.shinya.sk"
"Nobelovo namestie 1, Bratislava 851 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1440","600",,,"1440","660",,,"4770041","false","false","48.130413","17.099817","Restauracia Live","1",,"","1180","975","#852 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770041-Reviews-Restauracia_Live-Bratislava_Bratislava_Region.html",
"Bratislavska 55/A, Bratislava 841 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769764","false","false","48.24233","17.03484","Restauracia Kutik chuti","10",,"$$ - $$$","1180","747","#636 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769764-Reviews-Restauracia_Kutik_chuti-Bratislava_Bratislava_Region.html",
"Gashtanova 6, Bratislava 811 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Eastern European",,,,,,,,,,,,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1112746","false","false","48.165337","17.080078","Pizzeria Romantica","22","+421 2/546 500 24","$$ - $$$","1180","748","#637 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d1112746-Reviews-Pizzeria_Romantica-Bratislava_Bratislava_Region.html","http://www.pizzeriaromantica.sk"
"Nova Roznavska, 134/A, Bratislava 831 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"info@businessrestaurant.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770206","false","false","48.18104","17.16929","Business restaurant","4","+421 904 205 405","","1180","671","#571 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770206-Reviews-Business_restaurant-Bratislava_Bratislava_Region.html","http://www.businessrestaurant.sk"
"Trnavska 39/A, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770198","false","false","48.16373","17.14381","Pravda cafe","3",,"","1180","741","#630 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770198-Reviews-Pravda_cafe-Bratislava_Bratislava_Region.html",
"Luzna 1, Bratislava 85104 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12977600","false","false","48.12854","17.12157","Goio freshgallery cafe","5","+421 902 704 339","","1180","673","#573 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12977600-Reviews-Goio_freshgallery_cafe-Bratislava_Bratislava_Region.html","https://www.facebook.com/Goio-freshgallery-cafe-158398257700754/"
"Racianska 69/B, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Sushi",,,,,,,,,,,,,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"4770090","false","false","48.1949","17.14485","Wok & Sushi Restarurant Panda","7",,"","1180","746","#635 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770090-Reviews-Wok_Sushi_Restarurant_Panda-Bratislava_Bratislava_Region.html",
"Plynarenska 7/B, Bratislava 821 09 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,,,,,"10101325","false","false","48.14602","17.14229","Kubu BBC 5","3","+421 2/534 116 06","$$ - $$$","1180","749","#638 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d10101325-Reviews-Kubu_BBC_5-Bratislava_Bratislava_Region.html","http://www.medusagroup.sk/#kubu"
"Uzka 6639/11, Bratislava 811 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12502378","false","false","48.14167","17.10463","Teabar on the walls","3","+421 904 175 269","","1180","670","#75 of 106 Coffee & Tea in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12502378-Reviews-Teabar_on_the_walls-Bratislava_Bratislava_Region.html","http://www.facebook.com/onthewalls/"
"Zitna 1, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","720",,,"4770272","false","false","48.20503","17.15124","Restauracia Sedmicka","5","+421 903 755 501","$$ - $$$","1180","679","#578 of 1,268 Restaurants in Bratislava","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770272-Reviews-Restauracia_Sedmicka-Bratislava_Bratislava_Region.html","http://www.sedmicka.sk"
"Bosakova 5 ALBERO Department Store, Bratislava 85104 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","International","Asian",,,,,,,,,,,,,,"restaurant@sushimushi.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17479258","false","false","48.128178","17.119871","Sushi Mushi Restaurant","9","+421 902 666 333","$$ - $$$","1180","674","#574 of 1,268 Restaurants in Bratislava","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d17479258-Reviews-Sushi_Mushi_Restaurant-Bratislava_Bratislava_Region.html","http://www.sushimushirestaurant.sk"
