"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"rue de Zurich 32, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Deli","Grill",,,,,,,,"info@palmarin.ch",,,,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1560","660",,,,,"1440","660",,,,,"14480490","false","false","46.211926","6.146257","Le Palmarin African Food","16","+41 22 732 35 88","$","1550","871","#822 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d14480490-Reviews-Le_Palmarin_African_Food-Geneva.html","http://african-food-le-palmarin.business.site"
"rue de Lausanne 56, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","690",,,,,"12188867","false","false","46.21461","6.14668","Daje!","16","+41 22 738 95 98","$","1550","568","#538 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12188867-Reviews-Daje-Geneva.html","http://www.daje.pizza"
"avenue de Sainte-Clotilde 21, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,"870","660","1320","1110",,,"870","660","1320","1110",,,"870","660","1320","1110",,,"870","660","1320","1110",,,"870","660","1320","1110",,,,,,,,,"779087","false","false","46.19908","6.13251","Liu Garden","20","+41 22 321 30 55","$","1550","567","#537 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d779087-Reviews-Liu_Garden-Geneva.html",
"place Isaac-Mercier 1, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4051238","false","false","46.20656","6.140283","IL Punto","40","+41 22 732 32 15","$$ - $$$","1550","566","#536 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4051238-Reviews-IL_Punto-Geneva.html","http://www.ilpuntorestaurant.ch"
"chemin du Vieux-Port 20, Versoix, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10628942","false","false","46.286873","6.169644","Buvette du Port-Choiseul","30","+41 22 779 03 23","$","1550","572","#541 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d10628942-Reviews-Buvette_du_Port_Choiseul-Versoix_Geneva.html","http://www.buvette-choiseul.ch/?page=contact"
"avenue Eugene-LANCE 32, Geneva 1212 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","Russian","European",,,,,,,"reservation@marignac-restaurant.ch",,,,,,,,,,,,,"870","720","1440","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"870","720","1440","1140",,,"1440","1140",,,,,"15015261","false","false","46.179317","6.123869","Marignac Restaurant","12","+41 22 794 33 33","$$ - $$$","1550","866","#817 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15015261-Reviews-Marignac_Restaurant-Geneva.html","http://www.marignac-restaurant.ch"
"boulevard James-Fazy 14, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,"malatang@tablemi.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20151271","false","false","46.207993","6.140524","KungFu","8","+41 22 900 38 88","$$ - $$$","1550","989","#926 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d20151271-Reviews-KungFu-Geneva.html","http://restokungfu.ch/"
"rue de Lausanne 52, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Portuguese","European",,,,,,,,,"1080","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1080","360",,,,,"4025840","false","false","46.21412","6.14634","So Mel","22","+41 22 732 34 58","$","1550","570","#3 of 13 Bakeries in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4025840-Reviews-So_Mel-Geneva.html",
"rue Maurice-Braillard 18, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17573627","false","false","46.22032","6.13174","Restaurant Mulan","11","+41 22 733 58 88","$$ - $$$","1550","571","#540 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d17573627-Reviews-Restaurant_Mulan-Geneva.html","https://www.facebook.com/RestaurantMulan/"
"chemin du Vieux-Vesenaz 32 1222 Vésenaz, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Italian","French","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182720","false","false","46.23813","6.19794","Chez Angelo","19","+41 22 752 16 51","$$ - $$$","1550","801","#758 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1182720-Reviews-Chez_Angelo-Geneva.html",
"avenue Pictet-de-Rochemont 39, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Northern-Italian","Central-Italian","Southern-Italian","Vegetarian Friendly",,,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","1020",,,,,"17522969","false","false","46.20007","6.1637","Scaramu","29","+41 43 229 51 49","$$ - $$$","1550","625","#589 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d17522969-Reviews-Scaramu-Geneva.html",
"rue de Bale 12, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Soups",,,,,,,,,,"855","705","1320","1080",,,"855","705","1320","1080",,,"855","705","1320","1080",,,"855","705","1320","1080",,,"855","705","1320","1080",,,"855","705","1320","1080",,,"855","705","1320","1080",,,"21206795","false","false","46.21264","6.14904","Nguyen Saveurs Du Vietnam","11","+41 78 674 62 88","$","1550","624","#588 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d21206795-Reviews-Nguyen_Saveurs_Du_Vietnam-Geneva.html","http://www.nguyen-saveursduvietnam.ch/"
"rue Schaub 11, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli","Cafe","Vegan Options",,,,,,,,,,,,,,,,,,,,,"1140","570",,,,,"1140","570",,,,,"1140","570",,,,,"1140","570",,,,,,,,,,,"4598232","false","false","46.21245","6.13435","Aux Deux Portes","16","+41 22 734 11 22","$$ - $$$","1550","628","#2 of 3 Specialty Food Market in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4598232-Reviews-Aux_Deux_Portes-Geneva.html","http://www.auxdeuxportes.ch/"
"blv. carl-Vogt, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4461603","false","false","46.198982","6.134608","Sole Mio","66","+41 22 321 75 07","$$ - $$$","1550","629","#592 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4461603-Reviews-Sole_Mio-Geneva.html","http://www.solemio-geneve.ch/web"
"Centre Commercial Les Charmilles Avenue d'Aïre 24, Geneva Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,"dapulcinella@hotmail.com",,,,,,,"840","690",,,,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1350","1080",,,"840","690","1380","1080",,,"840","690","1380","1080",,,"2491589","false","false","46.207657","6.123883","Da Pulcinella","58","+41 22 344 06 06","$$ - $$$","1550","626","#590 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2491589-Reviews-Da_Pulcinella-Geneva.html","http://pizzeriageneve.ch/"
"chemin des Pecheurs 11, Geneva 1223 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","French","European",,,,,,,,"info@labelotte-geneve.ch","900","660","1425","1080",,,"900","660",,,,,"900","660",,,,,,,,,,,"900","660","1425","1080",,,"900","660","1425","1080",,,"900","660","1425","1080",,,"1044866","false","false","46.235634","6.192092","La Belotte","142","+41 22 300 68 88","$$ - $$$","1550","632","#595 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044866-Reviews-La_Belotte-Geneva.html","http://www.labelotte-geneve.ch"
"cours de Rive 18, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","French","Spanish","Grill","Contemporary",,,,,,"Info@lementa.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15059934","false","false","46.201164","6.154928","Menta","16","+41 22 557 04 30","$$ - $$$","1550","565","#535 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15059934-Reviews-Menta-Geneva.html","http://www.lementa.ch"
"rue du Prieure 3, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","Spanish","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8330497","false","false","46.213367","6.148885","Restaurante Maloca","42","+41 22 343 71 09","$$ - $$$","1550","879","#829 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8330497-Reviews-Restaurante_Maloca-Geneva.html","http://www.maloca.ch"
"rue de Montchoisy 78, Geneva 1207 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Italian","European",,,,,,,,"etcaeteraconcept@gmail.com","1380","600",,,,,"1560","360",,,,,"1560","360",,,,,"1560","360",,,,,"1560","360",,,,,"1560","360",,,,,"2160","960",,,,,"6550164","false","false","46.205544","6.164302","Et Caetera CafeRestaurant","124","+41 22 736 09 71","$$ - $$$","1550","569","#539 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6550164-Reviews-Et_Caetera_CafeRestaurant-Geneva.html","http://www.restaurant-et-caetera.ch"
"Adrien Lachenal 22, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Persian","Middle Eastern","Vegetarian Friendly",,,,,,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"1380","1140",,,,,"4258928","false","false","46.19958","6.156","Restaurant Hafez Iranien","27","+41 22 700 00 81","$$ - $$$","1550","874","#825 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4258928-Reviews-Restaurant_Hafez_Iranien-Geneva.html","http://www.restauranthafez.ch/"
"rue des Charmilles 38, Geneva 1203 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Pizza","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4172866","false","false","46.20767","6.127486","Cafe des Charmilles","16","+41 22 340 59 11","$$ - $$$","1550","997","#934 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4172866-Reviews-Cafe_des_Charmilles-Geneva.html","http://cafe-des-charmilles.lafourchette.rest/en_GB/"
"place de la Taconnerie 6 Geneve Cite, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1886358","false","false","46.200977","6.148044","Creperie St-Pierre","229","+41 22 310 09 76","$$ - $$$","1550","996","#933 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1886358-Reviews-Creperie_St_Pierre-Geneva.html","http://www.ville-geneve.ch/plan-ville/etablissements-publics-loues-ville/pierre/"
"rue de la Servette 16, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean",,,,,,,,"info@dieci.ch","1320","660",,,,,"810","660","1320","1020",,,"810","660","1320","1020",,,"810","660","1320","1020",,,"810","660","1380","1020",,,"810","660","1380","1020",,,"810","660","1380","1020",,,"21014811","false","false","46.21027","6.13776","dieci Pizza Geneve Rive Droite","3","+41 22 751 10 10","$$ - $$$","1550","998","#935 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d21014811-Reviews-Dieci_Pizza_Geneve_Rive_Droite-Geneva.html","http://www.dieci.ch/fr/livraison-pizza-geneve-rive-droite"
"rue de Zurich 12, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,,,,,,,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","540",,,,,"20381640","false","false","46.21163","6.1476","Zanzibar Lounge Bar & African Cuisine","3","+41 22 900 05 73","","1550","1000","#937 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d20381640-Reviews-Zanzibar_Lounge_Bar_African_Cuisine-Geneva.html","http://zanzibarestaurant.com/contact-2/"
"58, Wendt 1203 Geneve, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3255499","false","false","46.21248","6.12814","La Montparnasse","17","+41 22 733 04 98","$$ - $$$","1550","875","#16 of 37 Coffee & Tea in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3255499-Reviews-La_Montparnasse-Geneva.html",
"rue de la Madeleine 14, Geneva 1204 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,"reservation@mrestaurant-geneve.ch",,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"5279797","false","false","46.202213","6.148878","Le M","10","+41 22 503 74 98","$$ - $$$","1550","877","#827 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d5279797-Reviews-Le_M-Geneva.html","http://mrestaurant-geneve.ch/"
"place du Bourg-de-Four 16, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Diner","Gastropub",,,,,,"bistrotdesartsgeneve@gmail.com","1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"4328547","false","false","46.200253","6.148909","Le Bistrot des Arts","48","+41 22 310 57 14","$$ - $$$","1550","880","#830 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4328547-Reviews-Le_Bistrot_des_Arts-Geneva.html","http://lebistrotdesarts.ch/"
"rue Ancienne 46 Carouge, Geneva 1227 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10400208","false","false","46.19446","6.14335","Valmandin","7","+41 22 547 18 91","$$ - $$$","1550","883","#17 of 37 Coffee & Tea in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10400208-Reviews-Valmandin-Geneva.html","http://www.valmandin.ch/en/home/"
"rue Neuve-du-Molard 3, Geneva 1204 Switzerland","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"info@thai-geneve.com",,,,,,,"840","720",,,,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720",,,,,"780136","false","false","46.203472","6.14845","THAI","22","+41 22 310 12 54","$$$$","1550","881","#831 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d780136-Reviews-THAI-Geneva.html","http://www.thai-geneve.com/"
"route d' Aire 160, Geneva 1219 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10085394","false","false","46.20258","6.10541","Cafe-Restaurant Du Cercle","5","+41 22 796 82 00","$$ - $$$","1550","999","#936 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10085394-Reviews-Cafe_Restaurant_Du_Cercle-Geneva.html",
"avenue du Mail 5, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"1732180","false","false","46.19992","6.13952","Chez Leung","12","+41 22 321 89 40","$$ - $$$","1550","878","#828 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1732180-Reviews-Chez_Leung-Geneva.html","http://chezleung.eresto.net/"
"rue du Village 46, Vernier, Geneva 1214 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","Pizza",,,,,,,,,"1380","600",,,,,,,,,,,"840","600","1380","1050",,,"840","600","1380","1050",,,"840","600","1380","1050",,,"840","600","1380","1050",,,"840","600","1380","1050",,,"11714054","false","false","46.21362","6.08203","Au Vieux Vernier","38","+41 22 341 13 98","$$ - $$$","1550","633","#596 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4346525-d11714054-Reviews-Au_Vieux_Vernier-Vernier_Geneva.html","http://auvieuxvernier.ch"
"rue de la Madeleine 9 chez C&A Mode, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Swiss","Cafe","European","Healthy",,,,,,"info@mokafe.ch",,,,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1260","540",,,,,"1170","540",,,,,"1080","540",,,,,"6880898","false","false","46.202366","6.148604","Mokafe Coffee & Sandwiches","14","+41 22 310 36 74","$$ - $$$","1550","995","#932 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6880898-Reviews-Mokafe_Coffee_Sandwiches-Geneva.html","http://www.mokafe.ch/"
"rampe de la Gare 11, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,,,,,"900","540","1335","1110",,,"900","540","1335","1110",,,"900","540","1335","1110",,,"900","540","1335","1110",,,"900","540","1350","1110",,,"1350","1110",,,,,"869792","false","false","46.27947","6.16685","Supatra","57","+41 22 779 19 88","$$ - $$$","1550","627","#591 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d869792-Reviews-Supatra-Geneva.html","http://www.thaisupatra.com"
"rue du Rhone 49, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Italian","European",,,,,,,,"info@marjolaine.ch",,,,,,,"900","705","1380","1125",,,"900","705","1380","1125",,,"900","705","1380","1125",,,"900","705","1380","1125",,,"900","705","1380","1125",,,"900","705","1380","1125",,,"13413328","false","false","46.203674","6.150922","Marjolaine","59","+41 22 320 49 49","$$ - $$$","1550","1002","#939 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d13413328-Reviews-Marjolaine-Geneva.html","http://www.marjolaine.ch"
"route Francois-Peyrot 34, Geneva 1218 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Vegetarian Friendly",,,,,,,,"contact@shgeneva.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2104074","false","false","46.23643","6.119851","Cbar & lounge","37","+41 22 747 02 02","$$ - $$$","1550","876","#826 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2104074-Reviews-Cbar_lounge-Geneva.html","http://www.shgeneva.com/fr/restauration/c-bar-lounge/"
"1-3, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1044992","false","false","46.20555","6.14116","Mandarin","14","732-27-42","","1550","1003","#940 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044992-Reviews-Mandarin-Geneva.html",
"route de Suisse 97, Versoix, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7110392","false","false","46.285427","6.165633","Chez ZE","22","+41 22 755 21 83","$$ - $$$","1550","882","#832 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d7110392-Reviews-Chez_ZE-Versoix_Geneva.html",
"123 Route d_Hermance Collonge-Bellerive, Geneva 1245 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","Vegetarian Friendly",,,,,,,,"info@cafedesmarronniers.ch","1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1011458","false","false","46.25423","6.20491","Les Marronniers Collonge-Bellerive","134","+41 22 752 59 57","$$ - $$$","1550","580","#548 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1011458-Reviews-Les_Marronniers_Collonge_Bellerive-Geneva.html","http://www.cafedesmarronniers.ch/"
"rue de Chantepoulet 1-3, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"3434987","false","false","46.20783","6.14539","Le Mandarin","90","+41 22 732 27 42","$$ - $$$","1550","579","#547 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3434987-Reviews-Le_Mandarin-Geneva.html","http://www.mandarin.ch"
"rue de Carouge 82, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"11773754","false","false","46.19195","6.14369","Les Vignettes","18","+41 22 320 94 98","$$ - $$$","1550","574","#543 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11773754-Reviews-Les_Vignettes-Geneva.html","http://www.les-vignettes.com/"
"rue de Lausanne 25, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Ethiopian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1021143","false","false","46.21218","6.14461","Zara 2001","37","+41 22 731 06 96","$$ - $$$","1550","581","#549 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1021143-Reviews-Zara_2001-Geneva.html",
"rue du Prieure 8, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Ethiopian",,,,,,,,,"info@littleethioipiacuisine.ch","1500","690",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1560","600",,,,,"1560","600",,,,,"19432621","false","false","46.213844","6.148575","Little Ethiopia","11","+41 79 865 65 79","$$ - $$$","1550","582","#550 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d19432621-Reviews-Little_Ethiopia-Geneva.html","http://little-ethiopia.ch/"
"rue des Arpenteurs 12, Meyrin, Geneva 1217 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Italian","European",,,,,,,,"epicerie.paneolio1@gmail.com",,,,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","660",,,,,"15760403","false","false","46.231174","6.069681","Pane & Olio","16","+41 22 980 95 39","$","1550","575","#544 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1974645-d15760403-Reviews-Pane_Olio-Meyrin_Geneva.html","https://www.facebook.com/paneoliogeneve/"
