"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Vilharjeva cesta 43, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Slovenian","European",,,,,,,,,,,,,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,,,,,"12050136","false","false","46.059933","14.51944","Guliver","11","+386 1 434 44 28","$$ - $$$","611","266","#222 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12050136-Reviews-Guliver-Ljubljana_Upper_Carniola_Region.html","http://guliver.net"
"Levstikov trg 8, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Barbecue",,,,,,,,,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"3693113","false","false","46.04624","14.506753","Hallo Leskovac","31","+386 70 368 119","$","611","262","#219 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3693113-Reviews-Hallo_Leskovac-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/halloleskovac"
"Trzhashka cesta 128, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150799","false","false","46.038994","14.469817","Sputnik Svetovna Kavarna","15",,"$$ - $$$","611","264","#21 of 41 Coffee & Tea in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1150799-Reviews-Sputnik_Svetovna_Kavarna-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/mojSputnik/"
"Kidricheva ulica 10a Trzin, Ljubljana 1236 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020569","false","false","46.12818","14.55776","Picerija da Mattia","36","+386 1 564 17 07","$$ - $$$","611","270","#225 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1020569-Reviews-Picerija_da_Mattia-Ljubljana_Upper_Carniola_Region.html",
"Trubarjeva cesta 9, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"cielito.lindo.lj@gmail.com",,,,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","600",,,"10031424","false","false","46.052174","14.507422","Cielito Lindo","13","+386 591 82510","$","611","263","#220 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10031424-Reviews-Cielito_Lindo-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/CielitoLindoLjubljana/"
"Dunajska cesta 129, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,"silva.cizmic@telemach.net","1260","720",,,"1320","630",,,"1320","630",,,"1320","630",,,"1320","630",,,"1320","630",,,"1320","720",,,"9704186","false","false","46.078","14.51193","Favola, Restavracija & Pizzerija","36","+386 1 566 20 94","$$ - $$$","611","267","#223 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d9704186-Reviews-Favola_Restavracija_Pizzerija-Ljubljana_Upper_Carniola_Region.html","https://favola.si/"
"Kersnikova ulica 1 B&B Slamič, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"info@slamic.si",,,,,"1320","450",,,"1320","450",,,"1320","450",,,"1320","450",,,"1320","450",,,"840","540",,,"1155901","false","false","46.05534","14.50354","Kavarna Slamic","12","+386 1 433 82 33","$$ - $$$","611","269","#22 of 41 Coffee & Tea in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1155901-Reviews-Kavarna_Slamic-Ljubljana_Upper_Carniola_Region.html","http://slamic.si/?page=cafe&lang=en"
"Trg mladinskih delovnih brigad 8, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Seafood","Italian","Pizza","Mediterranean",,,,,,"gostilnicainpivnicavic@gmail.com",,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"720","420",,,"720","600",,,"17317184","false","false","46.04716","14.49561","Gostilnica in pivnica Vic","8","+386 1 426 50 78","$$ - $$$","611","268","#224 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17317184-Reviews-Gostilnica_in_pivnica_Vic-Ljubljana_Upper_Carniola_Region.html","http://gostilnicainpivnicavic.business.site/"
"Topol pri Medvodah 1, Ljubljana 1215 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Slovenian","European",,,,,,,,,"info@gostilna-dobnikar.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7110677","false","false","46.09234","14.3697","Gostilna Dobnikar","13","+386 1 361 29 10","$$ - $$$","611","261","#218 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7110677-Reviews-Gostilna_Dobnikar-Ljubljana_Upper_Carniola_Region.html","http://www.gostilna-dobnikar.com/si/o_nas/o_nas/"
"Stefanova ulica 5 1000 Ljubljana, Slovenia Neboticnik Prehod, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Asian",,,,,,,,,"dobrojutrovnlju@gmail.com",,,,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"18276282","false","false","46.053146","14.503005","Dobro Jutro Vietnam in Ljubljana","9","+386 51 320 479","$","611","265","#221 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d18276282-Reviews-Dobro_Jutro_Vietnam_in_Ljubljana-Ljubljana_Upper_Carniola_Region.html",
"Cankarjevo nabrezhje 25, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Romana","Lazio","Central-Italian","Vegetarian Friendly",,,,,,,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1155869","false","false","46.049065","14.505577","Fetiche","212","+386 40 700 370","$$ - $$$","611","55","#4 of 41 Coffee & Tea in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1155869-Reviews-Fetiche-Ljubljana_Upper_Carniola_Region.html","http://www.fetiche.si/"
"Pot k Savi 9, Ljubljana 1000 Slovenia","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","European","Slovenian","Central European","Seafood","Mediterranean","Grill","Vegetarian Friendly","Gluten Free Options",,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1134724","false","false","46.081635","14.534679","Gostilna Kovac","88","+386 1 537 12 44","$$ - $$$","611","54","#45 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1134724-Reviews-Gostilna_Kovac-Ljubljana_Upper_Carniola_Region.html","http://www.gostilnakovac.eu/"
"Cankarjevo nabrezhje 13, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Wine Bar","Slovenian","Central European","Vegetarian Friendly",,,,,"info@slovenskahisa.si","1500","480",,,"1500","480",,,"1500","480",,,"1500","480",,,"1500","480",,,"1500","480",,,"1500","480",,,"8327381","false","false","46.049824","14.505622","Slovenska Hisa","352","+386 838 99811","$$ - $$$","611","51","#42 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8327381-Reviews-Slovenska_Hisa-Ljubljana_Upper_Carniola_Region.html","http://www.slovenskahisa.si"
"Ciril-Metodov trg 14, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Slovenian","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"gostilnaprikolovratu@gmail.com",,,,,"900","660",,,"900","660",,,"900","660",,,"900","660",,,"900","660",,,"900","660",,,"11961476","false","false","46.05045","14.508066","Gostilna Pri Kolovratu","267","+386 41 804 291","$$ - $$$","611","58","#47 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11961476-Reviews-Gostilna_Pri_Kolovratu-Ljubljana_Upper_Carniola_Region.html","http://www.kolovrat.si/"
"Cankarjevo nabrezje 9, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Slovenian","Wine Bar","European",,,,,,"alaprsuterija@gmail.com","1320","540",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","540",,,"14188277","false","false","46.049908","14.505661","Ala Prsuterija","72","+386 820 54688","$$ - $$$","611","56","#46 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d14188277-Reviews-Ala_Prsuterija-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/alaprsuterija/"
"Litijska cesta 38, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9608500","false","false","46.04733","14.54543","Pizzeria/Picerija, Spagetarija, Kavarna Oliva","20","+386 51 686 666","$$ - $$$","611","279","#233 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d9608500-Reviews-Pizzeria_Picerija_Spagetarija_Kavarna_Oliva-Ljubljana_Upper_Carniola_Region.html","http://www.pizzeria-oliva.si/"
"Hrenova ulica 19, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill","Vegetarian Friendly",,,,,,,,,"info@spirit-ljubljana.com","1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"6954791","false","false","46.04408","14.50651","Spirit Bar & Kitchen","22","+386 599 39763","$$ - $$$","611","273","#228 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6954791-Reviews-Spirit_Bar_Kitchen-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/pages/Spirit-Bar-Kitchen/1455693554698472"
"Chopova ulica 12, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Barbecue","European","Slovenian","Croatian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12380417","false","false","46.051777","14.505156","Rostilj","28","+386 40 151 676","$","611","272","#227 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12380417-Reviews-Rostilj-Ljubljana_Upper_Carniola_Region.html",
"Gornji trg 25, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Slovenian","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10498980","false","false","46.04645","14.508508","Singer Atelier Cafe","12","+386 41 653 007","","611","280","#234 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10498980-Reviews-Singer_Atelier_Cafe-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/Singer.ljubljana/"
"Dunajska cesta 145, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Barbecue","European","Slovenian","Vegetarian Friendly",,,,,,"info@vinka.si","1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1500","480",,,"1320","660",,,"11734409","false","false","46.080364","14.512799","Gostilnica Vinka","37","+386 599 26843","$$ - $$$","611","274","#229 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11734409-Reviews-Gostilnica_Vinka-Ljubljana_Upper_Carniola_Region.html","http://www.vinka.si"
"Prezhganje 6, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Slovenian","Central European","Pizza","Vegetarian Friendly",,,,,,"1320","540",,,,,,,,,,,"1380","960",,,"1380","960",,,"1380","960",,,"1380","600",,,"10438101","false","false","46.02467","14.72907","Gostilnica Marjeta","10","+386 31 230 326","$","611","278","#232 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10438101-Reviews-Gostilnica_Marjeta-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/Gostilnica-in-picerija-Marjeta-106169609592384/"
"Poljanska cesta 14 L, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@tajmahal-ljubljana.com","1320","720",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","720",,,"4802657","false","false","46.05041","14.514301","Taj Mahal restaurant","247","+386 590 34390","$$ - $$$","611","53","#44 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4802657-Reviews-Taj_Mahal_restaurant-Ljubljana_Upper_Carniola_Region.html","http://www.tajmahal-ljubljana.com/"
"Copova ulica 5a, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Seafood","Mediterranean","European","Slovenian","Central European","Vegan Options","Vegetarian Friendly","Gluten Free Options",,,"gostilna.as@siol.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"796167","false","false","46.051464","14.504783","Gostilna As","816","+386 1 425 88 22","$$$$","611","52","#43 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d796167-Reviews-Gostilna_As-Ljubljana_Upper_Carniola_Region.html","http://www.gostilnaas.si/"
"Koprska ulica 94, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","660",,,"1380","660",,,"16697841","false","false","46.034237","14.483296","Trappa Pizzeria & Bar","20","+386 590 40010","$$ - $$$","611","276","#231 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d16697841-Reviews-Trappa_Pizzeria_Bar-Ljubljana_Upper_Carniola_Region.html","http://www.trappa.si/"
"Ilirska ulica 4, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,"info@dodopizza.si","1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"17394196","false","false","46.05284","14.51438","Dodo Pizza Slovenija","12","+386 1 232 32 00","","611","275","#230 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17394196-Reviews-Dodo_Pizza_Slovenija-Ljubljana_Upper_Carniola_Region.html","http://www.dodopizza.si"
"Celovshka cesta 25 Park Tivoli, Ljubljana 1000 Slovenia","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,"1800","540",,,"1800","540",,,"1800","540",,,"1800","540",,,"1800","540",,,"1800","540",,,"1800","540",,,"1117784","false","false","46.059986","14.496488","Hot Horse","170","+386 31 709 716","$","611","277","#13 of 16 Quick Bites in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1117784-Reviews-Hot_Horse-Ljubljana_Upper_Carniola_Region.html","http://www.hot-horse.si/"
"Wolfova ulica 14, Ljubljana 1000 Slovenia","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Cafe","European","Slovenian","Vegetarian Friendly",,,,,,,"info@zvezdaljubljana.si","1200","600",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1061476","false","false","46.05039","14.504919","Kavarna Zvezda","448","+386 1 421 90 90","$$ - $$$","611","57","#5 of 41 Coffee & Tea in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1061476-Reviews-Kavarna_Zvezda-Ljubljana_Upper_Carniola_Region.html","http://www.zvezdaljubljana.si"
"Cesta na Rozhnik 18, Ljubljana 1000 Slovenia","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","Barbecue","European","Slovenian","Eastern European","Central European","Vegetarian Friendly","Gluten Free Options",,,,"info@gostilna-cad.si","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"2241869","false","false","46.05528","14.481988","Gostilna Cad","337","+386 1 251 34 46","$$ - $$$","611","59","#48 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2241869-Reviews-Gostilna_Cad-Ljubljana_Upper_Carniola_Region.html","http://www.gostilna-cad.si"
"Shmartinska cesta 152 Btc, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pizza","European","Slovenian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3292800","false","false","46.064404","14.543778","Kratochwill","118","+386 1 585 27 56","$$ - $$$","611","271","#226 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3292800-Reviews-Kratochwill-Ljubljana_Upper_Carniola_Region.html","http://www.kratochwill.si"
"Wolfova ulica 12, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"1350","690",,,"1350","690",,,"1350","690",,,"1350","690",,,"1350","690",,,"1350","690",,,"698789","false","false","46.050728","14.5052","Sushimama","304","+386 40 702 070","$$ - $$$","611","60","#49 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d698789-Reviews-Sushimama-Ljubljana_Upper_Carniola_Region.html","http://www.sushimama.si/"
"Ciril-Metodov trg 14, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7236352","false","false","46.05039","14.50803","Kavarna in Prazarna Zlati Dukat","16","+386 40 436 111","$$ - $$$","611","284","#23 of 41 Coffee & Tea in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7236352-Reviews-Kavarna_in_Prazarna_Zlati_Dukat-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/KavarnaZlatiDukat"
"Petkovshkovo nabrezhje 9, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Slovenian","Central European","Vegetarian Friendly",,,,,"1425","360",,,"1425","360",,,"1425","360",,,"1425","360",,,"1425","360",,,"1425","360",,,"1425","360",,,"4971838","false","false","46.05166","14.507707","Promenada","230","+386 40 516 308","$$ - $$$","611","281","#235 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4971838-Reviews-Promenada-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/caffepromenada/"
"Trubarjeva cesta 45, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Lebanese","Middle Eastern","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@libanonskemeze.si",,,,,,,,,"900","720","1320","1080","900","720","1320","1080","900","720","1320","1080","900","720","1320","1080","900","720","1320","1080","7243064","false","false","46.052486","14.511489","Libanonske meze in drugi uzitki","207","+386 51 865 733","$$ - $$$","611","69","#57 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7243064-Reviews-Libanonske_meze_in_drugi_uzitki-Ljubljana_Upper_Carniola_Region.html","http://www.libanonskemeze.si/"
"Vodnikov trg 2, Ljubljana 1000 Slovenia","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","European","Soups","Slovenian","Eastern European","Central European","Vegetarian Friendly","Gluten Free Options",,,,"pisarna2013@gmail.com","1440","600",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1819995","false","false","46.05069","14.509837","Vodnikov Hram","896","+386 1 234 52 60","$$ - $$$","611","68","#56 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1819995-Reviews-Vodnikov_Hram-Ljubljana_Upper_Carniola_Region.html","http://www.vodnikov-hram.si/"
"Adamic Lundrovo nabrezje 1, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","European","Soups","Slovenian","Central European","Vegetarian Friendly","Vegan Options",,,,,"info@moji-struklji.si","1080","600",,,"1200","450",,,"1200","450",,,"1200","450",,,"1200","450",,,"1320","450",,,"1200","450",,,"12460814","false","false","46.051178","14.507581","Moji struklji","110","+386 40 580 556","$$ - $$$","611","64","#52 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12460814-Reviews-Moji_struklji-Ljubljana_Upper_Carniola_Region.html","http://www.moji-struklji.si"
"Komenskega ulica 30, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe","European","Slovenian","Vegetarian Friendly","Vegan Options",,,,,"theprinceoforange@gmail.com",,,,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,"1200","480",,,,,,,"1874136","false","false","46.052856","14.511428","The Prince of Orange","28","+386 838 02447","$$ - $$$","611","288","#240 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1874136-Reviews-The_Prince_of_Orange-Ljubljana_Upper_Carniola_Region.html","http://www.theprinceoforange.si"
"Chrna vas 265, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Slovenian","European","Vegetarian Friendly",,,,,,,,"info@trnulja.com","1080","720",,,,,,,,,,,,,,,,,,,"1200","720",,,"1200","720",,,"6477074","false","false","46.00058","14.47769","Bio restaurant Trnulja","18","+386 41 610 522","$$ - $$$","611","285","#238 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6477074-Reviews-Bio_restaurant_Trnulja-Ljubljana_Upper_Carniola_Region.html","http://trnulja.com"
"Mikloshicheva cesta 30, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Fast Food","Eastern European","Vegetarian Friendly",,,,,,,,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"802966","false","false","46.056095","14.507779","Nobel burek","163","+386 1 232 33 92","$","611","62","#50 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d802966-Reviews-Nobel_burek-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/pages/Nobel-Burek/191235604259912"
"Poljanska cesta 7 Trg OF 7, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Pizza","European","Eastern European",,,,,,,,"1410","840",,,"1410","420",,,"1410","420",,,"1410","420",,,"1410","420",,,"1410","420",,,"1410","510",,,"4594091","false","false","46.05071","14.51217","Fast Food BUREK 1","15","+386 31 737 509","$","611","283","#237 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4594091-Reviews-Fast_Food_BUREK_1-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/Okrepcevalnica.Burek"
"Mikloshicheva cesta 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@restavracija-union.si","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"8647355","false","false","46.053387","14.506235","Restaurant Union","16","+386 1 308 12 95","$$ - $$$","611","290","#242 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8647355-Reviews-Restaurant_Union-Ljubljana_Upper_Carniola_Region.html","http://www.restavracija-union.si"
