"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Haarlemmerstraat 117, 1013 EM Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Mediterranean","Middle Eastern","Central European","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"7893920","false","false","52.3808","4.890315","Abinish","128","+31 20 639 3007","$$ - $$$","4039","512","#446 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d7893920-Reviews-Abinish-Amsterdam_North_Holland_Province.html","http://abinish.nl"
"NDSM Plein 102, 1033 WB Amsterdam The Netherlands","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@noorderlichtcafe.nl","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"2190194","false","false","52.3996","4.896668","Noorderlicht Cafe","317","+31 20 492 2770","$$ - $$$","4039","904","#802 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2190194-Reviews-Noorderlicht_Cafe-Amsterdam_North_Holland_Province.html","http://www.noorderlichtcafe.nl"
"Prins Hendrikkade 85, 1012 AE Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Vegetarian Friendly",,,,,,,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1620","780",,,,,"1620","780",,,,,"4598357","false","false","52.37682","4.901667","Cafe Batavia 1920","148","+31 20 623 4086","$$ - $$$","4039","907","#805 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d4598357-Reviews-Cafe_Batavia_1920-Amsterdam_North_Holland_Province.html","http://www.cafebatavia.nl/"
"Leidseplein 10, 1017 PT Amsterdam The Netherlands","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Dutch","Seafood","European",,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"696919","false","false","52.364494","4.882715","De Oesterbar","309","+31 20 623 2988","$$$$","4039","910","#808 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d696919-Reviews-De_Oesterbar-Amsterdam_North_Holland_Province.html",
"8 Oosterdokskade, 1011 AE Amsterdam The Netherlands","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"697011","false","false","52.37532","4.907287","Sea Palace","2547","+31 20 626 4777","$$ - $$$","4039","909","#807 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d697011-Reviews-Sea_Palace-Amsterdam_North_Holland_Province.html","http://www.seapalace.nl/"
"Heesterveld 3, 1102 SB Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@omaietje.nl",,,,,,,"990","540",,,,,"990","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","570",,,,,"9559218","false","false","52.306366","4.953747","Oma Ietje","72","+31 20 233 8150","$","4039","908","#806 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d9559218-Reviews-Oma_Ietje-Amsterdam_North_Holland_Province.html","http://www.omaietje.nl"
"Utrechtsestraat 96, 1017 VS Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"info@segugio.nl",,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1140","1080",,,,,"801311","false","false","52.36237","4.898853","Segugio","183","+31 20 330 1503","$$$$","4039","906","#804 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d801311-Reviews-Segugio-Amsterdam_North_Holland_Province.html","http://www.segugio.nl/"
"Amstel 202, 1017 AH Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub",,,,,,,,,"cafelangereis@gmail.com","1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"3612625","false","false","52.366306","4.900278","Cafe Langereis","131","+31 20 785 0641","$$ - $$$","4039","903","#801 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3612625-Reviews-Cafe_Langereis-Amsterdam_North_Holland_Province.html","http://cafelangereis.nl"
"Albert Cuypstraat 22, 1072 CT Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@venkelsalades.nl","1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"5606373","false","false","52.35458","4.888228","Venkel","77","+31 20 772 3198","$$ - $$$","4039","901","#799 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d5606373-Reviews-Venkel-Amsterdam_North_Holland_Province.html","http://www.venkelsalades.nl/"
"Cornelis Schuytstraat 8, 1071 JH Amsterdam The Netherlands","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2367974","false","false","52.355732","4.870913","Brasserie Van Dam","454","+31 20 670 6570","$$ - $$$","4039","905","#803 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2367974-Reviews-Brasserie_Van_Dam-Amsterdam_North_Holland_Province.html","http://www.brasserievandam.nl"
"Kloveniersburgwal 14a 1012 CT, 1012 CT Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@songkwae.nl","1350","900",,,,,"1350","900",,,,,"1350","900",,,,,"1350","900",,,,,"1350","900",,,,,"1350","900",,,,,"1350","900",,,,,"1860469","false","false","52.37186","4.899449","Song Kwae Thai Food","198","+31 20 624 2568","$$ - $$$","4039","711","#623 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1860469-Reviews-Song_Kwae_Thai_Food-Amsterdam_North_Holland_Province.html","http://www.facebook.com/ThaisRestaurantSongKwaeAmsterdam"
"Govert Flinckstraat 308, 1073 CJ Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Spanish","Vegetarian Friendly",,,,,,,,,,"1350","1050",,,,,"1350","1050",,,,,,,,,,,"1350","1050",,,,,"1350","1050",,,,,"1350","1050",,,,,"1350","1050",,,,,"780746","false","false","52.356388","4.898761","Vamos a Ver","111","+31 20 673 6992","$$ - $$$","4039","902","#800 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d780746-Reviews-Vamos_a_Ver-Amsterdam_North_Holland_Province.html","http://www.vamosaver.nl/"
"Hof, Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"Argentinean","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4313122","false","false","52.38034","4.89227","Restaurant Amersfoort","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d4313122-Reviews-Restaurant_Amersfoort-Amsterdam_North_Holland_Province.html",
"Osdorper Ban 126 /128, 1068 MK Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@banketbakkerij-roetman.nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15860312","false","false","52.36184","4.797303","Banketbakkerij G. Roetman","0","+31 20 619 0314","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d15860312-Reviews-Banketbakkerij_G_Roetman-Amsterdam_North_Holland_Province.html","https://www.facebook.com/banketbakkerijroetman/"
"Herengracht 194, 1016 BS Amsterdam The Netherlands","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Diner","Vegetarian Friendly","Vegan Options",,,,,,,"info@ilpanorama.nl","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1227238","false","false","52.37335","4.886902","Cafe-Restaurant IL Panorama","521","+31 20 627 9577","$$ - $$$","4039","751","#660 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1227238-Reviews-Cafe_Restaurant_IL_Panorama-Amsterdam_North_Holland_Province.html","http://ilpanorama.nl"
"2e van der Helststraat 16, 1072 PD Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,"info@depizzakamer.nl","1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"2254862","false","false","52.35258","4.8948","De Pizzakamer","121","+31 20 221 1457","$$ - $$$","4039","758","#666 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2254862-Reviews-De_Pizzakamer-Amsterdam_North_Holland_Province.html","http://www.depizzakamer.nl/index_de_pijp.html"
"Korte Leidsedwarsstraat 1091, 1017 PX Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"Argentinean","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4802071","false","false","52.36358","4.88439","Mina","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d4802071-Reviews-Mina-Amsterdam_North_Holland_Province.html",
"Haarlemmerstraat 11, 1013 EH Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1529854","false","false","52.37945","4.893779","Rangoli Restaurant","228","+31 20 622 3776","$$ - $$$","4039","915","#813 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d1529854-Reviews-Rangoli_Restaurant-Amsterdam_North_Holland_Province.html","http://www.rangoli.nl/"
"Lijnbaansgracht 190, 1016 XA Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","International","Vegetarian Friendly",,,,,,,,"1500","600",,,,,"1500","660",,,,,"1500","660",,,,,"1500","600",,,,,"1500","660",,,,,"1620","660",,,,,"1620","600",,,,,"2012733","false","false","52.368385","4.878493","Brasserie Blazer","144","+31 20 620 9690","$$ - $$$","4039","759","#667 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2012733-Reviews-Brasserie_Blazer-Amsterdam_North_Holland_Province.html","http://www.brasserieblazer.nl"
"Leidsekruisstraat 19, 1017 RE Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21414872","false","false","52.363377","4.884998","Mama Impasto","0","+31 20 771 9030","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d21414872-Reviews-Mama_Impasto-Amsterdam_North_Holland_Province.html",
"Eerste van Swindenstraat 581, 1093 LC Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Dutch","Cafe","European","Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@barbotanique.nl","1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"10483701","false","false","52.363422","4.930367","Bar Botanique","149","+31 20 358 6553","$$ - $$$","4039","913","#811 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d10483701-Reviews-Bar_Botanique-Amsterdam_North_Holland_Province.html","http://www.barbotanique.nl"
"Bellamystraat 2 BG, 1053 BL Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@thebreakfastclub.nl","1080","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1080","480",,,,,"7346923","false","false","52.36756","4.867414","The Breakfast Club","469","+31 20 223 4933","$$ - $$$","4039","916","#814 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d7346923-Reviews-The_Breakfast_Club-Amsterdam_North_Holland_Province.html","http://thebreakfastclub.nl/"
"H.J.E. Wenckebachweg 167, 1096 AM Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@amstelveld.nl",,,,,,,"840","240",,,,,"840","240",,,,,"840","240",,,,,"840","240",,,,,"840","240",,,,,"720","240",,,,,"15860132","false","false","52.33609","4.93435","Amstelveld Bakkerij BV","0","+31 20 465 2020","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d15860132-Reviews-Amstelveld_Bakkerij_BV-Amsterdam_North_Holland_Province.html","http://www.amstelveld.nl"
"Ceintuurbaan 49 H, 1072 ET Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Soups","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11870670","false","false","52.35253","4.888826","Sapporo RAMEN SORA","107","+31 20 664 4396","$$ - $$$","4039","760","#668 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11870670-Reviews-Sapporo_RAMEN_SORA-Amsterdam_North_Holland_Province.html","http://www.facebook.com/pg/Sapporo-RAMEN-SORA-269943320040477/about/"
"Nieuwezijds Kolk 25, 1012 PV Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"American",,,,,,,,,,,,"Zaccardotribe@gmail.com","1200","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200","720",,,,,"1200","720",,,,,"17389177","false","false","52.37614","4.89417","SunLight Lounge","0","+31 6 21321338","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d17389177-Reviews-SunLight_Lounge-Amsterdam_North_Holland_Province.html",
"Ferdinand Bolstraat 188A, 1072 LV Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Dutch","European","Pub","Bar",,,,,,,,"directantwoord@loetje.nl","1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"11920498","false","false","52.35041","4.89145","Loetje in De Pijp","158","+31 20 237 4321","$$ - $$$","4039","917","#815 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d11920498-Reviews-Loetje_in_De_Pijp-Amsterdam_North_Holland_Province.html","http://depijp.loetje.com/"
"Zocherstraat 10, 1054 LX Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","International","Spanish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"1440","600",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"6878558","false","false","52.35763","4.85752","Fijnkost Vondelpark","58","+31 6 26680558","$$ - $$$","4039","919","#817 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d6878558-Reviews-Fijnkost_Vondelpark-Amsterdam_North_Holland_Province.html","http://www.fijnkost.nl"
"653 Prinsengracht, 1016 HV Amsterdam The Netherlands","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","Pub","Vegetarian Friendly",,,,,,,"Info@cafehetmolenpad.nl","1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1560","720",,,,,"1560","720",,,,,"697073","false","false","52.36719","4.882538","Cafe Het Molenpad","185","+31 20 625 9680","$$ - $$$","4039","920","#818 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d697073-Reviews-Cafe_Het_Molenpad-Amsterdam_North_Holland_Province.html","http://cafehetmolenpad.nl/en"
"Purmerplein 15 17, 1023 BC Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@keesgutter.nl",,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"960","480",,,,,"15860265","false","false","52.39154","4.94429","Bakkerij Kees Gutter Purmerplein","0","+31 20 636 9278","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d15860265-Reviews-Bakkerij_Kees_Gutter_Purmerplein-Amsterdam_North_Holland_Province.html","http://www.keesgutter.nl"
"Spui 7A Tegenover Esprit Cafe, 1012 WX Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Dutch","Seafood","Fast Food",,,,,,,,,,"info@haringhandeljonk.com","1050","600",,,,,"1050","600",,,,,"1050","600",,,,,"1050","600",,,,,"1050","600",,,,,"1050","600",,,,,"1050","600",,,,,"3842495","false","false","52.36889","4.890649","Haringhandel Jonk","88",,"$","4039","756","#664 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d3842495-Reviews-Haringhandel_Jonk-Amsterdam_North_Holland_Province.html","http://www.haringhandeljonk.com"
"Nieuwezijds Voorburgwal 182 I, 1012 SJ Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"Grill",,,,,,,,,,,,"info@the-butcher.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20206530","false","false","52.37377","4.89059","THE BUTCHER Magna Plaza","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d20206530-Reviews-THE_BUTCHER_Magna_Plaza-Amsterdam_North_Holland_Province.html","http://the-butcher.com"
"Koningsstraat 29 1011 ET Amsterdam, 1011 ET Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1350","990",,,,,,,,,,,"1350","990",,,,,"1350","990",,,,,"1350","990",,,,,"1350","990",,,,,"1350","990",,,,,"2038024","false","false","52.372353","4.902065","Me Naam Naan","134","+31 20 423 3344","$$ - $$$","4039","852","#751 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2038024-Reviews-Me_Naam_Naan-Amsterdam_North_Holland_Province.html","http://www.menaamnaan.nl"
"Oude hoogstraat 31, 1012 CD Amsterdam The Netherlands","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,"Info@bakemydayamsterdam.com","1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"12381854","false","false","52.371166","4.898322","Bake my Day","68","+31 6 40791156","$","4039","851","#750 of 3,997 Restaurants in Amsterdam","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d12381854-Reviews-Bake_my_Day-Amsterdam_North_Holland_Province.html","http://www.bakemydayamsterdam.nl"
"Nieuwezijds Voorburgwal 4-10, 1012 RZ Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Seafood","Sushi","Asian","Grill","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"8001781","false","false","52.37739","4.895129","Sumo Amsterdam 3 - Nieuwezijds Voorburgwal","274","+31 20 261 1861","$$ - $$$","4039","911","#809 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d8001781-Reviews-Sumo_Amsterdam_3_Nieuwezijds_Voorburgwal-Amsterdam_North_Holland_Province.html","http://restaurantsumo.com/amsterdam-3/"
"Van Breestraat 107A, 1071 ZJ Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","International","Eastern European",,,,,,,,,,"info@dewijnkaart.com","1320","720",,,,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","720",,,,,"1320","720",,,,,"21091790","false","false","52.35597","4.873585","De Wijnkaart","27","+31 20 776 4746","$$ - $$$","4039","858","#757 of 3,997 Restaurants in Amsterdam","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d21091790-Reviews-De_Wijnkaart-Amsterdam_North_Holland_Province.html","http://www.dewijnkaart.com"
"Torensteeg 4-8, 1012 TH Amsterdam The Netherlands",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Dutch","Bar","Cafe","European","Pub","Vegetarian Friendly","Vegan Options",,,,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1620","600",,,,,"1620","600",,,,,"788393","false","false","52.37455","4.88971","Cafe van Zuylen","597","+31 20 639 1055","$$ - $$$","4039","912","#810 of 3,997 Restaurants in Amsterdam","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d788393-Reviews-Cafe_van_Zuylen-Amsterdam_North_Holland_Province.html","http://www.cafevanzuylen.nl/"
"Van Woustraat 127/129, 1074 AH Amsterdam The Netherlands","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,"info@pekelhaaring.nl","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"2478316","false","false","52.353218","4.902537","Pekelhaaring","187","+31 20 679 0460","$$ - $$$","4039","859","#758 of 3,997 Restaurants in Amsterdam","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188590-d2478316-Reviews-Pekelhaaring-Amsterdam_North_Holland_Province.html","http://www.pekelhaaring.nl"
