"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Targowa 32, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"bistro@zielonekrzesla.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17528945","false","false","52.25031","21.04175","Zielone Krzesla Bistro","2","+48 22 829 69 43","","2961","2075","#1,895 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17528945-Reviews-Zielone_Krzesla_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/zielonekrzeslatargowa/"
"ul. Bracka 20A, Warsaw 00-028 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6380643","false","false","52.23197","21.01648","Klub Hustawka","4",,"","2961","2073","#1,893 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6380643-Reviews-Klub_Hustawka-Warsaw_Mazovia_Province_Central_Poland.html",
"Wilcza 31, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Thai","Korean","Vietnamese",,,,,,,"1290","720",,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,"13294480","false","false","52.22473","21.01577","Bar Asia Anh Viet-Thai Food","9",,"","2961","2044","#1,865 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13294480-Reviews-Bar_Asia_Anh_Viet_Thai_Food-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Smocza 3, Warsaw 01-012 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"wola@spoldzielniawola.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17752254","false","false","52.24292","20.9868","Cafe PoWoli","1","+48 22 273 03 92","","2962","2303","#2,118 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17752254-Reviews-Cafe_PoWoli-Warsaw_Mazovia_Province_Central_Poland.html","http://www.cafepowoli.pl"
"ul. Koszykowa 1, Warsaw 00-564 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"restauracja@tlustages.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9835293","false","false","52.22037","21.023298","Tlusta GeS","2","+48 22 621 42 58","$$ - $$$","2962","2318","#2,133 of 3,259 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d9835293-Reviews-Tlusta_GeS-Warsaw_Mazovia_Province_Central_Poland.html","http://www.tlustages.pl"
"Skoroszewska 11/u7 Next to the bus stop, Warsaw 02-495 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,"wwaursuskokusushi@op.pl","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,"11668040","false","false","52.186604","20.896328","Koku Sushi","15","+48 600 200 213","$$$$","2961","2041","#1,862 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11668040-Reviews-Koku_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://www.kokusushi.pl/pl/warszawa.html"
"Nugat 7, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13115767","false","false","52.25698","20.99211","Prosto Z Gara","2","+48 731 434 027","","2961","2050","#1,871 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13115767-Reviews-Prosto_Z_Gara-Warsaw_Mazovia_Province_Central_Poland.html","http://facebook.com/prostozgarawarszawa/"
"aleja Jana Pawla II AL. Jana Pauka II 19, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10211041","false","false","52.24265","20.99252","Cafe au Lait","2","+48 22 256 01 61","","2962","2315","#2,130 of 3,259 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10211041-Reviews-Cafe_au_Lait-Warsaw_Mazovia_Province_Central_Poland.html",
"Aleja Stanow Zjednoczonych 69 Ste. C5, Warsaw 04-028 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"klawa.szama@gmail.com","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1800","720",,,"17424873","false","false","52.24302","21.08345","KLAWA SZAMA","1","821 09 79","","2962","2317","#2,132 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17424873-Reviews-KLAWA_SZAMA-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/pages/category/Bar---Grill/KLAWA-SZAMA-1377201232378900/"
"Ul. Krucza 16/22, Warsaw 00-526 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2697724","false","false","52.22633","21.01863","Restauracja Kaprys","6","+48 22 578 22 32","","2962","2312","#2,127 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2697724-Reviews-Restauracja_Kaprys-Warsaw_Mazovia_Province_Central_Poland.html","http://www.restauracjakaprys.pl"
"Londynska 16 Saska Kepa, corner with Walecznych street, Warsaw 03-922 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,"mrgreeksouvlakitaverna@gmail.com","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"19981178","false","false","52.23621","21.063602","Mr. Greek Souvlaki","9","+48 22 404 76 56","$$ - $$$","2962","2320","#2,135 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19981178-Reviews-Mr_Greek_Souvlaki-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/mrgreeksouvlaki"
"Przejazd 2 Osiedle Marina, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13393752","false","false","52.19202","20.98755","Pizzeria Gaga","1",,"","2962","2313","#2,128 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13393752-Reviews-Pizzeria_Gaga-Warsaw_Mazovia_Province_Central_Poland.html","http://www.pizzeriagaga.pl"
"ul. Stanislawa Noakowskiego 10, Warsaw 00-666 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"biuro@krolziemniak.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9718283","false","false","52.22114","21.0108","Krolziemniak","2","+48 575 275 676","$","2962","2316","#2,131 of 3,259 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d9718283-Reviews-Krolziemniak-Warsaw_Mazovia_Province_Central_Poland.html","http://www.krolziemniak.pl/"
"Podwale 13, Warsaw 02-252 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15098781","false","false","52.24817","21.00996","OBIADY DOMOWE STOLOWKA PODWALE","1","+48 535 484 681","$","2962","2319","#2,134 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15098781-Reviews-OBIADY_DOMOWE_STOLOWKA_PODWALE-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Walbrzyska 40, Warsaw 02-739 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,"1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"5518904","false","false","52.17364","21.02939","Gold Elephant Thai Food","21","+48 22 852 61 56","$$ - $$$","2962","2311","#2,126 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d5518904-Reviews-Gold_Elephant_Thai_Food-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/pages/Gold-elephant-thai-food/226860570809852"
"Jana Kazimierza 47, Warsaw 01-267 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"alpasso.wola@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17529027","false","false","52.2218","20.93616","Lodziarnia Al Passo","1","+48 501 492 209","","2962","2314","#2,129 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17529027-Reviews-Lodziarnia_Al_Passo-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/lodynaturalneAlPassoWola/"
"Krucza 41/43, Warsaw 00-525 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17647346","false","false","52.22885","21.01703","Restauracja Chinkali","3","+48 791 776 235","","2962","2330","#2,145 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17647346-Reviews-Restauracja_Chinkali-Warsaw_Mazovia_Province_Central_Poland.html","http://fb.com/restauracjachinkali"
"00-669 Warszawa Ul. Emilii Plater 10, Warsaw 00-669 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3730452","false","false","52.22397","21.0081","Rue de Paris","34","+48 22 828 04 25","$$ - $$$","2962","2324","#2,139 of 3,259 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3730452-Reviews-Rue_de_Paris-Warsaw_Mazovia_Province_Central_Poland.html","http://www.ruedeparis.eu"
"Bednarska 28/30, Warsaw 00-321 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"rezerwacje@glebokieshotbar.pl","1740","990",,,"1740","990",,,,,"1740","990",,,,,"1740","990",,,,,"1740","990",,,,,"1740","990",,,,,"1740","990",,,"6378688","false","false","52.24503","21.01719","Deep Throat SHOT BAR","15","+48 511 116 601","$","2962","2329","#2,144 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6378688-Reviews-Deep_Throat_SHOT_BAR-Warsaw_Mazovia_Province_Central_Poland.html","http://glebokieshotbar.pl"
"ul. Aleja SolidarnoSci 149, Warsaw 00-898 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"zelazna@firley.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17338920","false","false","52.24058","20.99033","Jadlo Na Zelaznej","1","022 461 11 74","","2962","2322","#2,137 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17338920-Reviews-Jadlo_Na_Zelaznej-Warsaw_Mazovia_Province_Central_Poland.html","http://zelazna.firley.pl"
"Aleja Jana Pawla II 52/54, Warsaw 00-152 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,"restauracja@lavietnamita.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14967800","false","false",,,"La Vietnamita - Vietnamese Eatery","9","+48 789 079 909","$$ - $$$","2962","2321","#2,136 of 3,259 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14967800-Reviews-La_Vietnamita_Vietnamese_Eatery-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/lavietnamitawarsaw/"
"ul. Filtrowa 83 Adressen burden heller være Akademicka 1. Siden det er her inngangspartiet er. Fra Filtrowa ma man rundt hjørnet der det er en dagligvarebutikk for a komme til Cafeen., Warsaw 02-032 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Soups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8514640","false","false","52.21907","20.98645","Kawiarnia Akademicka","3","+48 660 891 066","","2962","2328","#2,143 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8514640-Reviews-Kawiarnia_Akademicka-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/pages/Kawiarnia-Akademicka/167847053421808?fref=ts"
"ul. Stanislawa Noakowskiego 12, Warsaw 00-666 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5038727","false","false","52.22134","21.01052","Pizza Przy Politechnice","11","+48 22 424 44 42","$","2962","2323","#2,138 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d5038727-Reviews-Pizza_Przy_Politechnice-Warsaw_Mazovia_Province_Central_Poland.html","http://pizza-przy-politechnice.pl"
"ul. Grzybowska 79 Muzeum Powstania Warszawskiego, Warsaw 08-844 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"kontakt@1944.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17143173","false","false","52.23302","20.9809","Kawiarnia Pol Czarnej","1","+48 22 539 79 05","","2962","2325","#2,140 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17143173-Reviews-Kawiarnia_Pol_Czarnej-Warsaw_Mazovia_Province_Central_Poland.html","https://www.1944.pl/artykul/otwarcie-kawiarni-quot-pol-czarnej-quot-w-mu,1977.html"
"Batalionow Chlopskich 75, Warsaw 01-305 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","European",,,,,,,,"biuro@stolicalodow.pl","1260","600",,,"1260","600",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","600",,,"15111481","false","false","52.23295","20.89304","Stolica Lodow Tradycyjnych","1","+48 607 120 579","$","2962","2326","#2,141 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15111481-Reviews-Stolica_Lodow_Tradycyjnych-Warsaw_Mazovia_Province_Central_Poland.html","http://www.stolicalodow.pl"
"Tamka 13A, Warsaw 00-385 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Polish","Pizza","European","Pub","Diner","Gastropub",,,,"syrenkabistro@gmail.com","1320","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1440","660",,,,,"1440","720",,,"13631161","false","false","52.23783","21.02786","Syrenka Bistro","7","+48 22 692 71 67","$$ - $$$","2961","2077","#1,897 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13631161-Reviews-Syrenka_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","https://pl-pl.facebook.com/SyrenkaBistro"
"Krucza 41/43, Warsaw 00-525 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Eastern European","Ukrainian",,,,,,,,,"syvyy96@mail.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14930434","false","false","52.22936","21.01684","Craft Ukranian kitchen","1","+48 792 871 277","$","2962","2327","#2,142 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14930434-Reviews-Craft_Ukranian_kitchen-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/craftukrainiankitchen/?modal=admin_todo_tour"
"Ul. Piekna 20, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","International",,,,,,,,,,"1380","720",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","720",,,"2436413","false","false","52.22366","21.01937","Piekna Bistro","7",,"","2961","2084","#1,904 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2436413-Reviews-Piekna_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","http://www.jazzone.pl/index.php?lang=pl&m=page&pg_id=153&lnk=1"
"Noakowskiego 12, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1455630","false","false","52.22134","21.01052","Drukarnia Cafe Bar","3","+48 22 875 85 07","$$ - $$$","2961","2088","#1,908 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1455630-Reviews-Drukarnia_Cafe_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://www.cafedrukarnia.pl"
"Ordynacka 13, Warsaw 00-364 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Fusion","Healthy",,,,,,,,"kontakt@thebotanist.pl","1200","780",,,,,,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","780",,,"21052555","false","false",,,"The Botanist","4","+48 790 351 135","$","2961","2085","#1,905 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d21052555-Reviews-The_Botanist-Warsaw_Mazovia_Province_Central_Poland.html","http://www.thebotanist.pl"
"Krasinskiego 10 Plac Wilsona, Warsaw 01-615 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14039050","false","false","52.197174","20.973097","A. Blikle","2","+48 667 115 113","","2961","2086","#1,906 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14039050-Reviews-A_Blikle-Warsaw_Mazovia_Province_Central_Poland.html","http://a-blikle-plac-wilsona.business.site/"
"Trocka 6/43 Pawilon 43, Warsaw 03-563 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"kamil@kquan.pl","1050","720",,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,"12652927","false","false","52.27652","21.05215","Camorra Pasta","2",,"","2961","2083","#1,903 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12652927-Reviews-Camorra_Pasta-Warsaw_Mazovia_Province_Central_Poland.html","https://www.camorrapasta.pl/"
"Ulica Walbrzyska 11 Lokal 5, Warsaw 02-739 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"12512195","false","false","52.25156","21.04325","Pizzeria Pieczychlebek","13","+48 22 252 89 86","","2961","2089","#1,909 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12512195-Reviews-Pizzeria_Pieczychlebek-Warsaw_Mazovia_Province_Central_Poland.html","http://pieczychlebek.pl/"
"Aleja Rzeczypospolitej 12 Lokal U8, Warsaw 02-972 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@baykebab.com","1350","600",,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,"12231502","false","false","52.16319","21.07087","Bay Kebab Restaurant","6","+48 667 229 229","","2961","2082","#1,902 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12231502-Reviews-Bay_Kebab_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://baykebab.com/"
"ul. Zlota 65, Warsaw 00-819 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","Pizza","European",,,,,,,"pizza@studiobuffo.com.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7910696","false","false","52.22986","20.9982","Buffo Pizzeria","3","+48 22 652 26 11","$$ - $$$","2962","2338","#2,153 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7910696-Reviews-Buffo_Pizzeria-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Anielewicza 3, Warsaw 00-157 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14797936","false","false","52.24895","20.99712","Paradox Cafe","7","+48 691 472 949","","2962","2334","#2,149 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14797936-Reviews-Paradox_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/ParadoxCafe/"
"Ken 50 Ste U4, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","International","European",,,,,,,"kontakt@creppa.eu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14028374","false","false","52.143505","21.054989","Creppa NaleSnikarnia","2","+48 22 436 84 39","","2962","2339","#2,154 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14028374-Reviews-Creppa_NaleSnikarnia-Warsaw_Mazovia_Province_Central_Poland.html","http://www.creppa.eu/"
"aleja jana pawla II n.82, Warsaw 00-175 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"1320","600",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,"13223572","false","false","52.25636","20.9823","Nadziane","34",,"$$ - $$$","2961","2081","#1,901 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13223572-Reviews-Nadziane-Warsaw_Mazovia_Province_Central_Poland.html","http://grandkitchen.pl/nadziane/"
"ul. Czerniowiecka 9 Entrance from Bukowinska street, Warsaw 02-705 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,"jola.boska@boscaiola.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15812901","false","false","52.18487","21.0251","Boscaiola","8","+48 736 006 677","","2962","2331","#2,146 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15812901-Reviews-Boscaiola-Warsaw_Mazovia_Province_Central_Poland.html","http://www.boscaiola.pl/"
"Ul. Aleje Jerozolimskie 65/79 Warsaw Marriott Hotel, Warsaw 00-697 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4168330","false","false","52.22854","21.00597","Chopstix","6","+48 22 630 71 79","$$$$","2961","2087","#1,907 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4168330-Reviews-Chopstix-Warsaw_Mazovia_Province_Central_Poland.html","http://www.marriott.com/hotels/hotel-information/restaurant/WAWPL&scid=d42e66eb-35c2-4d9c-9219-ae39f3a2ca9f"
"ul. Pod Lipa 1, Warsaw 02-798 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,"1260","720",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,"3513930","false","false","52.12859","21.06155","Izzy Sushi","4","+48 22 243 19 33","","2962","2337","#2,152 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3513930-Reviews-Izzy_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://www.izzysushi.com/"
"Ulica Czapelska, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,"1260","780",,,,,,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,"3599316","false","false","52.24339","21.08743","Iki Sushi","3",,"","2962","2335","#2,150 of 3,259 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3599316-Reviews-Iki_Sushi-Warsaw_Mazovia_Province_Central_Poland.html",
"Sienna 83, Warsaw 00-815 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14796691","false","false","52.23007","20.99321","Mleczarnia Jerozolimska","9","+48 602 217 997","$","2962","2340","#2,155 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14796691-Reviews-Mleczarnia_Jerozolimska-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/mleczarnia.jerozolimska.sienna83/"
