"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Nerudova 248/17 Mala Strana, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Cafe","European","Czech","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"staroceskedobroty@gmail.com","1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"3958167","false","false","50.088585","14.399724","MLS Waffle point U Kajetana","660","+420 773 011 031","$","5265","200","#15 of 212 Dessert in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3958167-Reviews-MLS_Waffle_point_U_Kajetana-Prague_Bohemia.html","https://www.facebook.com/CreperieuKajetana/"
"Krizikova 24, Prague 186 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","European","Central European","Grill","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@nejenbistro.cz","1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"8440097","false","false","50.091583","14.44688","Nejen Bistro","274","+420 721 249 494","$$ - $$$","5265","195","#167 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8440097-Reviews-Nejen_Bistro-Prague_Bohemia.html","http://www.nejenbistro.cz"
"Na Prikope 959/27, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","American","Bar","Central American","Contemporary","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"tgi.fridays@rosinter.cz","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1470","660",,,,,"1470","660",,,,,"3850091","false","false","50.08284","14.426653","TGI  Friday's","986","+420 221 967 228","$$ - $$$","5265","194","#166 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3850091-Reviews-TGI_Friday_s-Prague_Bohemia.html","http://www.tgifridays.cz/cs/na-prikopech/"
"U Obecniho Domu 1 Hotel Paris, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","French","Cafe","European","Central European","Vegetarian Friendly",,,,,,,,,,,"fboffice@hotel-paris.cz","120","0","1440","480",,,"120","0","1440","480",,,"120","0","1440","480",,,"120","0","1200","480",,,"120","0","1440","480",,,"120","0","1440","480",,,"120","0","1440","480",,,"2470264","false","false","50.08803","14.427393","Cafe de Paris","396","+420 222 195 900","$$ - $$$","5265","192","#164 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2470264-Reviews-Cafe_de_Paris-Prague_Bohemia.html","https://www.hotel-paris.cz/en/cafe-de-paris-prague/"
"Cihelna 2b, Prague 118 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","Italian","Cafe","Czech","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"kontakt@cihelna.com","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"694819","false","false","50.08792","14.410578","Hergetova Cihelna","1699","+420 296 826 103","$$$$","5265","199","#171 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d694819-Reviews-Hergetova_Cihelna-Prague_Bohemia.html","http://cihelna.com/"
"Zamecka 2 Praha 1 Mala Strana, Prague 118 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Italian","Mediterranean","Czech","Romana","Lazio","Central-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@pivobasilico.cz","1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"944336","false","false","50.088768","14.402141","Pivo & Basilico","694","+420 257 533 207","$$ - $$$","5265","196","#168 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d944336-Reviews-Pivo_Basilico-Prague_Bohemia.html","http://www.pivobasilico.cz/it/Default"
"Nerudova 208/8, Prague 11800 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Cafe","International","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@goodeats.cz","1020","480",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"960","450",,,,,"1020","480",,,,,"10389421","false","false","50.08868","14.401493","GoodEats","313","+420 257 216 762","$","5265","198","#170 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10389421-Reviews-GoodEats-Prague_Bohemia.html","https://www.facebook.com/GoodEatsPrague/"
"Konviktska 7, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly",,,,,,,,,,,,,,"contact@sadmanstongue.com","1275","690",,,,,"1275","690",,,,,"1275","690",,,,,"1275","690",,,,,"1275","660",,,,,"1275","660",,,,,"1275","660",,,,,"10820086","false","false","50.083366","14.416186","Sad Man's Tongue Bar & Bistro","4664",,"$","5265","6","#6 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10820086-Reviews-Sad_Man_s_Tongue_Bar_Bistro-Prague_Bohemia.html","http://www.sadmanstongue.net/"
"Liliova 16 Old Town, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Wine Bar","Central European","International","Vegetarian Friendly","Gluten Free Options",,,,,,,,"wineoclockprague@gmail.com",,,,,,,,,,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"1410","1020",,,,,"8374547","false","false","50.08567","14.416447","Wine O'Clock Shop Prague","1840","+420 773 201 216","$$ - $$$","5265","4","#4 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8374547-Reviews-Wine_O_Clock_Shop_Prague-Prague_Bohemia.html","http://www.wineoclockprague.com"
"Sokolovska 71, Prague 186 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@sangam.cz","1380","720",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"15348493","false","false","50.093674","14.448588","Sangam","2213","+420 770 629 001","$$ - $$$","5265","1","#1 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15348493-Reviews-Sangam-Prague_Bohemia.html","http://www.sangam.cz"
"Vejvodova 8, Prague 11000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Barbecue",,,,,,,,,,,,,"info@meateater.cz",,,,,,,,,,,,,"900","660","1320","1050",,,"900","660","1320","1050",,,"900","660","1320","1050",,,"900","660","1320","1050",,,"1320","1050",,,,,"19469249","false","false","50.08449","14.41944","MeatEater steak & wine","151","+420 220 513 133","$$$$","5265","3","#3 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d19469249-Reviews-MeatEater_steak_wine-Prague_Bohemia.html","http://www.meateater.cz"
"Manesova 7, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub","International","Beer restaurants","Vegan Options",,,,,,,,,,"contactBB@blackbetties.com","1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"17564617","false","false","50.07942","14.435295","Black Bettie's Grill","450","+420 555 555 555","$","5265","2","#2 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d17564617-Reviews-Black_Bettie_s_Grill-Prague_Bohemia.html","http://blackbetties.com"
"Jakubska 744/4, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,"rezervace@gamberorosso.menu","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"7359099","false","false","50.088093","14.425065","GamberoRosso","1069","+420 224 829 091","","5265","109","#95 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7359099-Reviews-GamberoRosso-Prague_Bohemia.html","http://www.gamberorosso.menu/en"
"Rybna 9, Praha 1, Prague 11000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"rybna@namasteindia.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"17527288","false","false","50.088875","14.425965","Namaste India Rybna","402","+420 224 318 072","$$ - $$$","5265","8","#7 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d17527288-Reviews-Namaste_India_Rybna-Prague_Bohemia.html","http://www.namasteindia.cz"
"Koubkova 685/16, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"johnnypizzabar@gmail.com","1260","660",,,,,"1380","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"8358667","false","false","50.07211","14.43335","Johnny Pizza a Johnny Pizza bar","549","+420 774 926 064","$","5265","5","#5 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8358667-Reviews-Johnny_Pizza_a_Johnny_Pizza_bar-Prague_Bohemia.html","http://www.johnnypizzabar.cz/"
"Valentinska 10, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"d.kviderova@gmail.com","1140","600",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1140","600",,,,,"10816968","false","false","50.08862","14.416911","Liberica Cafe Valentinska","69","+420 605 482 807","","5265","554","#44 of 212 Dessert in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10816968-Reviews-Liberica_Cafe_Valentinska-Prague_Bohemia.html","https://www.facebook.com/LibericaCafeValentinska/"
"Naprstkova 9, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,"donuterie.info@gmail.com","1110","600",,,,,,,,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"1110","600",,,,,"12302433","false","false","50.084366","14.416026","Donuterie","287","+420 724 673 071","$","5265","7","#1 of 212 Dessert in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12302433-Reviews-Donuterie-Prague_Bohemia.html","http://www.donuterie.eu"
"Safarikova 319/18 Parking is available, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,"info@madamelynrestaurant.cz","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"4878688","false","false","50.07144","14.433909","Madame Lyn Restaurant","361","+420 606 307 777","","5265","181","#153 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4878688-Reviews-Madame_Lyn_Restaurant-Prague_Bohemia.html","http://madamelynrestaurant.cz/"
"Vladislavova 1389/8, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Bar","European",,,,,,,,,,,,,,"HONEYGORI48@GMAIL.COM","570","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123463","false","false","50.07991","14.421092","Iluze Bar","340","+420 777 966 273","$$ - $$$","5265","16","#2 of 148 Bars & Pubs in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123463-Reviews-Iluze_Bar-Prague_Bohemia.html","http://www.facebook.com/ILUZE-1154184841366149/"
"Novotneho lavka 199/9, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","European","Czech","Eastern European","Central European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"mlynec@zatisigroup.cz","900","690","1320","1020",,,,,,,,,,,,,,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"1511573","false","false","50.08544","14.41348","Mlynec Restaurant","3776","+420 277 000 777","$$$$","5265","14","#13 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1511573-Reviews-Mlynec_Restaurant-Prague_Bohemia.html","http://www.mlynec.cz"
"Kratkeho 143/1, Prague 190 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Czech","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"restaurant@peprasul.cz",,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"10226588","false","false","50.11144","14.500612","Restaurant Pepr a Sul","554","+420 283 892 690","$$ - $$$","5265","11","#10 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10226588-Reviews-Restaurant_Pepr_a_Sul-Prague_Bohemia.html","http://www.peprasul.cz/"
"Pernerova 478/1 Pernerova 1, 50mtrs From Florence Bustand, Prague 186 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@ibn-restaurant.cz","1200","720",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","720",,,,,"3448223","false","false","50.089413","14.445121","Indian By Nature I","2007","+420 601 200 198","$$ - $$$","5265","12","#11 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3448223-Reviews-Indian_By_Nature_I-Prague_Bohemia.html","http://www.ibn-restaurant.cz/cs"
"Seifertova 26, Prague 13000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Contemporary","Street Food","Dining bars","Vegetarian Friendly","Vegan Options",,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"17633519","false","false","50.084583","14.44903","Bistrot Valentino","140","+420 730 614 060","$$ - $$$","5265","15","#14 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d17633519-Reviews-Bistrot_Valentino-Prague_Bohemia.html","http://www.hotelvictoria.cz/restaurace"
"Stepanska 40, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","International","Bar","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"bebopbar@alcronhotel.com","1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"6494862","false","false","50.079994","14.426254","Be Bop Bar","1195","+420 222 820 000","$$ - $$$","5265","10","#9 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6494862-Reviews-Be_Bop_Bar-Prague_Bohemia.html","http://www.bebopbar.cz/"
"Spalena 99/33, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"kastornoyv@gmail.com","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"15228019","false","false","50.080715","14.419552","Srdcovka Spalena","124","+420 773 821 218","","5265","713","#603 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15228019-Reviews-Srdcovka_Spalena-Prague_Bohemia.html","http://www.facebook.com/srdcovka.spalena/"
"Na Prikope 12 Černá růže Shopping Mall, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern","Lebanese","Arabic","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,,"jaffa-restaurant@seznam.cz","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"15104494","false","false","50.08456","14.42648","Jaffa Restaurant","1349","+420 720 262 202","$$ - $$$","5265","9","#8 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15104494-Reviews-Jaffa_Restaurant-Prague_Bohemia.html","https://www.jaffa-restaurant.cz/?fbclid=IwAR1YwDKbBCRVCpxzhg3L-cGwc4RiACC9ZAEDjBCVVTDSuhsOOeNnF50NIsA"
"Marakova 290/7, Prague 160 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@ibn2-restaurant.cz","1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","720",,,,,"1200","660",,,,,"1200","660",,,,,"8274228","false","false","50.0985","14.402666","Indian By Nature II","663","+420 220 951 378","$$ - $$$","5265","13","#12 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8274228-Reviews-Indian_By_Nature_II-Prague_Bohemia.html","http://ibn2-restaurant.cz/"
"Karoliny Svetle 34 Smetana Hotel, Prague 110 00 Czech Republic","Travelers' Choice 2020","2020","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"bellevue@zatisigroup.cz","930","690",,,,,,,,,,,"900","690","1320","1020",,,"900","690","1320","1020",,,"1320","540",,,,,"900","690","1320","1020",,,"900","690","1320","1020",,,"694806","false","false","50.08473","14.413996","Bellevue","4145","+420 222 221 443","$$$$","5265","21","#19 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d694806-Reviews-Bellevue-Prague_Bohemia.html","http://www.bellevuerestaurant.cz/"
"Rumunska 16 I.P. Pavlova, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Healthy","Middle Eastern","Israeli","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"bistrobar.paprika@gmail.com",,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,,,,,,,"12613096","false","false","50.073944","14.432239","PAPRIKA Mediterranean Bistro & Bar","235","+420 727 967 540","$","5265","22","#20 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12613096-Reviews-PAPRIKA_Mediterranean_Bistro_Bar-Prague_Bohemia.html","http://www.my-paprika.com/"
"Ujezd 20, Prague Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","European","Czech","Eastern European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@czechslovak.cz","1380","720",,,,,"1380","720",,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"8686393","false","false","50.08166","14.404471","Czech Slovak Restaurant","702","+420 257 312 523","$$ - $$$","5265","24","#22 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8686393-Reviews-Czech_Slovak_Restaurant-Prague_Bohemia.html","http://czechslovak.cz/"
"Lodecka 1181/4, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","European","Central European","International","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@grand-cru.cz",,,,,,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"1380","1050",,,,,"1504569","false","false","50.091656","14.432789","Grand Cru Restaurant","611","+420 775 044 076","$$$$","5265","20","#18 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1504569-Reviews-Grand_Cru_Restaurant-Prague_Bohemia.html","http://www.grand-cru.cz"
"Jenstejnska 1776/2 Dancing House, Karlovo Namesti, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"palacetaaj@gmail.com","1320","705",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","705",,,,,"14023556","false","false","50.075134","14.416532","Taaj Palace","429","+420 774 566 143","$$ - $$$","5265","19","#17 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14023556-Reviews-Taaj_Palace-Prague_Bohemia.html","http://taajpalace.cz"
"Valentinska 1061/6, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"coffeeandwafflescz@gmail.com","1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"13008346","false","false","50.088005","14.416683","Coffee & Waffles","347","+420 725 827 727","","5265","223","#193 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13008346-Reviews-Coffee_Waffles-Prague_Bohemia.html","http://www.coffeeandwaffles.cz/"
